6.304285900493841188e-01,5.930529130733523946e-01,6.629158147952696201e-01,6.613407233940997720e-01,5.631788064062172028e-01
-5.849887622953968414e-02,-6.913734295235750282e-02,-8.162746125000881758e-02,2.973800285061278803e-02,-6.841497915848426814e-02
1.870565040767379304e-03,1.158817767525439045e-02,2.925624715650316371e-02,9.492003002014741397e-03,-1.738839621684983711e-02
2.722065571785499682e-01,2.471946094065654576e-01,2.722078216046133203e-01,2.503908387694894211e-01,2.592596809962869342e-01
8.115052128720989799e-03,1.775732450630261930e-02,-4.553634686705033095e-03,2.938581130881076815e-03,2.131861736391173906e-02
-6.435854980418091731e-03,-1.510112871635374727e-02,-1.442541484394706426e-02,-1.539824316288923751e-02,-5.239198703088780371e-03
6.426865139537994764e+00,6.344342443016608435e+00,6.376791823587319108e+00,6.396324614567142852e+00,6.405099173842754290e+00
5.708692618387925521e-03,5.477176823260072359e-03,5.635079696216082484e-03,5.724345569615494136e-03,5.770141831518015366e-03
-5.701001698342535195e-05,-3.127234101479509695e-04,-1.650317623759695366e-04,-2.648022077850233080e-04,-1.889348579963063852e-04
-7.677362257943379893e-05,-8.531867792587771889e-07,1.011833436932262466e-04,-3.794789026477803610e-05,1.676126973123121477e-04
3.302769064903259277e-01,3.853606581687927246e-01,4.035559296607971191e-01,4.279007315635681152e-01,3.095308542251586914e-01
8.873836288422701779e-01,8.387643877431723016e-01,7.079183369287677108e-01,7.379395465215040639e-01,8.751127076583552489e-01
1.217660535332595995e+00,1.224125045911965026e+00,1.111474266589564941e+00,1.165840278085072068e+00,1.184643561883513829e+00
