"age_in_years","sex","mu","sigma","nu","tau","C2.5","C5","C25","C50","C75","C95","C97.5","growth_rate"
82.6,"female",0.798961425830499,0.0470157559645751,0.00480785768823541,1.03533727271897,0.709131903604793,0.723308673478347,0.767656552973707,0.799187471706707,0.830805167428871,0.875452958513876,0.889743746446553,-0.0199869810120271
82.7,"female",0.796963249278151,0.0470165981840877,0.00480785768823541,1.03533727271897,0.70713211788601,0.721309141715965,0.765657815639676,0.797189299203645,0.828807561311263,0.873456152197102,0.88774719612865,-0.0199764673674904
82.8,"female",0.794966123596083,0.0470175781661718,0.00480785768823541,1.03533727271897,0.705133119824767,0.719310439150991,0.763660037448383,0.795192178233209,0.826811099370437,0.871460620881223,0.885751962685598,-0.0199659503594882
82.9,"female",0.792970049118043,0.0470186964519846,0.00480785768823541,1.03533727271897,0.703134908720861,0.717312565246399,0.76166321837325,0.793196109131748,0.824815782306667,0.869466365780412,0.883758047496058,-0.019955429987957
83,"female",0.79097502617778,0.0470199535839515,0.00480785768823541,1.03533727271897,0.701137483871671,0.715315519463125,0.759667358386861,0.791201092235618,0.822821610821085,0.867473388110908,0.881765451941146,-0.0199449062528379
83.1,"female",0.78898105510904,0.0470213501057815,0.00480785768823541,1.03533727271897,0.699140844572118,0.713319301260036,0.75767245746094,0.78920712788118,0.820828585615692,0.865481689091039,0.87977417740445,-0.0199343791540649
83.2,"female",0.786988136245573,0.0470228865624836,0.00480785768823541,1.03533727271897,0.697144990114643,0.711323910093912,0.755678515566348,0.787214216404805,0.818836707393371,0.863491269941244,0.877784225272072,-0.0199238486915718
83.3,"female",0.784996269921127,0.0470245635003824,0.00480785768823541,1.03533727271897,0.695149919789173,0.709329345419413,0.753685532673069,0.785222358142866,0.816845976857896,0.861502131884109,0.875795596932656,-0.0199133148653033
83.4,"female",0.783005456469448,0.0470263814671344,0.00480785768823541,1.03533727271897,0.693155632883087,0.707335606689056,0.751693508750201,0.783231553431744,0.814856394713942,0.85951427614438,0.873808293777412,-0.0199027776751945
83.5,"female",0.781015696224285,0.0470283410117443,0.00480785768823541,1.03533727271897,0.691162128681192,0.705342693353189,0.749702443765945,0.781241802607827,0.812867961667097,0.857527703949,0.871822317200158,-0.0198922371211724
83.6,"female",0.779026989519388,0.0470304426845809,0.00480785768823541,1.03533727271897,0.689169406465687,0.703350604859966,0.74771233768759,0.77925310600751,0.810880678423874,0.855542416527131,0.869837668597345,-0.0198816932031756
83.7,"female",0.777039336688502,0.0470326870373936,0.00480785768823541,1.03533727271897,0.687177465516133,0.701359340655318,0.745723190481511,0.777265463967192,0.808894545691721,0.853558415110181,0.867854349368088,-0.0198711459211401
