ADAS: Word Recall,ADAS: Commands,ADAS: Construction,ADAS: Del. Recall,ADAS: Nam. MMSE: Lan.,ADAS: Ide. Praxis,ADAS: Orientation,ADAS: Word Recog.,ADAS: Spo. Com.,ADAS: Word Find.,ADAS: Num. Can.,MMSE: Ori. Time,MMSE: Ori. Place,MMSE: Imm. Del. ,MMSE: Attention,MMSE: Repetition,MMSE: Com. Com.,BNT,CFT: Animal,Clock Drawing Test,Clock Copying  Test,LM: Imm. Recall,LM: Del. Recall,RAVLT: Trail 6,RAVLT: 30 min delay,RAVLT: Recognition,TMT: Part A,TMT: Part B
0.044098,0.0068461,0.0023655,0.066714,0.017404,0.01327,0.076077,0.060257,0.023651,0.017914,0.011537,0.084542,0.073576,0.070558,1.1982e-05,0.014295,0.0025128,0.034129,0.032426,0.011868,0.011809,0.064777,0.075451,0.056314,0.054395,0.064023,0.00011479,0.0090632
