-6477998211.8483953476	  inf
-6414094653.8513956070	9.86471e-03
-6413622337.1341686249	7.36373e-05
-6413119975.5901708603	7.83273e-05
-6412550113.5586051941	8.88588e-05
-6411912054.7090578079	9.95016e-05
-6411208299.9381837845	1.09757e-04
-6410444311.0212564468	1.19165e-04
-6409629026.1334991455	1.27181e-04
-6408775201.9013013840	1.33210e-04
-6407899078.3069705963	1.36707e-04
-6407018717.2514400482	1.37387e-04
-6406151323.7597274780	1.35382e-04
-6405311578.3527469635	1.31084e-04
-6404509975.3371286392	1.25147e-04
-6403752343.7781009674	1.18297e-04
-6403040741.2118949890	1.11123e-04
-6402374997.8759241104	1.03973e-04
-6401753967.4725131989	9.70000e-05
-6401176347.8958950043	9.02283e-05
-6400641373.9670810699	8.35743e-05
-6400149101.9070243835	7.69098e-05
-6399698353.0082492828	7.04279e-05
-6399287146.8330011368	6.42540e-05
-6398912901.7647514343	5.84823e-05
-6398572503.2088642120	5.31963e-05
-6398262472.5584163666	4.84531e-05
-6397979201.4400081635	4.42731e-05
-6397719212.4401044846	4.06361e-05
-6397479389.7744836807	3.74857e-05
-6397257165.7830410004	3.47362e-05
-6397050619.3121938705	3.22867e-05
-6396858488.5921134949	3.00343e-05
-6396680088.6140327454	2.78887e-05
-6396515157.4322252274	2.57839e-05
-6396363616.0958890915	2.36912e-05
-6396225465.2860374451	2.15983e-05
-6396100767.2727880478	1.94956e-05
-6395989169.8177471161	1.74477e-05
-6395890106.4347190857	1.54884e-05
-6395802814.0483598709	1.36482e-05
-6395726371.9788694382	1.19519e-05
-6395659760.1363592148	1.04151e-05
-6395601922.3263940811	9.04329e-06
-6395551817.9623031616	7.83419e-06
-6395508462.6297063828	6.77898e-06
-6395470952.9477062225	5.86500e-06
-6395438479.1935729980	5.07762e-06
-6395410328.5674486160	4.40167e-06
-6395385881.7858371735	3.82255e-06
-6395364605.8577089310	3.32676e-06
-6395346045.1811485291	2.90221e-06
-6395329812.0377054214	2.53827e-06
-6395315577.2546205521	2.22581e-06
-6395303061.6750564575	1.95699e-06
-6395292028.4932317734	1.72520e-06
-6395282276.6972684860	1.52484e-06
-6395273635.2923765182	1.35122e-06
-6395265958.5576753616	1.20038e-06
-6395259121.9040021896	1.06902e-06
-6395253018.7127809525	9.54331e-07
-6395247557.3003873825	8.53979e-07
-6395242658.7994823456	7.65960e-07
-6395238255.0471305847	6.88598e-07
-6395234287.0630550385	6.20459e-07
-6395230703.6613006592	5.60324e-07
-6395227460.3700904846	5.07142e-07
-6395224518.3751268387	4.60030e-07
-6395221843.8113489151	4.18213e-07
-6395219406.9894390106	3.81038e-07
-6395217181.7621431351	3.47952e-07
-6395215145.2679491043	3.18440e-07
-6395213277.5800952911	2.92045e-07
-6395211561.2984580994	2.68370e-07
-6395209981.1544971466	2.47082e-07
-6395208523.6939144135	2.27899e-07
-6395207177.0128822327	2.10577e-07
-6395205930.5845689774	1.94900e-07
-6395204775.0392198563	1.80689e-07
-6395203702.0798282623	1.67776e-07
-6395202704.2883481979	1.56022e-07
-6395201775.0433864594	1.45303e-07
-6395200908.4303388596	1.35510e-07
-6395200099.1464557648	1.26545e-07
-6395199342.4300308228	1.18326e-07
-6395198634.0019569397	1.10775e-07
-6395197970.0029220581	1.03828e-07
-6395197346.9526414871	9.74247e-08
-6395196761.6907720566	9.15158e-08
-6395196211.3635501862	8.60532e-08
-6395195693.3710870743	8.09971e-08
-6395195205.3553829193	7.63097e-08
-6395194745.1609964371	7.19594e-08
-6395194310.8214941025	6.79165e-08
-6395193900.5413503647	6.41544e-08
-6395193512.6721067429	6.06501e-08
-6395193145.6965713501	5.73830e-08
-6395192798.2290334702	5.43326e-08
-6395192468.9892320633	5.14824e-08
-6395192156.7936153412	4.88172e-08
-6395191860.5532922745	4.63223e-08
