ADAS: Word Recall,ADAS: Commands,ADAS: Construction,ADAS: Del. Recall,ADAS: Nam. MMSE: Lan.,ADAS: Ide. Praxis,ADAS: Orientation,ADAS: Word Recog.,ADAS: Spo. Com.,ADAS: Word Find.,ADAS: Num. Can.,MMSE: Ori. Time,MMSE: Ori. Place,MMSE: Imm. Del. ,MMSE: Attention,MMSE: Repetition,MMSE: Com. Com.,BNT,CFT: Animal,Clock Drawing Test,Clock Copying  Test,LM: Imm. Recall,LM: Del. Recall,RAVLT: Trail 6,RAVLT: 30 min delay,RAVLT: Recognition,TMT: Part A,TMT: Part B
0.045416,0.06233,0.0015902,0.022383,0.094484,0.05579,0.021658,0.03094,0.10503,0.094599,0.03255,0.021356,0.016264,0.025582,0.0032126,0.0056063,0.026105,0.064701,0.047325,0.047776,0.010534,0.025987,0.019887,0.022329,0.015508,0.018831,0.024936,0.037291
