stage,corr_loss,l1_loss,ks_loss,total_loss
train,0.9584262935444069,0.003949825550037525,0.8637531778353696,1.826129296929814
val,0.9748127787622097,0.006524587091947342,0.8637531778353696,1.8450905436895266
test,1.0040730560423474,0.0004905707991506338,0.8630127113414785,1.8675763381829766
