region_index,EI_ratio,S_E,S_I,r_E
0,0.07087664642917912,0.0018566871047621689,0.02619565841447437,0.02821665483761313
1,0.11847842387196512,0.0031264533388899955,0.026388306104799045,0.048709134586456294
2,0.07279568251800787,0.0019081614008972306,0.02621243122706682,0.030021962886324634
3,0.04143283820684024,0.0010816069892602735,0.026104904720999664,0.01810416608859632
4,0.04729174942804241,0.0012351773341780935,0.026117850322994744,0.01855912110067904
5,0.10573553005122223,0.0027851078635755776,0.026340001889380776,0.043172523148473745
6,0.09299979957624482,0.002445185822072541,0.026292021325495896,0.038627723451300715
7,0.04546027146562634,0.001187345335136222,0.026117923902362034,0.01842835062033252
8,0.04616527454972463,0.0012052965648044972,0.026108087325298648,0.018847376449513255
9,0.05002849930276935,0.0013072577014481932,0.026130125719784125,0.019506158359623403
10,0.06910366483081712,0.001809690070454943,0.026188034094416796,0.028665237720385196
11,0.04896274083614505,0.0012790269332981314,0.026122203870099517,0.019844159037996432
12,0.3659977721573247,0.010161496150441766,0.027763653725546452,0.15994078949793614
13,0.001954983376280048,5.084192939440459e-05,0.026003242632321538,0.001009743926507605
14,0.06437656648583896,0.00168560422790654,0.026183273791522313,0.025335971522462915
15,0.01299881308800907,0.00033824556177521975,0.026020953501343425,0.004921356486230095
16,0.03975268925025802,0.0010375478915951525,0.026099975724980722,0.016926862237487173
17,0.4466317631843764,0.012622594399115783,0.02826153072757207,0.19956694834598698
18,0.013745027706784513,0.0003577305056353027,0.026026033823148456,0.005338150184866701
19,0.02375158616312237,0.0006186826378983572,0.02604759719125645,0.009861566163119298
20,0.05196754693040236,0.00135823195782812,0.026136150974469235,0.02131912499188991
21,0.014842319717749833,0.00038634375240118187,0.0260288304785857,0.0060386959944167306
22,0.10096175218837182,0.0026576398525930737,0.02632309398329721,0.042789962774668615
23,0.017253882829475514,0.00044921847963415914,0.026035764834679936,0.007258134041298777
24,0.1333637055516537,0.0035256584530698972,0.02643635512565871,0.05454751227577236
25,0.008273092510968963,0.00021524972721933766,0.026017513918063298,0.003441909476259383
26,0.005852738379662617,0.00015223677968540647,0.026011077971958358,0.002656511791007302
27,0.03915460427669085,0.0010217700117502431,0.02609569401858762,0.015654890164537187
28,0.00527457126108138,0.00013717836839398744,0.026007661209044425,0.002338888279800645
29,0.19850397356742125,0.005312433961360888,0.026762071514892335,0.08361112673284647
30,0.006772813822640865,0.00017616118033732397,0.026008908174254653,0.002573355581442193
31,0.013329379766191357,0.00034693624226271575,0.026027485227288594,0.005947243651292928
32,0.07527367463319425,0.0019734035937383474,0.02621620789521506,0.03114207865483425
33,0.024673526365242008,0.0006428069404541854,0.026051885637830802,0.010789261036086425
34,0.006569802858524775,0.0001708805444351791,0.026007184030681484,0.003089705850193035
35,0.26294198992269097,0.0071286936367018945,0.027111189380634625,0.11156207803963614
36,0.0140638767389754,0.0003660745470543309,0.02602916293596283,0.005566390776026653
37,0.03649266266730874,0.0009520331090780238,0.026088189844420406,0.01565011031757224
38,0.04428674554836726,0.0011561566472675514,0.02610608344391589,0.017125063596909077
39,0.05268264782627826,0.001377302347519891,0.026143349308188044,0.020810968622768617
40,0.05791135634455164,0.001514850745125719,0.02615808925265946,0.023426366056400545
41,0.018634975806281734,0.00048519984563432777,0.02603703650558682,0.007836805223947313
42,0.027768852699497987,0.0007236899216458431,0.02606116236373372,0.011587444312761902
43,0.047100615956183915,0.001230068352326569,0.026115173112388868,0.018707949007431
44,0.09116167954857914,0.0023962772258528586,0.026285693565588557,0.03709455817192453
45,0.01353568624814455,0.0003522583161388464,0.02602398980682948,0.005111525571325863
46,0.2793818481071401,0.007601841671107723,0.027209357275600587,0.11907160999028454
47,0.015210969818308903,0.00039597824298421707,0.026032083776983826,0.006642616445476506
48,0.048906499352063836,0.001277905457763607,0.026129526415884636,0.01980639929718067
49,0.01200925332091226,0.0003124810503603763,0.026019516037698327,0.005397015962807078
50,0.011960864579710337,0.0003112411928044457,0.026021423493993685,0.0049372608419601645
51,0.004137790482483407,0.00010761905089779287,0.02600956935772716,0.001931953768620114
52,0.017263360175759294,0.00044944649244313,0.026034031916164255,0.007363200011743715
53,0.054543898399824264,0.0014255758534350337,0.02613623658922855,0.02171411313748287
54,0.028922704520877366,0.0007537615009586346,0.026061235594539076,0.010988013055067523
55,0.06289497331450489,0.0016464217206125047,0.026177110666880568,0.0260360860032042
56,0.012373221376417895,0.0003219847260377459,0.02602236750467656,0.004566071382159457
57,0.020558884656284363,0.000535303702160962,0.026037266053033775,0.008176538028701167
58,0.017762779525084496,0.00046253094407908943,0.026039001641420742,0.0071646593466818224
59,0.08298785201371288,0.0021789012242867697,0.026255503610316217,0.03378480237912526
60,0.05252093141203775,0.0013729192607302512,0.02614006837478804,0.02231667412410227
61,0.03708529675184522,0.0009675976335527249,0.026090505297193436,0.016462293223446486
62,0.006818090635134766,0.00017736414287319868,0.026013677212391867,0.0030771570371926926
63,0.008470880626210492,0.00022038299885825588,0.026016116711034057,0.0032769808106448647
64,0.004568478568934602,0.00011881491452632615,0.026007268510032534,0.003324588103557629
65,0.15480549070898317,0.0041109592995895545,0.026555601480724767,0.06453313267897175
66,0.07298079864871243,0.0019127300690928671,0.026208554212303493,0.03042767388935698
67,0.008648950728962242,0.00022498328532447823,0.02601276824891347,0.003066345287475252
