region_index,wEE,wEI,sigma,G
0,8.807442441038797,1.4292644181657526,0.0054011091198824775,1.0186572565150462
1,8.58944344838521,1.6822922216222822,0.005638377396259665,1.0186572565150462
2,8.846276520524125,1.4921790357230362,0.005401892398140855,1.0186572565150462
3,9.126961452191015,1.3097319096180489,0.005153539809243557,1.0186572565150462
4,9.056525312268004,1.2928149330505,0.0051908664556517764,1.0186572565150462
5,8.685311040332774,1.6522288171521438,0.0055664098934888806,1.0186572565150462
6,8.726496005947618,1.5876439921040995,0.005514894287007429,1.0186572565150462
7,9.108779184936678,1.3143122581493636,0.005166742098623509,1.0186572565150462
8,8.73239964745729,1.2028495643238246,0.005357801206158143,1.0186572565150462
9,9.109184395827702,1.3470996777533697,0.005179559353568071,1.0186572565150462
10,8.668894030529978,1.3975222413550599,0.005475142300866721,1.0186572565150462
11,8.833170087861083,1.267654072353643,0.005320585412729511,1.0186572565150462
12,8.1935310367369,2.327827731192273,0.006143437135201254,1.0186572565150462
13,9.935292531931841,0.5013688523179384,0.004325525416303365,1.0186572565150462
14,9.13636804609276,1.4915743511737884,0.005220146222212371,1.0186572565150462
15,9.43702503710114,0.8802843854960838,0.004788338181839582,1.0186572565150462
16,9.086494017734765,1.287133176626916,0.005169850522096529,1.0186572565150462
17,7.938491803257164,2.3981859569525064,0.006331059140921526,1.0186572565150462
18,9.348245990026294,0.8881649559129787,0.004847027264735644,1.0186572565150462
19,9.132310360690258,1.0375834201010086,0.005041700404739821,1.0186572565150462
20,8.879211092123807,1.3282981310748725,0.005315954282061473,1.0186572565150462
21,9.315810895118355,0.9320905244261155,0.004884832367317396,1.0186572565150462
22,8.70174138725863,1.6421629653693848,0.0055521169397316685,1.0186572565150462
23,9.380281676800886,0.9914368358920992,0.004868152701899932,1.0186572565150462
24,8.455271410631081,1.6766973338564934,0.005720096041786003,1.0186572565150462
25,9.432924723531253,0.7555635118764731,0.004741183381801017,1.0186572565150462
26,9.363543303833598,0.6534771466461453,0.004743897115112554,1.0186572565150462
27,9.024277028614984,1.2140404697180627,0.005179639994023412,1.0186572565150462
28,9.548134564311644,0.6454943647885384,0.004625219284610975,1.0186572565150462
29,8.388436826155726,1.9369934306515815,0.005865680955553701,1.0186572565150462
30,9.507618582449592,0.6718928505941885,0.004661093238588401,1.0186572565150462
31,9.29096843503905,0.8902717049539168,0.0048837046747754525,1.0186572565150462
32,8.792402201109168,1.4791523508749027,0.005430407482203828,1.0186572565150462
33,9.110740636856342,1.0832944442908023,0.005073419014004107,1.0186572565150462
34,9.436885330010096,0.7027730223798955,0.0047176602377633605,1.0186572565150462
35,8.31742941820234,2.106163564720942,0.005977549134105558,1.0186572565150462
36,9.327446749893618,0.8857035316556008,0.004859059726950881,1.0186572565150462
37,9.043036195989778,1.2155330018301456,0.0051684977177931,1.0186572565150462
38,8.97603891303967,1.2383514562418776,0.00521951336305939,1.0186572565150462
39,9.186827045104698,1.4045377521096043,0.005153877560890304,1.0186572565150462
40,9.006847532010308,1.4081001271417748,0.005267907696514569,1.0186572565150462
41,9.196219833861594,0.9846026827073413,0.0049805924764129515,1.0186572565150462
42,9.168930888682407,1.1309858985973147,0.005056022726160089,1.0186572565150462
43,8.892905562514173,1.2662107405068856,0.005282634598947357,1.0186572565150462
44,8.74658550952615,1.587961280555921,0.005502451129161076,1.0186572565150462
45,9.304461827826726,0.8495949361849893,0.004859046201175147,1.0186572565150462
46,8.222002399768764,2.1377359634030038,0.006049842542231138,1.0186572565150462
47,9.340614859356345,0.9461850556971645,0.00487493178802873,1.0186572565150462
48,8.942695210859108,1.3057305644071813,0.005267236778304388,1.0186572565150462
49,9.29464485965725,0.8557081257546288,0.004867625542423823,1.0186572565150462
50,9.287872117873063,0.8209530088141881,0.004858007910954811,1.0186572565150462
51,9.917681503134276,0.6882656086187461,0.00441105119151636,1.0186572565150462
52,9.176866260313911,0.9532865510427737,0.004980217408227966,1.0186572565150462
53,8.724200967079275,1.2817598403639532,0.005394388757115291,1.0186572565150462
54,8.980571105272894,1.028118759333983,0.005132867851599487,1.0186572565150462
55,9.014916861319778,1.4680798062716982,0.005286769912053866,1.0186572565150462
56,9.548372642580945,0.8581184138384461,0.004709833441127572,1.0186572565150462
57,9.151470663778348,0.9840359135161943,0.005008365293621123,1.0186572565150462
58,9.427733253558278,1.0111287839327938,0.004846313338001935,1.0186572565150462
59,8.928495511460946,1.5825363530270933,0.005386470609656403,1.0186572565150462
60,8.947507782918114,1.3643970047506324,0.0052876131630488704,1.0186572565150462
61,9.019940624493684,1.2507569360936333,0.0051969903177796935,1.0186572565150462
62,9.484238576501333,0.7072801016404927,0.00468982891081229,1.0186572565150462
63,9.551128851886673,0.7596232271280554,0.004668843573244149,1.0186572565150462
64,9.487104813031703,0.7480287059214781,0.004704280092227476,1.0186572565150462
65,8.540580226898376,1.819969756900658,0.005723835745920818,1.0186572565150462
66,8.862960295571826,1.4831001689050904,0.005387834342973643,1.0186572565150462
67,9.706892137039215,0.7745464985901618,0.004577334451461904,1.0186572565150462
