ADAS: Word Recall,ADAS: Commands,ADAS: Construction,ADAS: Del. Recall,ADAS: Nam. MMSE: Lan.,ADAS: Ide. Praxis,ADAS: Orientation,ADAS: Word Recog.,ADAS: Spo. Com.,ADAS: Word Find.,ADAS: Num. Can.,MMSE: Ori. Time,MMSE: Ori. Place,MMSE: Imm. Del. ,MMSE: Attention,MMSE: Repetition,MMSE: Com. Com.,BNT,CFT: Animal,Clock Drawing Test,Clock Copying  Test,LM: Imm. Recall,LM: Del. Recall,RAVLT: Trail 6,RAVLT: 30 min delay,RAVLT: Recognition,TMT: Part A,TMT: Part B
0.046674,0.0093175,0.0069492,0.059369,0.037912,0.0092327,0.055213,0.056741,0.024789,0.019247,0.017568,0.059811,0.067018,0.067024,0.010965,0.029163,0.0055304,0.051365,0.037912,0.017029,0.0062929,0.060827,0.068911,0.049475,0.048218,0.051811,0.0051357,0.020501
