stage,corr_loss,l1_loss,ks_loss,total_loss
train,0.9627819403858201,0.011964303560841345,0.8692531778353697,1.8439994217820312
val,1.0006362648412417,0.005931082215443433,0.8705,1.8770673470566852
test,1.0084148730151217,0.012403217325550945,0.8691297667530545,1.8899478570937274
