1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.990000000000000000e+02,2.540000000000000000e+02,2.210000000000000000e+02,3.700000000000000000e+01,1.700000000000000000e+02,2.340000000000000000e+02,7.800000000000000000e+01,3.230000000000000000e+02,1.370000000000000000e+02,1.210000000000000000e+02
3.102888464927673340e-01,3.057885169982910156e-01,3.269121050834655762e-01,3.242913484573364258e-01,3.482254147529602051e-01,3.383577466011047363e-01,3.703017234802246094e-01,3.269428014755249023e-01,3.882300257682800293e-01,3.745881319046020508e-01
3.882108189742842358e-02,1.655100952429761074e-02,3.904049147745927012e-02,4.903777421526372277e-02,3.647804382746399482e-02,2.199380848586569848e-02,6.905636263759143412e-02,3.148127090997320660e-02,4.722911324897541979e-02,4.362727277095081180e-02
3.491099283901957784e-01,3.223395265225886264e-01,3.659525965609248255e-01,3.733291226726001555e-01,3.847034585804242068e-01,3.603515550869704209e-01,4.393580861178160157e-01,3.584240723854981159e-01,4.354591390172554699e-01,4.182154046755528487e-01
1.586861652603511336e-02,1.774223969504910500e-02,2.970167103617375390e-02,3.508207510402167745e-02,2.382780647459072434e-02,2.254740394691675739e-02,6.614958608462803702e-02,1.804689993728159428e-02,1.016997435950820206e-01,3.594496320027745079e-02
3.015227913856506348e-01,2.934061884880065918e-01,3.250665664672851562e-01,3.230195045471191406e-01,3.416725397109985352e-01,3.308519721031188965e-01,3.732991814613342285e-01,3.208269476890563965e-01,3.909518122673034668e-01,3.631404638290405273e-01
3.173914079116857412e-01,3.111484281830557141e-01,3.547682375034589275e-01,3.581015796511408111e-01,3.655003461855892422e-01,3.533993760500356296e-01,4.394487675459622933e-01,3.388738476263379873e-01,4.926515558623855151e-01,3.990854270293179851e-01
3.082102745066954141e-01,3.011160627369318665e-01,3.338750246135086530e-01,3.329335230875170026e-01,3.533139997269254540e-01,3.373588852170040231e-01,3.867855784347891124e-01,3.236629789488983944e-01,3.979989601959942336e-01,3.799159270456236581e-01
7.396760504383786961e-02,8.517546804457618026e-02,8.356337576778338772e-02,9.606043179945483734e-02,8.539233657239396480e-02,1.070768750810774800e-01,8.515560676057772060e-02,1.645607548079925375e-01,9.317282167926807523e-02,1.151025610913544855e-01
3.821778795505331727e-01,3.862915307815078525e-01,4.174384003812917632e-01,4.289939548869715069e-01,4.387063362993191551e-01,4.444357602980814059e-01,4.719411851953666526e-01,4.882237337568907654e-01,4.911717818752622255e-01,4.950184881369781298e-01
3.664057752302400384e-01,4.942036940888704377e-01,2.556979459897404938e-01,3.975563347649310186e-01,3.826413967211200751e-01,3.602478955819919948e-01,4.753534181870965880e-01,3.211678144338944718e-01,3.737413855707367727e-01,4.206595090846278473e-01
8.526191243478804804e-02,4.724734113314852380e-01,1.707193971860282711e-01,1.295032047570529588e-01,2.851082750318127967e-01,2.415756211699064682e-01,4.094684928675216273e-01,1.783903879369792556e-01,4.320362366338793558e-01,3.438641168664015035e-01
7.774105803944575399e-01,8.176639045749333201e-01,4.968782201660236209e-01,7.762067614362342383e-01,5.376541943966659520e-01,5.821616636631354869e-01,5.112182447920656791e-01,6.273434857679103249e-01,1.217840959749282581e-01,5.062997695053842451e-01
1.128387800155221388e-01,1.496425096233245933e-01,4.876581413132836940e-02,1.705205340939478231e-01,2.808285810320489961e-01,1.992660339470955222e-01,4.832785603767306704e-01,8.383131414486220956e-02,6.120716026475829796e-01,3.810609335169228284e-01
3.645188428899635569e-01,6.258819192715574520e-01,3.079805562193560498e-01,3.897841267630459128e-01,3.876037681333215912e-01,3.813367101732936248e-01,4.475910552556873201e-01,3.642494965330943524e-01,2.987800127966566688e-01,4.081105628708330824e-01
1.467640269970660050e-01,3.696583188896035987e-01,1.461808976833508522e-01,1.930157255215754486e-01,3.018608366230941531e-01,2.496775281308205030e-01,4.461745827966502875e-01,1.736872132731782370e-01,4.807717574363719049e-01,3.704830093180490058e-01
6.473749619040023440e-01,7.165738964343499884e-01,4.210727839524271987e-01,6.563510306840154573e-01,4.886636921420345336e-01,5.121587156185957168e-01,4.996125516311263892e-01,5.308910788143568205e-01,2.007862333749662331e-01,4.790905952168179605e-01
4.371259384632636413e-01,6.516922866305882023e-01,3.380250308879361731e-01,4.580952439979984470e-01,4.136529304625353176e-01,4.153378560432801625e-01,4.604201742331787695e-01,4.078705304791605535e-01,2.721793117030406051e-01,4.260996307567858632e-01
8.563916376539540964e-01,6.574297734295695417e-01,4.540599134878263721e-01,8.590473167810041000e-01,5.579662993303450280e-01,5.878845820514240206e-01,5.642003771967557535e-01,6.118829352588258663e-01,2.004892124218906890e-01,5.430578999368912418e-01
1.904675394916938713e-01,2.554514812562821979e-01,1.122468026033015265e-01,2.400122312129444879e-01,3.120120096389622510e-01,2.486036991426096299e-01,4.807854403413346911e-01,1.565989384473171764e-01,5.389231219186533250e-01,3.931544659802992947e-01
6.617325270578392482e-01,7.976147219235015795e-01,4.574597182023371622e-01,6.664182817913121282e-01,4.970503876791822484e-01,5.314891971853791253e-01,4.864116942039008462e-01,5.648859728177306749e-01,1.521193902876238346e-01,4.757159242860680148e-01
1.085219972714172865e-01,1.884811990112176538e-01,6.316660798607304228e-02,1.646297966083843378e-01,2.810001426039672179e-01,2.039472504711652701e-01,4.741485817087767174e-01,9.472580454327754473e-02,5.905751802434341391e-01,3.763059530709438327e-01
7.949701202324656046e-01,9.189453515871721656e-01,5.422489409239756863e-01,7.884209783586451081e-01,5.480036044660544503e-01,6.061629549500130443e-01,4.946242365172810462e-01,6.696438167124394436e-01,6.102495084429441358e-02,5.019746610278721377e-01
7.307762983101053766e-01,8.402288575697799411e-01,4.932747950566186979e-01,7.305581094672605191e-01,5.225911162075133065e-01,5.668217146397399597e-01,4.948661492543977025e-01,6.124032272333580496e-01,1.164948200545886936e-01,4.911725892978511254e-01
4.407860802702547320e-01,5.898368871427169813e-01,3.142178925559462876e-01,4.644005354227720428e-01,4.122749987444742636e-01,4.065666831561103867e-01,4.741559017165185019e-01,3.889700728386675799e-01,3.069395749136373253e-01,4.327716886112578099e-01
1.197443141241467425e-02,1.540071460646287860e-01,2.315420458748973856e-02,7.380165372553092185e-02,2.463553526321529963e-01,1.587095765741460551e-01,4.571211414039025311e-01,3.667054361150130781e-02,6.260344772710392247e-01,3.523994125883816997e-01
5.100214100888997848e-01,6.552348826823350958e-01,3.592197927220294740e-01,5.276913040886048734e-01,4.388523632431491905e-01,4.457601536906731776e-01,4.779364253494824410e-01,4.441913233101582037e-01,2.582601508117260969e-01,4.462022116251578852e-01
8.127932635428152253e-01,9.192563551432277880e-01,5.472085307369750629e-01,8.054625620562212429e-01,5.541412794541707987e-01,6.135091214876223775e-01,4.990220657060093767e-01,6.783388782619591550e-01,5.793902179008866143e-02,5.069404759680786743e-01
6.238280612323993113e-01,7.192820643366294453e-01,4.157709993194612097e-01,6.336953526521268421e-01,4.806878543276636995e-01,5.029712086460649267e-01,4.931559815355309184e-01,5.204456844119685899e-01,2.030802887262345979e-01,4.722453278201500515e-01
1.551708278052158774e-01,1.450042395589038469e-01,5.838961314865887681e-02,2.112399232637922619e-01,2.951771667325743254e-01,2.158213636905478849e-01,4.948382741993898604e-01,1.026867664402038999e-01,6.078157004597976032e-01,3.933461566834013379e-01
9.140811357223192421e-03,1.558547873372204129e-01,2.312631139645831072e-02,7.100633058604553793e-02,2.454603859305613534e-01,1.578565954917033887e-01,4.560287848485695683e-01,3.592193650582323206e-02,6.254406918904491519e-01,3.514367453728083901e-01
4.696405353305223573e-01,5.892777127952163463e-01,3.218210693258727884e-01,4.920378496949987523e-01,4.221661965988828813e-01,4.182832033726786025e-01,4.814959225695049083e-01,4.026917678236085485e-01,3.025511029650714834e-01,4.409080101219100545e-01
1.014167179313151534e-01,2.081858454152651638e-01,6.913944650309281070e-02,1.569376263143408001e-01,2.793982207117151617e-01,2.043105958019073853e-01,4.682859388658414668e-01,9.788385100320307064e-02,5.804710567922116704e-01,3.725162567254747814e-01
5.542372078054935702e-01,6.309860473921211632e-01,3.614920255150413375e-01,5.711019111374158186e-01,4.530126474896517541e-01,4.598307255634624946e-01,4.940319979334052425e-01,4.574032637784259947e-01,2.649065768762915440e-01,4.608054235293287948e-01
7.591860311812242967e-01,9.367844236946250014e-01,5.396940822194645770e-01,7.533694446255436716e-01,5.364675226311423906e-01,5.944791126802446701e-01,4.819680705339562388e-01,6.583547701815367637e-01,5.666666263539786585e-02,4.903192030937623125e-01
6.009171358530983609e-01,7.515420919683504231e-01,4.224901268976155033e-01,6.103092279965215416e-01,4.741897459134357673e-01,4.989501590536594144e-01,4.807340972943264235e-01,5.201795669173501224e-01,1.883782851873063713e-01,4.628806329664452157e-01
5.497444034524886503e-01,7.196424095346236616e-01,3.958187451788486300e-01,5.627854220983525835e-01,4.552464376568094995e-01,4.727105806522180487e-01,4.745333770914957894e-01,4.848560582907978089e-01,2.149623427287260524e-01,4.514535275947860749e-01
1.444698765273299268e-01,3.156646991806409397e-01,1.239106009143230436e-01,1.932668891127170274e-01,2.987718670561945733e-01,2.397746279770527622e-01,4.567902346380175449e-01,1.545431243548092970e-01,5.120096547954053889e-01,3.747689605843379512e-01
1.624940879103737856e-01,3.737880198383992103e-01,1.521037469523228713e-01,2.078813247089822680e-01,3.074419959095991417e-01,2.568010285047218622e-01,4.492569639917525226e-01,1.826491166364092589e-01,4.758445260571737556e-01,3.745137350251716568e-01
3.241139314823703321e-01,5.128786908922005061e-01,2.517128757101803616e-01,3.562393944313053118e-01,3.689047259924890243e-01,3.460393834043427042e-01,4.608946978852993537e-01,3.070211486606135853e-01,3.699671231726644471e-01,4.071042126845600406e-01
8.770067672531481895e-01,9.964401339679005432e-01,5.955734957105347505e-01,8.634137147353845299e-01,5.794952223527181090e-01,6.526039572041665293e-01,4.991027315053831459e-01,7.350769033990052215e-01,3.342064263939957623e-03,5.178879761996479925e-01
5.124369757873767917e-01,8.877879541048998568e-01,4.531138553524384771e-01,5.194655453559583469e-01,4.495914090720996015e-01,4.853570048366014356e-01,4.303452272989811145e-01,5.230473025119766195e-01,1.249351681720878154e-01,4.256505312083516679e-01
1.629792615729707406e-01,6.720718758061171305e-02,2.931621009974765338e-02,2.222372193901872850e-01,2.945454109860314862e-01,2.061013583586336628e-01,5.129164497128178013e-01,8.046007278392854067e-02,6.510115868156376440e-01,4.026358325928675597e-01
9.211488304763663926e-02,4.015612752541681818e-01,1.441472123777575165e-01,1.392742148233297172e-01,2.844415650148099939e-01,2.326075971730017788e-01,4.258805747878205983e-01,1.580032606058514588e-01,4.714525016478864350e-01,3.522575757515405415e-01
2.658286321909662520e-01,3.924292690840927578e-01,1.876093254343866867e-01,3.059216043706861066e-01,3.437443104451656795e-01,3.021878844477920989e-01,4.712649273504537772e-01,2.386864128765410209e-01,4.483280851373377951e-01,4.017673409735399437e-01
1.751562922550216617e-01,5.311513101681670790e-01,2.186311677471300952e-01,2.128679383172846773e-01,3.184982015974402447e-01,2.881086225817200974e-01,4.198140320369490586e-01,2.413247128008800535e-01,3.838272390483741248e-01,3.636969334100914053e-01
6.702235440038305514e-01,7.435801689310058693e-01,4.380987102684493206e-01,6.769920563892676268e-01,4.976656942038864551e-01,5.259935807934730256e-01,4.997360532707377789e-01,5.509269052402312461e-01,1.816208987412808729e-01,4.830277129011972259e-01
1.051769199615435607e-01,1.605907794597676574e-01,5.107692604960506477e-02,1.626925133981281801e-01,2.786622996699318344e-01,1.979478609815489842e-01,4.790913038586109840e-01,8.379573476550991606e-02,6.070635718296646388e-01,3.779146017008450653e-01
2.845609829268314073e-01,5.873124161578047175e-01,2.708264432575827052e-01,3.150169048622287749e-01,3.584850595410741247e-01,3.422088350192168393e-01,4.355658602422447512e-01,3.128226386375265178e-01,3.338734328345585034e-01,3.892264590129457802e-01
