ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-48,-52,16
2,17networks_LH_TempPar_IPL_2,-60,-46,22
3,17networks_LH_TempPar_ST_1,-60,-50,16
4,17networks_LH_TempPar_ST_2,-66,-34,10
5,17networks_LH_TempPar_ST_3,-58,-40,8
6,17networks_LH_TempPar_ST_4,-60,-26,2
7,17networks_LH_TempPar_ST_5,-62,-18,-2
8,17networks_LH_TempPar_TempOcc,-54,-60,6
9,17networks_LH_TempPar_Temp_1,-52,-60,14
10,17networks_LH_TempPar_Temp_2,-48,-48,10
11,17networks_LH_TempPar_Temp_3,-58,-52,8
12,17networks_LH_TempPar_Temp_4,-52,-44,2
13,17networks_LH_TempPar_Temp_5,-56,-12,-6
14,17networks_LH_DefaultC_ExStr,-28,-40,-16
15,17networks_LH_DefaultC_IPL_1,-38,-82,30
16,17networks_LH_DefaultC_IPL_2,-44,-74,22
17,17networks_LH_DefaultC_PHC_1,-20,-36,-14
18,17networks_LH_DefaultC_PHC_2,-20,-26,-22
19,17networks_LH_DefaultC_PHC_3,-30,-32,-18
20,17networks_LH_DefaultC_PHC_4,-20,-18,-28
21,17networks_LH_DefaultC_RSC_1,-12,-60,18
22,17networks_LH_DefaultC_RSC_2,-8,-52,8
23,17networks_LH_DefaultB_IPL_1,-58,-54,32
24,17networks_LH_DefaultB_IPL_2,-50,-56,28
25,17networks_LH_DefaultB_IPL_3,-46,-60,20
26,17networks_LH_DefaultB_PFCd_1,-16,20,62
27,17networks_LH_DefaultB_PFCd_2,-8,36,54
28,17networks_LH_DefaultB_PFCd_3,-4,48,34
29,17networks_LH_DefaultB_PFCd_4,-14,52,40
30,17networks_LH_DefaultB_PFCd_5,-4,12,64
31,17networks_LH_DefaultB_PFCd_6,-22,56,26
32,17networks_LH_DefaultB_PFCl_1,-36,8,58
33,17networks_LH_DefaultB_PFCl_2,-44,6,46
34,17networks_LH_DefaultB_PFCl_3,-50,38,2
35,17networks_LH_DefaultB_PFCv_1,-46,32,-8
36,17networks_LH_DefaultB_PFCv_2,-38,28,-14
37,17networks_LH_DefaultB_PFCv_3,-30,18,-20
38,17networks_LH_DefaultB_PFCv_4,-54,20,16
39,17networks_LH_DefaultB_PFCv_5,-48,24,4
40,17networks_LH_DefaultB_TempPole,-50,14,-20
41,17networks_LH_DefaultB_Temp_1,-62,-40,-2
42,17networks_LH_DefaultB_Temp_10,-64,-22,-18
43,17networks_LH_DefaultB_Temp_2,-64,-26,-8
44,17networks_LH_DefaultB_Temp_3,-48,-10,-12
45,17networks_LH_DefaultB_Temp_4,-52,4,-32
46,17networks_LH_DefaultB_Temp_5,-58,-14,-26
47,17networks_LH_DefaultB_Temp_6,-50,-34,-2
48,17networks_LH_DefaultB_Temp_7,-50,-24,-8
49,17networks_LH_DefaultB_Temp_8,-52,2,-14
50,17networks_LH_DefaultB_Temp_9,-60,-10,-14
51,17networks_LH_DefaultA_FPole,-20,64,12
52,17networks_LH_DefaultA_IPL_1,-40,-74,40
53,17networks_LH_DefaultA_IPL_2,-48,-64,30
54,17networks_LH_DefaultA_IPL_3,-44,-66,24
55,17networks_LH_DefaultA_IPL_4,-46,-64,46
56,17networks_LH_DefaultA_PCC_1,-4,-32,38
57,17networks_LH_DefaultA_PCC_2,-6,-42,32
58,17networks_LH_DefaultA_PCC_3,-4,-52,22
59,17networks_LH_DefaultA_PCC_4,-2,-14,38
60,17networks_LH_DefaultA_PFCd_1,-22,20,50
61,17networks_LH_DefaultA_PFCd_2,-18,34,50
62,17networks_LH_DefaultA_PFCd_3,-26,28,44
63,17networks_LH_DefaultA_PFCd_4,-22,42,38
64,17networks_LH_DefaultA_PFCd_5,-6,46,20
65,17networks_LH_DefaultA_PFCd_6,-6,62,14
66,17networks_LH_DefaultA_PFCm_1,-6,42,6
67,17networks_LH_DefaultA_PFCm_2,-8,52,2
68,17networks_LH_DefaultA_PFCm_3,-6,56,-8
69,17networks_LH_DefaultA_PFCm_4,-6,34,-10
70,17networks_LH_DefaultA_pCun_1,-8,-46,40
71,17networks_LH_DefaultA_pCun_2,-6,-58,30
72,17networks_LH_DefaultA_pCun_3,-6,-56,44
73,17networks_LH_ContC_PCC_1,-4,-20,30
74,17networks_LH_ContC_PCC_2,-6,-40,24
75,17networks_LH_ContC_SPL_1,-4,-46,50
76,17networks_LH_ContC_SPL_2,-4,-54,56
77,17networks_LH_ContC_pCun_1,-4,-68,52
78,17networks_LH_ContC_pCun_2,-2,-66,40
79,17networks_LH_ContC_pCun_3,-8,-74,40
80,17networks_LH_ContC_pCun_4,-8,-68,32
81,17networks_LH_ContC_pCun_5,-16,-68,28
82,17networks_LH_ContB_FPole_1,-30,54,10
83,17networks_LH_ContB_FPole_2,-30,60,-4
84,17networks_LH_ContB_FrMed,-4,26,46
85,17networks_LH_ContB_IPL_1,-52,-54,46
86,17networks_LH_ContB_IPS_1,-36,-64,48
87,17networks_LH_ContB_IPS_2,-40,-52,46
88,17networks_LH_ContB_PFCd,-28,16,54
89,17networks_LH_ContB_PFCl_1,-40,22,46
90,17networks_LH_ContB_PFCl_2,-42,10,38
91,17networks_LH_ContB_PFCl_3,-46,20,34
92,17networks_LH_ContB_PFCl_4,-40,50,6
93,17networks_LH_ContB_PFCv,-40,48,-12
94,17networks_LH_ContB_Temp_1,-60,-52,-10
95,17networks_LH_ContB_Temp_2,-62,-44,-10
96,17networks_LH_ContB_Temp_3,-62,-36,-14
97,17networks_LH_ContB_Temp_4,-58,-34,-22
98,17networks_LH_ContA_Cingm,-4,4,30
99,17networks_LH_ContA_FrOper,-48,10,14
100,17networks_LH_ContA_IPS_1,-34,-46,38
101,17networks_LH_ContA_IPS_2,-28,-64,48
102,17networks_LH_ContA_IPS_3,-44,-42,48
103,17networks_LH_ContA_IPS_4,-30,-74,42
104,17networks_LH_ContA_IPS_5,-30,-54,44
105,17networks_LH_ContA_IPS_6,-58,-42,46
106,17networks_LH_ContA_PFCd_1,-22,4,62
107,17networks_LH_ContA_PFCd_2,-26,4,52
108,17networks_LH_ContA_PFCl_1,-38,2,38
109,17networks_LH_ContA_PFCl_2,-36,10,30
110,17networks_LH_ContA_PFCl_3,-44,30,26
111,17networks_LH_ContA_PFCl_4,-44,18,24
112,17networks_LH_ContA_PFCl_5,-46,32,14
113,17networks_LH_ContA_PrCv,-42,4,26
114,17networks_LH_ContA_Temp,-56,-48,-22
115,17networks_LH_ContA_TempOcc,-56,-62,-6
116,17networks_LH_LimbicA_ExStr,-34,-32,-26
117,17networks_LH_LimbicA_Ins,-38,8,-24
118,17networks_LH_LimbicA_PHC_1,-32,-22,-26
119,17networks_LH_LimbicA_ST,-44,6,-16
120,17networks_LH_LimbicA_TempOcc,-42,-30,-20
121,17networks_LH_LimbicA_TempPole_1,-18,-6,-32
122,17networks_LH_LimbicA_TempPole_2,-22,4,-34
123,17networks_LH_LimbicA_TempPole_3,-30,10,-30
124,17networks_LH_LimbicA_TempPole_4,-30,-10,-34
125,17networks_LH_LimbicA_TempPole_5,-30,-2,-44
126,17networks_LH_LimbicA_TempPole_6,-30,12,-40
127,17networks_LH_LimbicA_TempPole_7,-40,18,-32
128,17networks_LH_LimbicA_TempPole_8,-42,2,-42
129,17networks_LH_LimbicA_Temp_1,-38,-20,-28
130,17networks_LH_LimbicA_Temp_2,-38,-12,-32
131,17networks_LH_LimbicA_Temp_3,-50,-30,-26
132,17networks_LH_LimbicA_Temp_4,-48,-10,-38
133,17networks_LH_LimbicB_FPole_1,-14,66,-2
134,17networks_LH_LimbicB_FPole_2,-16,60,-16
135,17networks_LH_LimbicB_OFC_1,-8,44,-22
136,17networks_LH_LimbicB_OFC_2,-18,20,-20
137,17networks_LH_LimbicB_OFC_3,-24,40,-16
138,17networks_LH_LimbicB_PFCm,-4,22,-20
139,17networks_LH_SalVentAttnB_IPL_1,-64,-48,28
140,17networks_LH_SalVentAttnB_Ins_1,-42,16,4
141,17networks_LH_SalVentAttnB_Ins_2,-34,30,0
142,17networks_LH_SalVentAttnB_Ins_3,-32,20,-4
143,17networks_LH_SalVentAttnB_PFCd_1,-16,2,70
144,17networks_LH_SalVentAttnB_PFCl_1,-26,38,34
145,17networks_LH_SalVentAttnB_PFCl_2,-38,32,36
146,17networks_LH_SalVentAttnB_PFCl_3,-30,48,26
147,17networks_LH_SalVentAttnB_PFCl_4,-40,42,20
148,17networks_LH_SalVentAttnB_PFCm_1,-8,32,28
149,17networks_LH_SalVentAttnB_PFCm_2,-2,28,20
150,17networks_LH_SalVentAttnA_FrMed_1,-4,-6,64
151,17networks_LH_SalVentAttnA_FrMed_2,-6,6,50
152,17networks_LH_SalVentAttnA_FrMed_3,-6,-2,40
153,17networks_LH_SalVentAttnA_FrMed_4,-6,14,34
154,17networks_LH_SalVentAttnA_FrOper_1,-54,0,6
155,17networks_LH_SalVentAttnA_FrOper_2,-48,8,0
156,17networks_LH_SalVentAttnA_FrOper_3,-44,0,8
157,17networks_LH_SalVentAttnA_IPL_1,-60,-28,22
158,17networks_LH_SalVentAttnA_IPL_2,-60,-40,32
159,17networks_LH_SalVentAttnA_IPL_3,-48,-40,26
160,17networks_LH_SalVentAttnA_IPL_4,-62,-32,36
161,17networks_LH_SalVentAttnA_Ins_1,-36,6,12
162,17networks_LH_SalVentAttnA_Ins_2,-38,4,2
163,17networks_LH_SalVentAttnA_Ins_3,-38,4,-10
164,17networks_LH_SalVentAttnA_Ins_4,-40,-10,-6
165,17networks_LH_SalVentAttnA_Ins_5,-42,-16,-4
166,17networks_LH_SalVentAttnA_Ins_6,-40,-4,16
167,17networks_LH_SalVentAttnA_Ins_7,-32,20,8
168,17networks_LH_SalVentAttnA_PrCv_1,-56,6,18
169,17networks_LH_SalVentAttnA_SPL_1,-12,-30,46
170,17networks_LH_SalVentAttnA_SPL_2,-10,-48,58
171,17networks_LH_SalVentAttnA_SPL_3,-12,-42,48
172,17networks_LH_SalVentAttnA_SPL_4,-12,-18,40
173,17networks_LH_SalVentAttnA_SPL_5,-12,-34,40
174,17networks_LH_DorsAttnB_IPL_1,-54,-32,46
175,17networks_LH_DorsAttnB_IPL_2,-60,-22,32
176,17networks_LH_DorsAttnB_PostC_1,-34,-38,46
177,17networks_LH_DorsAttnB_PostC_2,-42,-32,40
178,17networks_LH_DorsAttnB_PostC_3,-52,-24,36
179,17networks_LH_DorsAttnB_PrCd_1,-22,-8,54
180,17networks_LH_DorsAttnB_PrCd_2,-28,-6,50
181,17networks_LH_DorsAttnB_PrCd_3,-36,-8,60
182,17networks_LH_DorsAttnB_PrCd_4,-40,-4,50
183,17networks_LH_DorsAttnB_PrCv_1,-50,2,38
184,17networks_LH_DorsAttnB_PrCv_2,-56,8,32
185,17networks_LH_DorsAttnB_SPL_1,-16,-48,72
186,17networks_LH_DorsAttnB_SPL_2,-6,-54,66
187,17networks_LH_DorsAttnB_SPL_3,-18,-56,68
188,17networks_LH_DorsAttnB_SPL_4,-32,-52,66
