ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_ExStrSup,-16,-64,22
2,17networks_LH_DefaultC_IPL_1,-35,-83,34
3,17networks_LH_DefaultC_IPL_2,-44,-75,24
4,17networks_LH_DefaultC_PHC_1,-17,-37,-12
5,17networks_LH_DefaultC_PHC_2,-27,-37,-13
6,17networks_LH_DefaultC_PHC_3,-31,-29,-20
7,17networks_LH_DefaultC_RSC_1,-10,-59,17
8,17networks_LH_DefaultC_RSC_2,-16,-58,10
9,17networks_LH_DefaultC_pCun_1,-5,-59,48
10,17networks_LH_DefaultB_FPole,-15,63,-12
11,17networks_LH_DefaultB_IPL_1,-47,-54,24
12,17networks_LH_DefaultB_IPL_2,-49,-58,36
13,17networks_LH_DefaultB_IPL_3,-58,-55,29
14,17networks_LH_DefaultB_IPL_4,-59,-53,20
15,17networks_LH_DefaultB_IPL_5,-47,-59,17
16,17networks_LH_DefaultB_OFC_1,-27,15,-24
17,17networks_LH_DefaultB_OFC_2,-8,53,-22
18,17networks_LH_DefaultB_PCC,-2,-16,38
19,17networks_LH_DefaultB_PFCd_1,-11,22,62
20,17networks_LH_DefaultB_PFCd_2,-13,40,50
21,17networks_LH_DefaultB_PFCd_3,-4,47,37
22,17networks_LH_DefaultB_PFCd_4,-17,50,39
23,17networks_LH_DefaultB_PFCd_5,-8,60,28
24,17networks_LH_DefaultB_PFCd_6,-6,52,20
25,17networks_LH_DefaultB_PFCd_7,-22,54,26
26,17networks_LH_DefaultB_PFCl_1,-38,15,53
27,17networks_LH_DefaultB_PFCl_2,-46,16,41
28,17networks_LH_DefaultB_PFCl_3,-49,40,-3
29,17networks_LH_DefaultB_PFCm,-7,41,22
30,17networks_LH_DefaultB_PFCv_1,-54,26,14
31,17networks_LH_DefaultB_PFCv_2,-41,24,-9
32,17networks_LH_DefaultB_PFCv_3,-35,25,-19
33,17networks_LH_DefaultB_PFCv_4,-27,17,-16
34,17networks_LH_DefaultB_PFCv_5,-55,18,10
35,17networks_LH_DefaultB_PFCv_6,-46,20,9
36,17networks_LH_DefaultB_PFCv_7,-46,37,-14
37,17networks_LH_DefaultB_PFCv_8,-31,22,-12
38,17networks_LH_DefaultB_TempPole_1,-31,16,-33
39,17networks_LH_DefaultB_TempPole_2,-32,11,-40
40,17networks_LH_DefaultB_TempPole_3,-45,6,-38
41,17networks_LH_DefaultB_TempPole_4,-41,18,-30
42,17networks_LH_DefaultB_Temp_1,-63,-39,-2
43,17networks_LH_DefaultB_Temp_2,-62,-27,-7
44,17networks_LH_DefaultB_Temp_3,-53,-9,-35
45,17networks_LH_DefaultB_Temp_4,-55,2,-29
46,17networks_LH_DefaultB_Temp_5,-49,-28,-5
47,17networks_LH_DefaultB_Temp_6,-50,-19,-9
48,17networks_LH_DefaultB_Temp_7,-49,-9,-12
49,17networks_LH_DefaultB_Temp_8,-50,-1,-19
50,17networks_LH_DefaultA_FPole_1,-18,65,14
51,17networks_LH_DefaultA_FPole_2,-7,67,1
52,17networks_LH_DefaultA_IPL_1,-47,-64,27
53,17networks_LH_DefaultA_IPL_2,-42,-73,40
54,17networks_LH_DefaultA_OFC,-3,40,-22
55,17networks_LH_DefaultA_PCC_1,-7,-40,34
56,17networks_LH_DefaultA_PCC_2,-9,-53,34
57,17networks_LH_DefaultA_PCC_3,-5,-51,26
58,17networks_LH_DefaultA_PCC_4,-4,-53,17
59,17networks_LH_DefaultA_PFCd_1,-21,38,39
60,17networks_LH_DefaultA_PFCd_2,-6,56,8
61,17networks_LH_DefaultA_PFCd_3,-21,24,53
62,17networks_LH_DefaultA_PFCd_4,-26,26,45
63,17networks_LH_DefaultA_PFCm_1,-6,43,6
64,17networks_LH_DefaultA_PFCm_2,-6,39,-6
65,17networks_LH_DefaultA_PFCm_3,-6,54,-9
66,17networks_LH_DefaultA_PFCm_4,-7,33,-13
67,17networks_LH_DefaultA_PFCm_5,-4,19,-10
68,17networks_LH_DefaultA_PFCm_6,-4,22,-21
69,17networks_LH_DefaultA_PFCv,-36,35,-12
70,17networks_LH_DefaultA_PHC_1,-19,-26,-21
71,17networks_LH_DefaultA_PHC_2,-17,-15,-25
72,17networks_LH_DefaultA_PHC_3,-23,-21,-28
73,17networks_LH_DefaultA_PHC_4,-18,-11,-31
74,17networks_LH_DefaultA_PHC_5,-29,-15,-30
75,17networks_LH_DefaultA_RSC_1,-6,-46,15
76,17networks_LH_DefaultA_RSC_2,-10,-50,6
77,17networks_LH_DefaultA_TempPole_1,-18,-4,-30
