ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-54,-50,20
2,17networks_LH_TempPar_IPL_2,-44,-52,18
3,17networks_LH_TempPar_IPL_3,-48,-60,14
4,17networks_LH_TempPar_IPL_4,-60,-46,24
5,17networks_LH_TempPar_ST_1,-62,-48,16
6,17networks_LH_TempPar_ST_2,-50,-46,12
7,17networks_LH_TempPar_ST_3,-60,-38,8
8,17networks_LH_TempPar_ST_4,-60,-26,0
9,17networks_LH_TempPar_ST_5,-60,-16,-4
10,17networks_LH_TempPar_ST_6,-58,6,-10
11,17networks_LH_TempPar_ST_7,-52,14,-14
12,17networks_LH_TempPar_Temp_1,-52,-54,12
13,17networks_LH_TempPar_Temp_2,-58,-54,8
14,17networks_LH_TempPar_Temp_3,-50,-44,4
15,17networks_LH_TempPar_Temp_4,-58,-6,-6
16,17networks_LH_DefaultC_ExStr,-34,-32,-26
17,17networks_LH_DefaultC_IPL,-38,-82,32
18,17networks_LH_DefaultC_PHC_1,-18,-30,-18
19,17networks_LH_DefaultC_PHC_2,-28,-36,-14
20,17networks_LH_DefaultC_PHC_3,-22,-22,-26
21,17networks_LH_DefaultC_PHC_4,-18,-40,-10
22,17networks_LH_DefaultC_PHC_5,-32,-26,-22
23,17networks_LH_DefaultC_RSC_1,-12,-60,18
24,17networks_LH_DefaultC_RSC_2,-10,-52,6
25,17networks_LH_DefaultB_FrMed_1,-4,26,58
26,17networks_LH_DefaultB_FrMed_2,-4,40,32
27,17networks_LH_DefaultB_IPL_1,-48,-58,34
28,17networks_LH_DefaultB_IPL_2,-60,-54,30
29,17networks_LH_DefaultB_IPL_3,-50,-54,26
30,17networks_LH_DefaultB_IPL_4,-46,-60,20
31,17networks_LH_DefaultB_PFCd_1,-8,20,64
32,17networks_LH_DefaultB_PFCd_10,-14,12,64
33,17networks_LH_DefaultB_PFCd_11,-4,12,58
34,17networks_LH_DefaultB_PFCd_12,-18,20,62
35,17networks_LH_DefaultB_PFCd_13,-16,40,48
36,17networks_LH_DefaultB_PFCd_14,-22,48,34
37,17networks_LH_DefaultB_PFCd_15,-24,56,22
38,17networks_LH_DefaultB_PFCd_2,-12,32,56
39,17networks_LH_DefaultB_PFCd_3,-4,44,48
40,17networks_LH_DefaultB_PFCd_4,-10,52,42
41,17networks_LH_DefaultB_PFCd_5,-16,50,40
42,17networks_LH_DefaultB_PFCd_6,-4,50,32
43,17networks_LH_DefaultB_PFCd_7,-8,60,30
44,17networks_LH_DefaultB_PFCd_8,-16,58,26
45,17networks_LH_DefaultB_PFCd_9,-6,8,68
46,17networks_LH_DefaultB_PFCl_1,-40,8,52
47,17networks_LH_DefaultB_PFCl_2,-48,4,44
48,17networks_LH_DefaultB_PFCl_3,-42,18,46
49,17networks_LH_DefaultB_PFCl_4,-52,32,8
50,17networks_LH_DefaultB_PFCl_5,-46,42,0
51,17networks_LH_DefaultB_PFCv_1,-54,20,14
52,17networks_LH_DefaultB_PFCv_10,-40,24,-8
53,17networks_LH_DefaultB_PFCv_2,-46,36,-12
54,17networks_LH_DefaultB_PFCv_3,-46,32,-4
55,17networks_LH_DefaultB_PFCv_4,-42,30,-12
56,17networks_LH_DefaultB_PFCv_5,-34,20,-16
57,17networks_LH_DefaultB_PFCv_6,-26,16,-16
58,17networks_LH_DefaultB_PFCv_7,-46,24,2
59,17networks_LH_DefaultB_PFCv_8,-36,38,-12
60,17networks_LH_DefaultB_PFCv_9,-34,28,-18
61,17networks_LH_DefaultB_TempPole_1,-46,8,-36
62,17networks_LH_DefaultB_TempPole_2,-42,18,-30
63,17networks_LH_DefaultB_Temp_1,-62,-44,2
64,17networks_LH_DefaultB_Temp_10,-48,-34,0
65,17networks_LH_DefaultB_Temp_11,-52,-34,-4
66,17networks_LH_DefaultB_Temp_12,-48,-26,-6
67,17networks_LH_DefaultB_Temp_13,-50,-18,-6
68,17networks_LH_DefaultB_Temp_14,-62,-32,-14
69,17networks_LH_DefaultB_Temp_15,-50,-8,-12
70,17networks_LH_DefaultB_Temp_16,-50,6,-22
71,17networks_LH_DefaultB_Temp_17,-60,-14,-12
72,17networks_LH_DefaultB_Temp_18,-54,-4,-18
73,17networks_LH_DefaultB_Temp_19,-62,-20,-20
74,17networks_LH_DefaultB_Temp_2,-64,-38,-4
75,17networks_LH_DefaultB_Temp_20,-62,-4,-20
76,17networks_LH_DefaultB_Temp_3,-58,-28,-6
77,17networks_LH_DefaultB_Temp_4,-54,-22,-10
78,17networks_LH_DefaultB_Temp_5,-66,-26,-8
79,17networks_LH_DefaultB_Temp_6,-58,-22,-28
80,17networks_LH_DefaultB_Temp_7,-54,2,-24
81,17networks_LH_DefaultB_Temp_8,-56,0,-30
82,17networks_LH_DefaultB_Temp_9,-54,-10,-28
83,17networks_LH_DefaultA_FPole_1,-18,68,6
84,17networks_LH_DefaultA_FPole_2,-6,64,2
85,17networks_LH_DefaultA_FPole_3,-24,60,6
86,17networks_LH_DefaultA_IPL_1,-40,-72,42
87,17networks_LH_DefaultA_IPL_2,-48,-66,28
88,17networks_LH_DefaultA_IPL_3,-44,-72,26
89,17networks_LH_DefaultA_IPL_4,-46,-64,46
90,17networks_LH_DefaultA_PCC_1,-8,-40,38
91,17networks_LH_DefaultA_PCC_2,-2,-14,38
92,17networks_LH_DefaultA_PCC_3,-2,-30,38
93,17networks_LH_DefaultA_PCC_4,-10,-52,34
94,17networks_LH_DefaultA_PCC_5,-4,-42,32
95,17networks_LH_DefaultA_PCC_6,-6,-54,26
96,17networks_LH_DefaultA_PCC_7,-4,-64,22
97,17networks_LH_DefaultA_PCC_8,-4,-54,16
98,17networks_LH_DefaultA_PFCd_1,-22,24,52
99,17networks_LH_DefaultA_PFCd_2,-20,30,44
100,17networks_LH_DefaultA_PFCd_3,-24,26,42
101,17networks_LH_DefaultA_PFCd_4,-22,38,38
102,17networks_LH_DefaultA_PFCd_5,-6,56,14
