ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_IPL,-36,-82,33
2,17networks_LH_DefaultC_PHC,-28,-35,-16
3,17networks_LH_DefaultC_RSC_1,-15,-62,21
4,17networks_LH_DefaultC_pCun,-6,-55,45
5,17networks_LH_DefaultB_Cingm,-3,1,32
6,17networks_LH_DefaultB_IPL_1,-48,-62,34
7,17networks_LH_DefaultB_IPL_2,-56,-54,26
8,17networks_LH_DefaultB_IPL_3,-46,-61,20
9,17networks_LH_DefaultB_PFCd_1,-7,20,58
10,17networks_LH_DefaultB_PFCd_2,-11,45,47
11,17networks_LH_DefaultB_PFCd_3,-5,52,27
12,17networks_LH_DefaultB_PFCd_4,-20,58,24
13,17networks_LH_DefaultB_PFCl,-41,17,45
14,17networks_LH_DefaultB_PFCv_1,-45,30,-10
15,17networks_LH_DefaultB_PFCv_2,-32,20,-19
16,17networks_LH_DefaultB_PFCv_3,-53,20,12
17,17networks_LH_DefaultB_Temp,-63,-37,-3
18,17networks_LH_DefaultB_TempPole_1,-49,5,-33
19,17networks_LH_DefaultB_TempPole_2,-28,10,-34
20,17networks_LH_DefaultA_FPole_1,-13,66,6
21,17networks_LH_DefaultA_FPole_2,-6,59,-11
22,17networks_LH_DefaultA_IPL_1,-42,-71,40
23,17networks_LH_DefaultA_OFC,-4,23,-20
24,17networks_LH_DefaultA_PCC_1,-8,-55,34
25,17networks_LH_DefaultA_PCC_2,-4,-55,23
26,17networks_LH_DefaultA_PCC_3,-4,-33,37
27,17networks_LH_DefaultA_PFCd_1,-21,34,45
28,17networks_LH_DefaultA_PFCd_2,-28,19,51
29,17networks_LH_DefaultA_PFCm_1,-7,46,2
30,17networks_LH_DefaultA_PFCm_2,-6,32,-11
31,17networks_LH_DefaultA_PFCv,-35,36,-13
32,17networks_LH_DefaultA_PHC,-21,-17,-28
33,17networks_LH_DefaultA_RSC,-9,-53,10
34,17networks_LH_DefaultA_Temp_1,-61,-14,-17
35,17networks_LH_DefaultA_Temp_2,-38,-27,-25
36,17networks_LH_ContC_Ins,-33,20,-6
37,17networks_LH_ContC_PCC,-5,-30,27
38,17networks_LH_ContC_PFCm,-5,36,18
39,17networks_LH_ContC_pCun,-9,-70,33
40,17networks_LH_ContB_FPole_1,-29,55,9
41,17networks_LH_ContB_FPole_2,-25,57,-11
42,17networks_LH_ContB_IPL_1,-54,-52,42
43,17networks_LH_ContB_IPS,-42,-57,50
44,17networks_LH_ContB_OFC_1,-9,45,-23
45,17networks_LH_ContB_OFC_2,-15,18,-21
46,17networks_LH_ContB_PFCv,-41,49,-5
47,17networks_LH_ContB_Temp_1,-59,-38,-18
48,17networks_LH_ContB_Temp_2,-52,-19,-31
49,17networks_LH_ContA_IPS_1,-31,-66,47
50,17networks_LH_ContA_IPS_2,-46,-42,49
51,17networks_LH_ContA_OFC,-23,31,-18
52,17networks_LH_ContA_PFCd,-22,10,58
53,17networks_LH_ContA_PFCl_1,-44,32,29
54,17networks_LH_ContA_PFCl_2,-37,7,29
55,17networks_LH_ContA_PFCl_3,-44,20,24
56,17networks_LH_ContA_PFCl_4,-42,41,13
57,17networks_LH_ContA_TempOcc,-59,-54,-9
58,17networks_LH_ContA_pCun,-10,-76,49
59,17networks_LH_Language_IPL,-56,-42,21
60,17networks_LH_Language_PFCv,-49,29,1
61,17networks_LH_Language_PrC,-44,3,46
62,17networks_LH_Language_TempPole,-33,-5,-41
63,17networks_LH_Language_Temp_1,-55,-54,10
64,17networks_LH_Language_Temp_2,-51,-39,2
65,17networks_LH_Language_Temp_3,-55,-22,-3
66,17networks_LH_Language_Temp_4,-53,-2,-12
67,17networks_LH_SalVenAttnB_FrMed,-6,23,33
68,17networks_LH_SalVenAttnB_IPL,-60,-38,36
69,17networks_LH_SalVenAttnB_Ins_1,-35,16,10
70,17networks_LH_SalVenAttnB_Ins_2,-32,29,2
71,17networks_LH_SalVenAttnB_Ins_3,-37,8,2
72,17networks_LH_SalVenAttnB_Ins_4,-40,-8,-5
73,17networks_LH_SalVenAttnB_PFCl,-30,41,32
74,17networks_LH_SalVenAttnB_PrCv,-50,9,15
75,17networks_LH_SalVenAttnB_SPL,-12,-31,41
76,17networks_LH_SalVenAttnA_FrMed_1,-7,-2,66
77,17networks_LH_SalVenAttnA_FrMed_2,-7,6,44
78,17networks_LH_SalVenAttnA_FrOper,-47,7,2
79,17networks_LH_SalVenAttnA_IPL_1,-53,-27,20
80,17networks_LH_SalVenAttnA_Ins_1,-40,-19,3
81,17networks_LH_SalVenAttnA_Ins_2,-38,4,-12
82,17networks_LH_SalVenAttnA_SPL_1,-10,-43,51
83,17networks_LH_SalVenAttnA_SPL_2,-8,-13,41
84,17networks_LH_DorsAttnB_Ins,-40,-2,14
85,17networks_LH_DorsAttnB_PostC_1,-38,-35,43
86,17networks_LH_DorsAttnB_PostC_2,-52,-29,42
87,17networks_LH_DorsAttnB_PostC_3,-61,-22,31
88,17networks_LH_DorsAttnB_PrCd,-20,-12,68
89,17networks_LH_DorsAttnB_SPL_1,-19,-54,67
90,17networks_LH_DorsAttnB_SPL_2,-32,-45,61
91,17networks_LH_DorsAttnA_IPL,-44,-74,22
92,17networks_LH_DorsAttnA_IPS,-33,-47,42
93,17networks_LH_DorsAttnA_PrCd_1,-22,-3,62
94,17networks_LH_DorsAttnA_PrCd_2,-34,-5,53
95,17networks_LH_DorsAttnA_PrCv,-53,5,31
96,17networks_LH_DorsAttnA_SPL_1,-6,-57,60
97,17networks_LH_DorsAttnA_SPL_2,-19,-69,55
98,17networks_LH_DorsAttnA_TempOcc_1,-53,-64,2
99,17networks_LH_DorsAttnA_TempOcc_2,-46,-51,-18
100,17networks_LH_Aud_ST_1,-45,-35,14
101,17networks_LH_Aud_ST_2,-58,-21,7
102,17networks_LH_Aud_ST_3,-53,-2,-3
103,17networks_LH_Aud_ST_4,-44,14,-23
104,17networks_LH_Aud_Temp,-61,-41,10
105,17networks_LH_SomMotB_1,-24,-29,64
106,17networks_LH_SomMotB_2,-41,-13,49
107,17networks_LH_SomMotB_3,-51,-8,42
108,17networks_LH_SomMotB_4,-54,-14,40
109,17networks_LH_SomMotB_5,-53,-8,29
110,17networks_LH_SomMotB_6,-61,-7,23
111,17networks_LH_SomMotB_7,-56,-7,11
112,17networks_LH_SomMotB_Ins_1,-40,-19,18
113,17networks_LH_SomMotB_Ins_2,-35,-26,13
114,17networks_LH_SomMotB_Ins_3,-37,-8,10
115,17networks_LH_SomMotA_1,-6,-21,73
116,17networks_LH_SomMotA_10,-39,-27,58
117,17networks_LH_SomMotA_11,-43,-35,59
118,17networks_LH_SomMotA_12,-53,-20,50
119,17networks_LH_SomMotA_2,-4,-27,57
120,17networks_LH_SomMotA_3,-18,-24,69
121,17networks_LH_SomMotA_4,-12,-32,71
122,17networks_LH_SomMotA_5,-8,-42,65
123,17networks_LH_SomMotA_6,-7,-14,50
124,17networks_LH_SomMotA_7,-16,-41,74
125,17networks_LH_SomMotA_8,-37,-18,63
126,17networks_LH_SomMotA_9,-26,-37,69
127,17networks_LH_VisualC_ExStr_1,-28,-94,5
128,17networks_LH_VisualC_ExStr_2,-22,-97,-11
