ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_FPole,-26,58,-6
2,7networks_LH_Default_IPL_1,-42,-72,38
3,7networks_LH_Default_IPL_2,-52,-56,24
4,7networks_LH_Default_PCC,-6,-52,32
5,7networks_LH_Default_PFCd_1,-10,52,38
6,7networks_LH_Default_PFCd_2,-10,12,62
7,7networks_LH_Default_PFCd_3,-32,20,48
8,7networks_LH_Default_PFCm,-6,48,2
9,7networks_LH_Default_PFCv_1,-32,24,-16
10,7networks_LH_Default_PFCv_2,-48,32,6
11,7networks_LH_Default_RSC,-10,-56,14
12,7networks_LH_Default_Temp_1,-60,-44,-10
13,7networks_LH_Default_Temp_2,-56,-4,-18
14,7networks_LH_Default_Temp_3,-56,-36,4
15,7networks_LH_Cont_IPS,-50,-48,46
16,7networks_LH_Cont_PCC,-4,-24,34
17,7networks_LH_Cont_PFCl,-34,44,24
18,7networks_LH_Cont_PrCv,-46,12,26
19,7networks_LH_Cont_pCun,-8,-70,46
20,7networks_LH_Limbic_OFC,-8,32,-20
21,7networks_LH_Limbic_PHC,-28,-30,-22
22,7networks_LH_Limbic_Temp,-48,-34,-24
23,7networks_LH_Limbic_TempPole,-32,4,-38
24,7networks_LH_SalVentAttn_FrMed,-6,22,30
25,7networks_LH_SalVentAttn_Ins_1,-38,8,8
26,7networks_LH_SalVentAttn_Ins_2,-42,2,-8
27,7networks_LH_SalVentAttn_PostC,-60,-28,34
28,7networks_LH_SalVentAttn_SPL,-10,-42,48
29,7networks_LH_DorsAttn_IPS,-34,-52,52
30,7networks_LH_DorsAttn_PostC,-44,-32,48
31,7networks_LH_DorsAttn_PrC,-44,0,48
32,7networks_LH_DorsAttn_PrCd,-24,-8,62
33,7networks_LH_DorsAttn_SPL_1,-16,-54,66
34,7networks_LH_DorsAttn_SPL_2,-24,-70,46
35,7networks_LH_DorsAttn_TempOcc,-48,-68,10
36,7networks_LH_SomMot_1,-6,-26,68
37,7networks_LH_SomMot_2,-8,-10,46
38,7networks_LH_SomMot_3,-24,-32,68
39,7networks_LH_SomMot_4,-40,-20,56
40,7networks_LH_SomMot_5,-56,-8,32
41,7networks_LH_SomMot_6,-52,-10,12
42,7networks_LH_SomMot_Ins,-48,-20,6
43,7networks_LH_SomMot_ParOper,-54,-38,20
44,7networks_LH_Vis_1,-10,-84,28
45,7networks_LH_Vis_2,-8,-76,6
46,7networks_LH_Vis_3,-30,-88,16
47,7networks_LH_Vis_4,-14,-54,-2
48,7networks_LH_Vis_5,-16,-96,-8
49,7networks_LH_Vis_6,-24,-68,-12
50,7networks_LH_Vis_7,-44,-74,-10
51,7networks_RH_Cont_FPole,28,58,-6
52,7networks_RH_Default_IPL_1,48,-64,38
53,7networks_RH_Default_IPL_2,56,-46,24
54,7networks_RH_Default_PCC,8,-52,32
55,7networks_RH_Default_PFCd_1,12,54,34
56,7networks_RH_SalVentAttn_PFCd,10,14,60
57,7networks_RH_Cont_PFCd,32,24,48
58,7networks_RH_Default_PFCm,6,48,2
59,7networks_RH_Default_PFCv_1,32,26,-16
60,7networks_RH_Cont_PFCv,50,30,6
61,7networks_RH_Default_RSC,14,-54,14
62,7networks_RH_Default_Temp_1,62,-38,-10
63,7networks_RH_Default_Temp_2,56,-2,-18
64,7networks_RH_SomMot_Temp,56,-32,4
65,7networks_RH_Cont_IPS,52,-42,46
66,7networks_RH_Cont_PCC,6,-26,34
67,7networks_RH_Cont_PFCl,36,44,24
68,7networks_RH_Cont_PrCv,48,14,26
69,7networks_RH_Cont_pCun,10,-68,46
70,7networks_RH_Limbic_OFC,8,32,-20
71,7networks_RH_Vis_PHC,28,-26,-22
72,7networks_RH_Limbic_Temp,48,-28,-26
73,7networks_RH_Limbic_TempPole,34,6,-38
74,7networks_RH_SalVentAttn_FrMed,6,22,30
75,7networks_RH_SalVentAttn_Ins_1,38,10,8
76,7networks_RH_SalVentAttn_Ins_2,42,4,-8
77,7networks_RH_SalVentAttn_PostC,60,-22,38
78,7networks_RH_SalVentAttn_SPL,10,-40,50
79,7networks_RH_DorsAttn_IPS,34,-48,54
80,7networks_RH_SomMot_PostC,44,-28,50
81,7networks_RH_DorsAttn_PrC,44,2,48
82,7networks_RH_DorsAttn_PrCd,26,-8,64
83,7networks_RH_DorsAttn_SPL_1,16,-52,68
84,7networks_RH_DorsAttn_SPL_2,28,-68,48
85,7networks_RH_DorsAttn_TempOcc,52,-62,10
86,7networks_RH_SomMot_1,6,-26,68
87,7networks_RH_SomMot_2,8,-10,46
88,7networks_RH_SomMot_3,24,-32,68
89,7networks_RH_SomMot_4,42,-18,56
90,7networks_RH_SomMot_5,58,-4,30
91,7networks_RH_SomMot_6,54,-8,14
92,7networks_RH_SomMot_Ins,52,-16,6
93,7networks_RH_SalVentAttn_ParOper,58,-30,22
94,7networks_RH_Vis_1,12,-84,30
95,7networks_RH_Vis_2,10,-74,8
96,7networks_RH_Vis_3,36,-84,18
97,7networks_RH_Vis_4,16,-52,-4
98,7networks_RH_Vis_5,20,-96,-6
99,7networks_RH_Vis_6,24,-66,-10
100,7networks_RH_Vis_7,46,-68,-12
