ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_IPL_1,-40,-72,42
2,7networks_LH_Default_IPL_2,-40,-80,28
3,7networks_LH_Default_IPL_3,-48,-62,26
4,7networks_LH_Default_IPL_4,-58,-48,36
5,7networks_LH_Default_PCC_1,-4,-52,28
6,7networks_LH_Default_PCC_2,-4,-26,34
7,7networks_LH_Default_PFCd_1,-10,18,62
8,7networks_LH_Default_PFCd_2,-26,20,52
9,7networks_LH_Default_PFCd_3,-20,40,42
10,7networks_LH_Default_PFCd_4,-6,48,40
11,7networks_LH_Default_PFCd_5,-18,64,16
12,7networks_LH_Default_PFCl_1,-42,12,46
13,7networks_LH_Default_PFCl_2,-26,50,24
14,7networks_LH_Default_PFCm_1,-6,54,16
15,7networks_LH_Default_PFCm_2,-6,40,12
16,7networks_LH_Default_PFCm_3,-6,56,-6
17,7networks_LH_Default_PFCm_4,-6,34,-10
18,7networks_LH_Default_PFCv_1,-48,32,-4
19,7networks_LH_Default_PFCv_2,-50,20,8
20,7networks_LH_Default_PFCv_3,-38,46,-12
21,7networks_LH_Default_PFCv_4,-34,20,-12
22,7networks_LH_Default_RSC,-10,-56,12
23,7networks_LH_Default_TempPole,-48,10,-30
24,7networks_LH_Default_Temp_1,-60,-34,-4
25,7networks_LH_Default_Temp_2,-54,-12,-8
26,7networks_LH_Default_Temp_3,-60,-14,-22
27,7networks_LH_Default_Temp_4,-54,-52,18
28,7networks_LH_Default_Temp_5,-58,-36,6
29,7networks_LH_Default_pCun_1,-6,-52,40
30,7networks_LH_Default_pCun_2,-10,-68,30
31,7networks_LH_Cont_FPole,-30,56,6
32,7networks_LH_Cont_FrMed,-4,26,42
33,7networks_LH_Cont_IPL_1,-48,-56,48
34,7networks_LH_Cont_IPS_1,-48,-42,50
35,7networks_LH_Cont_IPS_2,-32,-56,42
36,7networks_LH_Cont_PFCl_1,-36,36,34
37,7networks_LH_Cont_PFCl_2,-44,22,26
38,7networks_LH_Cont_PFCl_3,-42,42,12
39,7networks_LH_Cont_Temp,-60,-46,-12
40,7networks_LH_Cont_pCun_1,-6,-72,48
41,7networks_LH_Limbic_FPole,-16,62,-12
42,7networks_LH_Limbic_OFC_1,-8,32,-22
43,7networks_LH_Limbic_OFC_2,-22,26,-20
44,7networks_LH_Limbic_Temp,-42,-16,-32
45,7networks_LH_Limbic_TempPole,-28,2,-38
46,7networks_LH_SalVentAttn_FrMed_1,-6,-4,64
47,7networks_LH_SalVentAttn_FrMed_2,-8,8,42
48,7networks_LH_SalVentAttn_FrMed_3,-4,12,30
49,7networks_LH_SalVentAttn_IPL,-60,-28,30
50,7networks_LH_SalVentAttn_Ins_1,-34,14,6
51,7networks_LH_SalVentAttn_Ins_2,-40,4,-12
52,7networks_LH_SalVentAttn_PrCv,-50,8,16
53,7networks_LH_SalVentAttn_SPL,-12,-36,44
54,7networks_LH_SalVentAttn_ST,-56,-42,22
55,7networks_LH_SalVentAttn_Temp_1,-54,-56,10
56,7networks_LH_DorsAttn_IPS_1,-28,-72,36
57,7networks_LH_DorsAttn_PFCd,-22,4,60
58,7networks_LH_DorsAttn_PostC_1,-38,-36,44
59,7networks_LH_DorsAttn_PostC_2,-52,-26,40
60,7networks_LH_DorsAttn_PrCd_1,-26,-12,58
61,7networks_LH_DorsAttn_PrCd_2,-38,-4,52
62,7networks_LH_DorsAttn_PrCv,-46,4,34
63,7networks_LH_DorsAttn_SPL_1,-18,-50,68
64,7networks_LH_DorsAttn_SPL_2,-6,-54,58
65,7networks_LH_DorsAttn_SPL_3,-32,-56,56
66,7networks_LH_DorsAttn_SPL_4,-18,-72,52
67,7networks_LH_DorsAttn_TempOcc_1,-54,-64,0
68,7networks_LH_DorsAttn_TempOcc_2,-44,-62,-12
69,7networks_LH_DorsAttn_TempOcc_3,-48,-44,-22
70,7networks_LH_SomMot_1,-16,-10,70
71,7networks_LH_SomMot_10,-50,-22,54
72,7networks_LH_SomMot_11,-52,-6,42
73,7networks_LH_SomMot_12,-54,-12,38
74,7networks_LH_SomMot_13,-60,-6,24
75,7networks_LH_SomMot_14,-54,-6,10
76,7networks_LH_SomMot_2,-16,-24,70
77,7networks_LH_SomMot_3,-4,-32,64
78,7networks_LH_SomMot_4,-20,-32,70
79,7networks_LH_SomMot_5,-8,-14,46
80,7networks_LH_SomMot_6,-36,-20,64
81,7networks_LH_SomMot_7,-38,-28,62
82,7networks_LH_SomMot_8,-32,-42,62
83,7networks_LH_SomMot_9,-40,-14,48
84,7networks_LH_SomMot_Ins_1,-42,-28,18
85,7networks_LH_SomMot_Ins_2,-38,-8,14
