ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_Temp_1,-54,-51,18
2,17networks_LH_TempPar_Temp_2,-55,-56,10
3,17networks_LH_TempPar_Temp_3,-58,-36,5
4,17networks_LH_DefaultC_IPL,-41,-79,27
5,17networks_LH_DefaultC_PHC,-26,-31,-19
6,17networks_LH_DefaultC_RSC,-10,-56,13
7,17networks_LH_DefaultB_IPL_1,-58,-49,36
8,17networks_LH_DefaultB_IPL_2,-47,-62,27
9,17networks_LH_DefaultB_PFCd_1,-10,18,62
10,17networks_LH_DefaultB_PFCd_2,-7,49,41
11,17networks_LH_DefaultB_PFCl,-41,13,47
12,17networks_LH_DefaultB_PFCv_1,-48,32,-4
13,17networks_LH_DefaultB_PFCv_2,-50,20,8
14,17networks_LH_DefaultB_PFCv_3,-35,21,-11
15,17networks_LH_DefaultB_TempPole,-47,10,-29
16,17networks_LH_DefaultB_Temp_1,-60,-35,-3
17,17networks_LH_DefaultB_Temp_2,-55,-11,-7
18,17networks_LH_DefaultB_Temp_3,-60,-15,-21
19,17networks_LH_DefaultA_IPL_1,-40,-72,43
20,17networks_LH_DefaultA_PCC,-5,-53,27
21,17networks_LH_DefaultA_PFCd_1,-26,19,51
22,17networks_LH_DefaultA_PFCd_2,-20,40,43
23,17networks_LH_DefaultA_PFCd_3,-18,64,16
24,17networks_LH_DefaultA_PFCm_1,-6,55,15
25,17networks_LH_DefaultA_PFCm_2,-6,39,12
26,17networks_LH_DefaultA_PFCm_3,-6,56,-6
27,17networks_LH_DefaultA_PFCm_4,-6,33,-10
28,17networks_LH_DefaultA_pCun,-7,-52,40
29,17networks_LH_ContC_PCC,-4,-27,33
30,17networks_LH_ContC_pCun_1,-7,-73,47
31,17networks_LH_ContC_pCun_2,-11,-69,31
32,17networks_LH_ContB_FPole,-29,56,6
33,17networks_LH_ContB_IPL_1,-47,-57,48
34,17networks_LH_ContB_PFCv,-38,47,-11
35,17networks_LH_ContB_Temp,-60,-46,-12
36,17networks_LH_ContA_IPS_1,-33,-57,43
37,17networks_LH_ContA_IPS_2,-48,-42,49
38,17networks_LH_ContA_PFCd,-23,3,61
39,17networks_LH_ContA_PFCl_1,-45,22,26
40,17networks_LH_ContA_PFCl_2,-42,42,13
41,17networks_LH_ContA_PrCv_1,-46,4,33
42,17networks_LH_ContA_PrCv_2,-51,9,17
43,17networks_LH_LimbicA_Temp,-43,-17,-32
44,17networks_LH_LimbicA_TempPole,-28,2,-37
45,17networks_LH_LimbicB_FPole,-16,61,-12
46,17networks_LH_LimbicB_OFC_1,-7,32,-22
47,17networks_LH_LimbicB_OFC_2,-23,26,-20
48,17networks_LH_SalVentAttnB_FrMed_1,-5,27,41
49,17networks_LH_SalVentAttnB_FrMed_2,-4,13,29
50,17networks_LH_SalVentAttnB_PFCl_1,-35,36,35
51,17networks_LH_SalVentAttnB_PFCl_2,-26,50,24
52,17networks_LH_SalVentAttnA_FrMed_1,-6,-3,64
