ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-48,-60,14
2,17networks_LH_TempPar_IPL_2,-56,-46,22
3,17networks_LH_TempPar_IPL_3,-62,-52,18
4,17networks_LH_TempPar_IPL_4,-40,-64,16
5,17networks_LH_TempPar_ST_1,-60,-44,10
6,17networks_LH_TempPar_ST_2,-60,-30,4
7,17networks_LH_TempPar_ST_3,-58,6,-10
8,17networks_LH_TempPar_ST_4,-62,-40,18
9,17networks_LH_TempPar_Temp_1,-48,-56,16
10,17networks_LH_TempPar_Temp_10,-54,-2,-10
11,17networks_LH_TempPar_Temp_2,-50,-52,14
12,17networks_LH_TempPar_Temp_3,-56,-56,12
13,17networks_LH_TempPar_Temp_4,-48,-48,8
14,17networks_LH_TempPar_Temp_5,-62,-56,6
15,17networks_LH_TempPar_Temp_6,-50,-40,2
16,17networks_LH_TempPar_Temp_7,-60,-48,4
17,17networks_LH_TempPar_Temp_8,-62,-18,-2
18,17networks_LH_TempPar_Temp_9,-58,-10,-6
19,17networks_LH_DefaultC_ExStr,-26,-42,-16
20,17networks_LH_DefaultC_IPL_1,-40,-82,28
21,17networks_LH_DefaultC_IPL_2,-44,-74,24
22,17networks_LH_DefaultC_PHC_1,-18,-36,-12
23,17networks_LH_DefaultC_PHC_2,-28,-36,-14
24,17networks_LH_DefaultC_PHC_3,-20,-24,-22
25,17networks_LH_DefaultC_PHC_4,-16,-10,-28
26,17networks_LH_DefaultC_PHC_5,-32,-26,-24
27,17networks_LH_DefaultC_RSC_1,-10,-58,16
28,17networks_LH_DefaultC_RSC_2,-8,-52,8
29,17networks_LH_DefaultC_RSC_3,-14,-52,6
30,17networks_LH_DefaultC_pCun,-16,-64,22
31,17networks_LH_DefaultB_FrMed_1,-4,14,56
32,17networks_LH_DefaultB_FrMed_2,-2,36,50
33,17networks_LH_DefaultB_FrOper,-54,14,12
34,17networks_LH_DefaultB_IPL_1,-48,-60,40
35,17networks_LH_DefaultB_IPL_2,-58,-56,28
36,17networks_LH_DefaultB_IPL_3,-50,-56,28
37,17networks_LH_DefaultB_IPL_4,-64,-50,26
38,17networks_LH_DefaultB_IPL_5,-44,-56,24
39,17networks_LH_DefaultB_IPL_6,-46,-62,20
40,17networks_LH_DefaultB_IPL_7,-48,-50,20
41,17networks_LH_DefaultB_Ins,-26,20,-10
42,17networks_LH_DefaultB_PFCd_1,-10,24,60
43,17networks_LH_DefaultB_PFCd_2,-12,42,50
44,17networks_LH_DefaultB_PFCd_3,-4,46,38
45,17networks_LH_DefaultB_PFCd_4,-10,54,40
46,17networks_LH_DefaultB_PFCd_5,-6,60,32
47,17networks_LH_DefaultB_PFCd_6,-16,60,26
48,17networks_LH_DefaultB_PFCd_7,-8,8,68
49,17networks_LH_DefaultB_PFCd_8,-20,46,40
