ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_ExStrSup,-16,-64,22
2,17networks_LH_DefaultC_IPL_1,-36,-82,34
3,17networks_LH_DefaultC_IPL_2,-44,-74,24
4,17networks_LH_DefaultC_PHC_1,-18,-36,-12
5,17networks_LH_DefaultC_PHC_2,-28,-38,-12
6,17networks_LH_DefaultC_PHC_3,-32,-30,-20
7,17networks_LH_DefaultC_RSC_1,-10,-58,16
8,17networks_LH_DefaultC_RSC_2,-16,-58,10
9,17networks_LH_DefaultC_pCun_1,-4,-58,48
10,17networks_LH_DefaultB_FPole,-14,64,-12
11,17networks_LH_DefaultB_IPL_1,-46,-54,24
12,17networks_LH_DefaultB_IPL_2,-48,-58,36
13,17networks_LH_DefaultB_IPL_3,-58,-56,28
14,17networks_LH_DefaultB_IPL_4,-58,-52,20
15,17networks_LH_DefaultB_IPL_5,-48,-60,18
16,17networks_LH_DefaultB_OFC_1,-28,16,-24
17,17networks_LH_DefaultB_OFC_2,-8,54,-22
18,17networks_LH_DefaultB_PCC,-2,-16,38
19,17networks_LH_DefaultB_PFCd_1,-12,22,62
20,17networks_LH_DefaultB_PFCd_2,-12,40,50
21,17networks_LH_DefaultB_PFCd_3,-4,46,38
22,17networks_LH_DefaultB_PFCd_4,-16,50,38
23,17networks_LH_DefaultB_PFCd_5,-8,60,28
24,17networks_LH_DefaultB_PFCd_6,-6,52,20
25,17networks_LH_DefaultB_PFCd_7,-22,54,26
26,17networks_LH_DefaultB_PFCl_1,-38,16,54
27,17networks_LH_DefaultB_PFCl_2,-46,16,42
28,17networks_LH_DefaultB_PFCl_3,-50,40,-2
29,17networks_LH_DefaultB_PFCm,-6,42,22
30,17networks_LH_DefaultB_PFCv_1,-54,26,14
31,17networks_LH_DefaultB_PFCv_2,-40,24,-10
32,17networks_LH_DefaultB_PFCv_3,-34,24,-20
33,17networks_LH_DefaultB_PFCv_4,-28,18,-16
34,17networks_LH_DefaultB_PFCv_5,-54,18,10
35,17networks_LH_DefaultB_PFCv_6,-46,20,8
36,17networks_LH_DefaultB_PFCv_7,-46,38,-14
37,17networks_LH_DefaultB_PFCv_8,-30,22,-12
38,17networks_LH_DefaultB_TempPole_1,-30,16,-32
39,17networks_LH_DefaultB_TempPole_2,-32,12,-40
40,17networks_LH_DefaultB_TempPole_3,-44,6,-38
41,17networks_LH_DefaultB_TempPole_4,-42,18,-30
