ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_FPole_1,-18,66,10
2,7networks_LH_Default_FPole_2,-6,66,0
3,7networks_LH_Default_FPole_3,-20,64,0
4,7networks_LH_Default_FPole_4,-26,58,-2
5,7networks_LH_Default_FrMed_1,-2,36,50
6,7networks_LH_Default_FrMed_2,-4,34,34
7,7networks_LH_Default_IPL_1,-34,-80,42
8,7networks_LH_Default_IPL_10,-48,-60,14
9,7networks_LH_Default_IPL_11,-52,-54,44
10,7networks_LH_Default_IPL_12,-54,-52,38
11,7networks_LH_Default_IPL_13,-58,-56,28
12,7networks_LH_Default_IPL_14,-50,-56,28
13,7networks_LH_Default_IPL_15,-64,-50,26
14,7networks_LH_Default_IPL_16,-62,-52,18
15,7networks_LH_Default_IPL_17,-48,-50,20
16,7networks_LH_Default_IPL_2,-44,-68,44
17,7networks_LH_Default_IPL_3,-48,-60,40
18,7networks_LH_Default_IPL_4,-46,-70,30
19,7networks_LH_Default_IPL_5,-48,-64,30
20,7networks_LH_Default_IPL_6,-44,-56,24
21,7networks_LH_Default_IPL_7,-40,-66,22
22,7networks_LH_Default_IPL_8,-46,-62,20
23,7networks_LH_Default_IPL_9,-40,-64,16
24,7networks_LH_Default_Ins,-26,20,-10
25,7networks_LH_Default_OFC,-32,60,-10
26,7networks_LH_Default_PCC_1,-8,-40,38
27,7networks_LH_Default_PCC_2,-2,-32,38
28,7networks_LH_Default_PCC_3,-2,-26,32
29,7networks_LH_Default_PCC_4,-12,-50,30
30,7networks_LH_Default_PCC_5,-4,-42,32
31,7networks_LH_Default_PCC_6,-4,-54,22
32,7networks_LH_Default_PCC_7,-4,-24,40
33,7networks_LH_Default_PCC_8,-2,-12,38
34,7networks_LH_Default_PFCd_1,-10,24,60
35,7networks_LH_Default_PFCd_10,-24,36,40
36,7networks_LH_Default_PFCd_11,-6,60,32
37,7networks_LH_Default_PFCd_12,-4,52,24
38,7networks_LH_Default_PFCd_13,-8,44,18
39,7networks_LH_Default_PFCd_14,-16,60,26
40,7networks_LH_Default_PFCd_15,-6,62,14
41,7networks_LH_Default_PFCd_16,-8,52,8
42,7networks_LH_Default_PFCd_17,-8,8,68
43,7networks_LH_Default_PFCd_18,-28,12,56
44,7networks_LH_Default_PFCd_19,-30,24,52
45,7networks_LH_Default_PFCd_2,-20,28,56
46,7networks_LH_Default_PFCd_20,-24,58,16
47,7networks_LH_Default_PFCd_3,-22,18,46
48,7networks_LH_Default_PFCd_4,-12,42,50
49,7networks_LH_Default_PFCd_5,-20,32,46
50,7networks_LH_Default_PFCd_6,-24,26,42
51,7networks_LH_Default_PFCd_7,-4,46,38
52,7networks_LH_Default_PFCd_8,-10,54,40
53,7networks_LH_Default_PFCd_9,-20,46,40
54,7networks_LH_Default_PFCl_1,-38,2,48
55,7networks_LH_Default_PFCl_2,-38,10,56
56,7networks_LH_Default_PFCl_3,-44,6,46
57,7networks_LH_Default_PFCl_4,-42,18,44
58,7networks_LH_Default_PFCl_5,-22,52,26
59,7networks_LH_Default_PFCm_1,-6,40,24
60,7networks_LH_Default_PFCm_10,-4,38,-8
61,7networks_LH_Default_PFCm_11,-12,44,-6
62,7networks_LH_Default_PFCm_12,-4,26,-6
63,7networks_LH_Default_PFCm_13,-6,54,-10
64,7networks_LH_Default_PFCm_14,-6,34,-14
65,7networks_LH_Default_PFCm_2,-8,36,20
66,7networks_LH_Default_PFCm_3,-2,32,16
67,7networks_LH_Default_PFCm_4,-6,44,12
68,7networks_LH_Default_PFCm_5,-4,46,0
69,7networks_LH_Default_PFCm_6,-4,38,2
70,7networks_LH_Default_PFCm_7,-8,50,2
71,7networks_LH_Default_PFCm_8,-10,54,2
72,7networks_LH_Default_PFCm_9,-8,46,-4
73,7networks_LH_Default_PFCv_1,-48,26,2
74,7networks_LH_Default_PFCv_10,-38,28,-4
75,7networks_LH_Default_PFCv_11,-34,24,-10
76,7networks_LH_Default_PFCv_2,-40,36,-14
77,7networks_LH_Default_PFCv_3,-46,34,-4
78,7networks_LH_Default_PFCv_4,-46,30,-12
79,7networks_LH_Default_PFCv_5,-32,32,-16
80,7networks_LH_Default_PFCv_6,-40,24,-16
81,7networks_LH_Default_PFCv_7,-30,18,-18
82,7networks_LH_Default_PFCv_8,-52,22,12
83,7networks_LH_Default_PFCv_9,-48,40,-8
84,7networks_LH_Default_PHC_1,-28,-36,-14
85,7networks_LH_Default_PHC_2,-20,-24,-22
86,7networks_LH_Default_RSC_1,-4,-46,14
87,7networks_LH_Default_RSC_2,-10,-58,16
88,7networks_LH_Default_RSC_3,-8,-52,8
89,7networks_LH_Default_SPL_1,-6,-40,46
90,7networks_LH_Default_SPL_2,-4,-50,48
91,7networks_LH_Default_ST,-60,-30,4
92,7networks_LH_Default_TempPole_1,-52,10,-20
93,7networks_LH_Default_TempPole_2,-50,6,-34
94,7networks_LH_Default_Temp_1,-48,-56,16
95,7networks_LH_Default_Temp_10,-54,-2,-10
96,7networks_LH_Default_Temp_11,-66,-24,-14
97,7networks_LH_Default_Temp_12,-48,-4,-18
98,7networks_LH_Default_Temp_13,-60,-12,-14
99,7networks_LH_Default_Temp_14,-54,2,-22
100,7networks_LH_Default_Temp_15,-62,-18,-22
101,7networks_LH_Default_Temp_16,-60,-4,-24
102,7networks_LH_Default_Temp_17,-54,-8,-28
103,7networks_LH_Default_Temp_18,-62,-18,-2
104,7networks_LH_Default_Temp_19,-58,-10,-6
105,7networks_LH_Default_Temp_2,-50,-40,2
106,7networks_LH_Default_Temp_20,-60,-32,-20
107,7networks_LH_Default_Temp_21,-58,-22,-28
108,7networks_LH_Default_Temp_3,-60,-48,4
