ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_FPole_1,-14,66,7
2,7networks_LH_Default_FPole_2,-29,57,1
3,7networks_LH_Default_IPL_1,-41,-73,40
4,7networks_LH_Default_IPL_2,-48,-62,31
5,7networks_LH_Default_IPL_3,-45,-63,20
6,7networks_LH_Default_IPL_4,-50,-53,23
7,7networks_LH_Default_IPL_5,-45,-63,48
8,7networks_LH_Default_IPL_6,-58,-53,32
9,7networks_LH_Default_PCC_1,-4,-35,36
10,7networks_LH_Default_PCC_2,-11,-48,32
11,7networks_LH_Default_PCC_3,-4,-54,23
12,7networks_LH_Default_PCC_4,-3,-15,38
13,7networks_LH_Default_PFCd_1,-12,24,61
14,7networks_LH_Default_PFCd_10,-29,16,55
15,7networks_LH_Default_PFCd_2,-21,18,51
16,7networks_LH_Default_PFCd_3,-19,33,50
17,7networks_LH_Default_PFCd_4,-8,50,42
18,7networks_LH_Default_PFCd_5,-26,31,43
19,7networks_LH_Default_PFCd_6,-21,44,39
20,7networks_LH_Default_PFCd_7,-5,55,19
21,7networks_LH_Default_PFCd_8,-20,59,24
22,7networks_LH_Default_PFCd_9,-6,10,65
23,7networks_LH_Default_PFCl_1,-42,5,48
24,7networks_LH_Default_PFCl_2,-40,17,49
25,7networks_LH_Default_PFCm_1,-3,28,19
26,7networks_LH_Default_PFCm_2,-6,43,6
27,7networks_LH_Default_PFCm_3,-6,55,-8
28,7networks_LH_Default_PFCm_4,-6,34,-10
29,7networks_LH_Default_PFCm_5,-8,33,25
30,7networks_LH_Default_PFCv_1,-48,27,1
31,7networks_LH_Default_PFCv_2,-36,36,-13
32,7networks_LH_Default_PFCv_3,-47,33,-9
33,7networks_LH_Default_PFCv_4,-35,22,-15
34,7networks_LH_Default_PFCv_5,-53,21,11
35,7networks_LH_Default_RSC,-10,-55,12
36,7networks_LH_Default_ST,-63,-29,4
37,7networks_LH_Default_Temp_1,-62,-50,3
38,7networks_LH_Default_Temp_2,-50,-39,2
39,7networks_LH_Default_Temp_3,-62,-33,-4
40,7networks_LH_Default_Temp_4,-52,-22,-5
41,7networks_LH_Default_Temp_5,-53,-1,-13
42,7networks_LH_Default_Temp_6,-62,-15,-15
43,7networks_LH_Default_Temp_7,-56,-2,-28
44,7networks_LH_Default_Temp_8,-60,-44,-13
45,7networks_LH_Default_Temp_9,-57,-32,-24
46,7networks_LH_Default_pCun_1,-7,-48,42
47,7networks_LH_Default_pCun_2,-4,-61,33
48,7networks_LH_Default_pCun_3,-11,-67,29
49,7networks_LH_Cont_Cingm,-3,5,29
50,7networks_LH_Cont_FPole_1,-28,54,14
51,7networks_LH_Cont_FrMed,-4,30,44
52,7networks_LH_Cont_IPL_1,-52,-54,45
53,7networks_LH_Cont_IPS_1,-32,-66,47
54,7networks_LH_Cont_IPS_2,-39,-52,45
55,7networks_LH_Cont_IPS_3,-52,-42,50
56,7networks_LH_Cont_Ins,-34,18,-5
57,7networks_LH_Cont_OFC,-27,52,-13
58,7networks_LH_Cont_PCC,-5,-30,27
59,7networks_LH_Cont_PFCd_1,-28,2,55
60,7networks_LH_Cont_PFCl_1,-37,32,37
61,7networks_LH_Cont_PFCl_2,-45,16,35
62,7networks_LH_Cont_PFCl_3,-37,4,32
63,7networks_LH_Cont_PFCl_4,-45,30,27
64,7networks_LH_Cont_PFCl_5,-36,16,27
65,7networks_LH_Cont_PFCl_6,-39,46,16
66,7networks_LH_Cont_PFCl_7,-48,19,24
67,7networks_LH_Cont_PFCl_8,-45,34,14
68,7networks_LH_Cont_PFCl_9,-46,42,4
69,7networks_LH_Cont_PFCv_1,-41,50,-6
70,7networks_LH_Cont_pCun_1,-4,-62,47
71,7networks_LH_Cont_pCun_2,-9,-75,43
72,7networks_LH_Limbic_FPole,-15,64,-9
73,7networks_LH_Limbic_Ins,-39,6,-20
74,7networks_LH_Limbic_OFC_1,-8,48,-22
75,7networks_LH_Limbic_OFC_2,-12,28,-22
76,7networks_LH_Limbic_OFC_3,-22,31,-18
77,7networks_LH_Limbic_OFC_4,-13,17,-17
78,7networks_LH_Limbic_OFC_5,-23,14,-23
79,7networks_LH_Limbic_PFCm,-4,22,-19
80,7networks_LH_Limbic_PHC,-21,-18,-28
81,7networks_LH_Limbic_TempPole_1,-27,10,-33
82,7networks_LH_Limbic_TempPole_2,-29,-4,-40
83,7networks_LH_Limbic_TempPole_3,-43,13,-33
84,7networks_LH_Limbic_Temp_1,-38,-19,-28
85,7networks_LH_Limbic_Temp_2,-48,-11,-37
86,7networks_LH_SalVentAttn_FrMed_1,-7,-6,66
87,7networks_LH_SalVentAttn_FrMed_2,-5,5,50
88,7networks_LH_SalVentAttn_FrMed_3,-6,3,39
89,7networks_LH_SalVentAttn_FrMed_4,-6,18,35
90,7networks_LH_SalVentAttn_FrOper_1,-51,11,11
91,7networks_LH_SalVentAttn_FrOper_2,-49,1,5
92,7networks_LH_SalVentAttn_IPL_1,-60,-39,34
93,7networks_LH_SalVentAttn_IPL_2,-59,-30,23
94,7networks_LH_SalVentAttn_IPL_3,-47,-38,24
95,7networks_LH_SalVentAttn_IPL_4,-60,-46,22
96,7networks_LH_SalVentAttn_IPL_5,-61,-22,32
97,7networks_LH_SalVentAttn_Ins_1,-40,14,6
98,7networks_LH_SalVentAttn_Ins_2,-31,25,5
99,7networks_LH_SalVentAttn_Ins_3,-33,8,10
100,7networks_LH_SalVentAttn_Ins_4,-39,-14,1
101,7networks_LH_SalVentAttn_Ins_5,-39,1,-3
102,7networks_LH_SalVentAttn_PFCl,-29,44,29
103,7networks_LH_SalVentAttn_SPL_1,-10,-47,58
104,7networks_LH_SalVentAttn_SPL_2,-11,-43,49
105,7networks_LH_SalVentAttn_SPL_3,-12,-22,40
106,7networks_LH_SalVentAttn_SPL_4,-11,-34,41
107,7networks_LH_SalVentAttn_SPL_5,-4,-48,52
108,7networks_LH_SalVentAttn_Temp,-52,-54,12
109,7networks_LH_DorsAttn_IPL_1,-56,-31,45
110,7networks_LH_DorsAttn_IPL_2,-39,-81,29
111,7networks_LH_DorsAttn_IPS_1,-34,-49,49
112,7networks_LH_DorsAttn_IPS_2,-40,-42,43
113,7networks_LH_DorsAttn_PFCd,-21,2,64
114,7networks_LH_DorsAttn_PostC_1,-35,-37,45
115,7networks_LH_DorsAttn_PostC_2,-43,-31,39
116,7networks_LH_DorsAttn_PrCd_1,-24,-7,49
117,7networks_LH_DorsAttn_PrCd_2,-39,-5,53
118,7networks_LH_DorsAttn_PrCv_1,-52,4,36
