ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_FPole_1,-12,68,6
2,7networks_LH_Default_FPole_2,-23,62,10
3,7networks_LH_Default_FPole_3,-27,60,-4
4,7networks_LH_Default_FrMed,-4,34,35
5,7networks_LH_Default_IPL_1,-46,-63,44
6,7networks_LH_Default_IPL_10,-58,-55,30
7,7networks_LH_Default_IPL_11,-62,-53,22
8,7networks_LH_Default_IPL_12,-51,-52,21
9,7networks_LH_Default_IPL_2,-41,-73,41
10,7networks_LH_Default_IPL_3,-39,-81,32
11,7networks_LH_Default_IPL_4,-48,-56,31
12,7networks_LH_Default_IPL_5,-48,-64,27
13,7networks_LH_Default_IPL_6,-43,-72,24
14,7networks_LH_Default_IPL_7,-45,-56,20
15,7networks_LH_Default_IPL_8,-44,-62,17
16,7networks_LH_Default_IPL_9,-63,-47,31
17,7networks_LH_Default_Ins,-30,23,-10
18,7networks_LH_Default_PCC_1,-2,-15,38
19,7networks_LH_Default_PCC_2,-2,-26,37
20,7networks_LH_Default_PCC_3,-4,-36,37
21,7networks_LH_Default_PCC_4,-11,-43,33
22,7networks_LH_Default_PCC_5,-10,-52,33
23,7networks_LH_Default_PCC_6,-2,-34,29
24,7networks_LH_Default_PCC_7,-4,-51,24
25,7networks_LH_Default_PCC_8,-6,-40,24
26,7networks_LH_Default_PFCd_1,-6,14,64
27,7networks_LH_Default_PFCd_10,-17,51,38
28,7networks_LH_Default_PFCd_11,-6,57,34
29,7networks_LH_Default_PFCd_12,-6,51,20
30,7networks_LH_Default_PFCd_13,-15,62,22
31,7networks_LH_Default_PFCd_14,-5,61,13
32,7networks_LH_Default_PFCd_15,-17,14,65
33,7networks_LH_Default_PFCd_16,-28,31,44
34,7networks_LH_Default_PFCd_17,-23,54,25
35,7networks_LH_Default_PFCd_2,-10,28,59
36,7networks_LH_Default_PFCd_3,-21,23,55
37,7networks_LH_Default_PFCd_4,-22,21,42
38,7networks_LH_Default_PFCd_5,-16,39,49
39,7networks_LH_Default_PFCd_6,-4,41,49
40,7networks_LH_Default_PFCd_7,-28,20,52
41,7networks_LH_Default_PFCd_8,-21,39,39
42,7networks_LH_Default_PFCd_9,-4,45,34
43,7networks_LH_Default_PFCl_1,-42,6,49
44,7networks_LH_Default_PFCl_2,-40,18,48
45,7networks_LH_Default_PFCm_1,-6,41,22
46,7networks_LH_Default_PFCm_2,-3,31,17
47,7networks_LH_Default_PFCm_3,-5,42,6
