ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_Temp,-57,-37,4
2,17networks_LH_DefaultC_PHC,-28,-29,-22
3,17networks_LH_DefaultC_RSC,-11,-57,14
4,17networks_LH_DefaultB_IPL,-52,-55,24
5,17networks_LH_DefaultB_PFCd_1,-10,52,37
6,17networks_LH_DefaultB_PFCd_2,-10,13,62
7,17networks_LH_DefaultB_PFCv_1,-49,31,6
8,17networks_LH_DefaultB_PFCv_2,-32,25,-16
9,17networks_LH_DefaultB_Temp_1,-56,-5,-18
10,17networks_LH_DefaultB_Temp_2,-60,-45,-10
11,17networks_LH_DefaultA_IPL,-41,-71,39
12,17networks_LH_DefaultA_PCC,-6,-52,32
13,17networks_LH_DefaultA_PFCd,-31,21,49
14,17networks_LH_DefaultA_PFCm,-6,48,3
15,17networks_LH_ContC_PCC,-4,-24,34
16,17networks_LH_ContC_pCun,-7,-69,45
17,17networks_LH_ContB_FPole,-27,58,-5
18,17networks_LH_ContA_IPS_1,-50,-48,46
19,17networks_LH_ContA_IPS_2,-33,-52,52
20,17networks_LH_ContA_PrCv,-46,12,25
21,17networks_LH_LimbicA_Temp,-48,-33,-24
22,17networks_LH_LimbicA_TempPole,-33,3,-38
23,17networks_LH_LimbicB_OFC,-8,33,-20
24,17networks_LH_SalVentAttnB_FrMed,-5,22,31
25,17networks_LH_SalVentAttnB_PFCl,-34,44,24
26,17networks_LH_SalVentAttnA_Ins_1,-37,9,8
27,17networks_LH_SalVentAttnA_Ins_2,-43,3,-8
28,17networks_LH_SalVentAttnA_SPL,-9,-42,49
29,17networks_LH_DorsAttnB_PostC_1,-44,-33,49
30,17networks_LH_DorsAttnB_PostC_2,-59,-28,34
31,17networks_LH_DorsAttnB_PrC,-44,-1,48
32,17networks_LH_DorsAttnB_PrCd,-24,-9,63
33,17networks_LH_DorsAttnB_SPL,-16,-54,66
34,17networks_LH_DorsAttnA_SPL,-23,-71,45
35,17networks_LH_DorsAttnA_TempOcc,-49,-68,10
36,17networks_LH_SomMotB_1,-57,-8,31
37,17networks_LH_SomMotB_2,-52,-9,13
38,17networks_LH_SomMotB_Ins,-49,-20,6
39,17networks_LH_SomMotB_ParOper,-54,-38,20
40,17networks_LH_SomMotA_1,-5,-26,68
41,17networks_LH_SomMotA_2,-25,-32,67
42,17networks_LH_SomMotA_3,-41,-20,56
43,17networks_LH_SomMotA_4,-7,-9,47
44,17networks_LH_VisPeri_1,-9,-85,28
45,17networks_LH_VisPeri_2,-8,-76,6
46,17networks_LH_VisPeri_3,-15,-54,-3
47,17networks_LH_VisCent_1,-29,-89,16
48,17networks_LH_VisCent_2,-15,-97,-7
49,17networks_LH_VisCent_3,-23,-68,-11
50,17networks_LH_VisCent_4,-43,-73,-10
51,17networks_RH_TempPar_Temp,56,-32,4
52,17networks_RH_DefaultC_PHC,29,-27,-23
53,17networks_RH_DefaultC_RSC,14,-55,15
54,17networks_RH_TempPar_IPL,56,-46,24
55,17networks_RH_DefaultB_PFCd_1,11,53,34
56,17networks_RH_SalVentAttnB_PFCd,10,15,61
57,17networks_RH_SalVentAttnB_PFCv,51,31,6
58,17networks_RH_LimbicB_PFCv,33,26,-16
59,17networks_RH_DefaultB_Temp_1,56,-2,-19
60,17networks_RH_ContB_Temp,62,-38,-10
61,17networks_RH_ContB_IPL,47,-64,39
62,17networks_RH_DefaultA_PCC,8,-53,32
63,17networks_RH_ContB_PFCd,33,24,48
64,17networks_RH_DefaultA_PFCm,7,47,1
65,17networks_RH_ContC_PCC,5,-25,34
66,17networks_RH_ContC_pCun,9,-68,46
67,17networks_RH_ContB_FPole,27,59,-5
68,17networks_RH_ContA_IPS_1,52,-42,47
69,17networks_RH_DorsAttnA_IPS,35,-49,55
70,17networks_RH_ContA_PrCv,47,13,26
71,17networks_RH_LimbicA_Temp,49,-28,-25
72,17networks_RH_LimbicA_TempPole,33,6,-38
73,17networks_RH_LimbicB_OFC,8,33,-21
74,17networks_RH_SalVentAttnB_FrMed,7,22,31
75,17networks_RH_SalVentAttnB_PFCl,37,44,24
76,17networks_RH_SalVentAttnA_Ins_1,39,9,8
77,17networks_RH_SalVentAttnA_Ins_2,43,4,-8
78,17networks_RH_SalVentAttnA_SPL,10,-41,49
79,17networks_RH_DorsAttnB_PostC_1,45,-28,50
80,17networks_RH_DorsAttnB_PostC_2,60,-22,37
81,17networks_RH_DorsAttnB_PrC,45,1,48
82,17networks_RH_DorsAttnB_PrCd,26,-7,63
83,17networks_RH_DorsAttnB_SPL,16,-52,67
84,17networks_RH_DorsAttnA_SPL,27,-69,47
85,17networks_RH_DorsAttnA_TempOcc,52,-61,9
86,17networks_RH_SomMotB_1,59,-5,31
87,17networks_RH_SomMotB_2,54,-8,14
88,17networks_RH_SomMotB_Ins,51,-17,7
89,17networks_RH_SalVentAttnA_ParOper,58,-31,23
90,17networks_RH_SomMotA_1,6,-25,69
91,17networks_RH_SomMotA_2,25,-31,68
92,17networks_RH_SomMotA_3,41,-19,55
93,17networks_RH_SalVentAttnA,8,-9,47
94,17networks_RH_VisPeri_1,12,-83,30
95,17networks_RH_VisPeri_2,10,-74,8
96,17networks_RH_VisPeri_3,17,-52,-3
97,17networks_RH_VisCent_1,35,-83,17
98,17networks_RH_VisCent_2,19,-96,-5
99,17networks_RH_VisCent_3,24,-67,-10
100,17networks_RH_VisCent_4,46,-68,-12
