ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_IPL,-40,-80,28
2,17networks_LH_DefaultC_PHC_1,-18,-37,-12
3,17networks_LH_DefaultC_PHC_2,-30,-35,-15
4,17networks_LH_DefaultC_PHC_3,-32,-24,-26
5,17networks_LH_DefaultC_RSC_1,-12,-60,18
6,17networks_LH_DefaultC_SPL,-6,-55,51
7,17networks_LH_DefaultC_pCun_1,-6,-49,43
8,17networks_LH_DefaultC_pCun_2,-4,-65,48
9,17networks_LH_DefaultB_FPole,-14,65,-7
10,17networks_LH_DefaultB_IPL_1,-46,-58,19
11,17networks_LH_DefaultB_IPL_2,-59,-53,31
12,17networks_LH_DefaultB_IPL_3,-49,-56,30
13,17networks_LH_DefaultB_IPL_4,-57,-52,19
14,17networks_LH_DefaultB_OFC_1,-23,14,-23
15,17networks_LH_DefaultB_OFC_2,-9,55,-21
16,17networks_LH_DefaultB_PCC_1,-2,-12,38
17,17networks_LH_DefaultB_PCC_2,-12,-44,35
18,17networks_LH_DefaultB_PFCd_1,-12,34,55
19,17networks_LH_DefaultB_PFCd_2,-14,51,40
20,17networks_LH_DefaultB_PFCd_3,-5,54,25
21,17networks_LH_DefaultB_PFCd_4,-15,62,23
22,17networks_LH_DefaultB_PFCd_5,-9,14,65
23,17networks_LH_DefaultB_PFCd_6,-3,43,40
24,17networks_LH_DefaultB_PFCd_7,-23,52,26
25,17networks_LH_DefaultB_PFCl_1,-41,6,50
26,17networks_LH_DefaultB_PFCl_2,-40,19,48
27,17networks_LH_DefaultB_PFCv_1,-36,23,-15
28,17networks_LH_DefaultB_PFCv_2,-51,23,8
29,17networks_LH_DefaultB_TempPole_1,-31,12,-40
30,17networks_LH_DefaultB_TempPole_2,-45,5,-38
31,17networks_LH_DefaultB_TempPole_3,-30,10,-30
32,17networks_LH_DefaultB_TempPole_4,-41,18,-30
33,17networks_LH_DefaultB_Temp_1,-62,-48,3
34,17networks_LH_DefaultB_Temp_2,-62,-33,-4
35,17networks_LH_DefaultB_Temp_3,-49,-12,-37
36,17networks_LH_DefaultB_Temp_4,-51,-23,-6
37,17networks_LH_DefaultB_Temp_5,-52,6,-21
38,17networks_LH_DefaultB_Temp_6,-58,-7,-26
39,17networks_LH_DefaultA_ExStrInf,-13,-48,3
40,17networks_LH_DefaultA_FPole,-20,65,8
41,17networks_LH_DefaultA_IPL_1,-48,-65,28
42,17networks_LH_DefaultA_IPL_2,-41,-73,42
43,17networks_LH_DefaultA_PCC_1,-4,-36,37
44,17networks_LH_DefaultA_PCC_2,-6,-48,28
45,17networks_LH_DefaultA_PCC_3,-4,-62,24
46,17networks_LH_DefaultA_PCC_4,-5,-49,17
47,17networks_LH_DefaultA_PFCd_1,-21,39,40
48,17networks_LH_DefaultA_PFCd_2,-6,58,9
49,17networks_LH_DefaultA_PFCd_3,-21,22,55
50,17networks_LH_DefaultA_PFCd_4,-26,28,44
51,17networks_LH_DefaultA_PFCm_1,-6,44,6
52,17networks_LH_DefaultA_PFCm_2,-6,39,-7
53,17networks_LH_DefaultA_PFCm_3,-6,54,-9
54,17networks_LH_DefaultA_PFCm_4,-5,26,-12
55,17networks_LH_DefaultA_PFCm_5,-4,22,-21
56,17networks_LH_DefaultA_PFCv,-37,35,-13
57,17networks_LH_DefaultA_PHC_1,-20,-25,-23
58,17networks_LH_DefaultA_PHC_2,-20,-13,-30
59,17networks_LH_DefaultA_RSC,-9,-53,8
60,17networks_LH_DefaultA_TempOcc,-42,-65,17
61,17networks_LH_DefaultA_Temp_1,-61,-13,-14
62,17networks_LH_DefaultA_Temp_2,-41,-28,-22
63,17networks_LH_DefaultA_Temp_3,-37,-15,-31
64,17networks_LH_DefaultA_pCun_1,-8,-55,34
65,17networks_LH_DefaultA_pCun_2,-2,-66,37
66,17networks_LH_ContC_FPole,-30,55,12
67,17networks_LH_ContC_Ins,-34,16,-8
68,17networks_LH_ContC_OFC,-27,49,-14
69,17networks_LH_ContC_PCC_1,-5,-29,28
70,17networks_LH_ContC_PFCm_1,-8,38,22
71,17networks_LH_ContC_pCun_1,-8,-75,41
72,17networks_LH_ContC_pCun_2,-12,-67,29
73,17networks_LH_ContB_Cingm,-3,0,31
74,17networks_LH_ContB_FPole_1,-29,58,-1
75,17networks_LH_ContB_FrMed,-4,25,48
76,17networks_LH_ContB_IPL_1,-46,-63,46
77,17networks_LH_ContB_IPL_2,-52,-54,45
78,17networks_LH_ContB_IPS_1,-35,-64,49
79,17networks_LH_ContB_IPS_2,-40,-53,46
80,17networks_LH_ContB_OFC_1,-7,40,-23
81,17networks_LH_ContB_OFC_2,-12,21,-19
82,17networks_LH_ContB_OFC_3,-22,29,-19
83,17networks_LH_ContB_PCC,-3,-25,38
84,17networks_LH_ContB_PFCd_1,-29,12,57
85,17networks_LH_ContB_PFCl_1,-44,15,35
86,17networks_LH_ContB_PFCv,-42,49,-5
87,17networks_LH_ContB_Temp_1,-61,-48,-10
88,17networks_LH_ContB_Temp_2,-63,-33,-13
89,17networks_LH_ContB_Temp_3,-60,-26,-22
90,17networks_LH_ContA_IPS_1,-29,-60,48
91,17networks_LH_ContA_IPS_2,-30,-51,39
92,17networks_LH_ContA_IPS_3,-46,-42,49
