ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_IPL,-38,-82,30
2,17networks_LH_DefaultC_PHC_1,-18,-40,-10
3,17networks_LH_DefaultC_PHC_2,-30,-32,-18
4,17networks_LH_DefaultC_pCun_1,-4,-62,46
5,17networks_LH_DefaultB_FPole,-16,64,-8
6,17networks_LH_DefaultB_IPL_1,-48,-62,30
7,17networks_LH_DefaultB_IPL_2,-50,-54,22
8,17networks_LH_DefaultB_IPL_3,-58,-54,32
9,17networks_LH_DefaultB_OFC,-22,14,-22
10,17networks_LH_DefaultB_PCC,-2,-16,38
11,17networks_LH_DefaultB_PFCd_1,-12,24,60
12,17networks_LH_DefaultB_PFCd_2,-8,50,42
13,17networks_LH_DefaultB_PFCd_3,-6,54,18
14,17networks_LH_DefaultB_PFCd_4,-20,58,24
15,17networks_LH_DefaultB_PFCl_1,-42,6,48
16,17networks_LH_DefaultB_PFCl_2,-40,16,50
17,17networks_LH_DefaultB_PFCv_1,-46,32,-10
18,17networks_LH_DefaultB_PFCv_2,-34,22,-16
19,17networks_LH_DefaultB_PFCv_3,-54,20,12
20,17networks_LH_DefaultB_TempPole,-44,12,-34
21,17networks_LH_DefaultB_Temp_1,-62,-50,4
22,17networks_LH_DefaultB_Temp_2,-62,-34,-4
23,17networks_LH_DefaultB_Temp_3,-56,-2,-28
24,17networks_LH_DefaultA_FPole,-14,66,6
25,17networks_LH_DefaultA_IPL_1,-46,-62,20
26,17networks_LH_DefaultA_IPL_2,-42,-72,40
27,17networks_LH_DefaultA_PCC_1,-10,-48,32
28,17networks_LH_DefaultA_PCC_2,-4,-54,22
29,17networks_LH_DefaultA_PCC_3,-4,-36,36
30,17networks_LH_DefaultA_PFCd_1,-20,34,50
31,17networks_LH_DefaultA_PFCd_2,-22,18,52
32,17networks_LH_DefaultA_PFCd_3,-26,30,44
33,17networks_LH_DefaultA_PFCd_4,-20,44,38
34,17networks_LH_DefaultA_PFCm_1,-6,44,6
35,17networks_LH_DefaultA_PFCm_2,-6,56,-8
36,17networks_LH_DefaultA_PFCm_3,-6,34,-10
37,17networks_LH_DefaultA_PFCm_4,-4,22,-20
38,17networks_LH_DefaultA_PFCv,-36,36,-12
39,17networks_LH_DefaultA_PHC,-22,-18,-28
40,17networks_LH_DefaultA_RSC,-10,-56,12
41,17networks_LH_DefaultA_TempPole,-28,10,-34
42,17networks_LH_DefaultA_Temp_1,-62,-16,-16
43,17networks_LH_DefaultA_Temp_2,-38,-18,-28
44,17networks_LH_DefaultA_pCun_1,-4,-62,32
45,17networks_LH_DefaultA_pCun_2,-8,-48,42
46,17networks_LH_ContC_FPole,-28,54,14
47,17networks_LH_ContC_Ins,-34,18,-6
48,17networks_LH_ContC_OFC,-28,52,-14
49,17networks_LH_ContC_PCC_1,-4,-30,28
50,17networks_LH_ContC_PFCm,-8,34,26
51,17networks_LH_ContC_pCun_1,-8,-76,44
52,17networks_LH_ContC_pCun_2,-12,-68,30
53,17networks_LH_ContB_Cingm,-4,4,30
54,17networks_LH_ContB_FPole_1,-30,58,2
55,17networks_LH_ContB_FrMed,-4,30,44
56,17networks_LH_ContB_IPL_1,-44,-64,48
57,17networks_LH_ContB_IPL_2,-52,-54,44
58,17networks_LH_ContB_IPS,-32,-66,46
59,17networks_LH_ContB_OFC_1,-8,48,-22
60,17networks_LH_ContB_OFC_2,-12,28,-22
