ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_IPL,-39,-81,29
2,17networks_LH_DefaultC_PHC_1,-18,-39,-11
3,17networks_LH_DefaultC_PHC_2,-31,-32,-18
4,17networks_LH_DefaultC_pCun_1,-4,-62,47
5,17networks_LH_DefaultB_FPole,-15,64,-9
6,17networks_LH_DefaultB_IPL_1,-48,-62,31
7,17networks_LH_DefaultB_IPL_2,-50,-53,23
8,17networks_LH_DefaultB_IPL_3,-58,-53,32
9,17networks_LH_DefaultB_OFC,-23,14,-23
10,17networks_LH_DefaultB_PCC,-3,-15,38
11,17networks_LH_DefaultB_PFCd_1,-12,24,61
12,17networks_LH_DefaultB_PFCd_2,-8,50,42
13,17networks_LH_DefaultB_PFCd_3,-5,55,19
14,17networks_LH_DefaultB_PFCd_4,-20,59,24
15,17networks_LH_DefaultB_PFCl_1,-42,5,48
16,17networks_LH_DefaultB_PFCl_2,-40,17,49
17,17networks_LH_DefaultB_PFCv_1,-47,33,-9
18,17networks_LH_DefaultB_PFCv_2,-35,22,-15
19,17networks_LH_DefaultB_PFCv_3,-53,21,11
20,17networks_LH_DefaultB_TempPole,-43,13,-33
21,17networks_LH_DefaultB_Temp_1,-62,-50,3
22,17networks_LH_DefaultB_Temp_2,-62,-33,-4
23,17networks_LH_DefaultB_Temp_3,-56,-2,-28
24,17networks_LH_DefaultA_FPole,-14,66,7
25,17networks_LH_DefaultA_IPL_1,-45,-63,20
26,17networks_LH_DefaultA_IPL_2,-41,-73,40
27,17networks_LH_DefaultA_PCC_1,-11,-48,32
28,17networks_LH_DefaultA_PCC_2,-4,-54,23
29,17networks_LH_DefaultA_PCC_3,-4,-35,36
30,17networks_LH_DefaultA_PFCd_1,-19,33,50
31,17networks_LH_DefaultA_PFCd_2,-21,18,51
32,17networks_LH_DefaultA_PFCd_3,-26,31,43
33,17networks_LH_DefaultA_PFCd_4,-21,44,39
34,17networks_LH_DefaultA_PFCm_1,-6,43,6
35,17networks_LH_DefaultA_PFCm_2,-6,55,-8
36,17networks_LH_DefaultA_PFCm_3,-6,34,-10
37,17networks_LH_DefaultA_PFCm_4,-4,22,-19
38,17networks_LH_DefaultA_PFCv,-36,36,-13
39,17networks_LH_DefaultA_PHC,-21,-18,-28
40,17networks_LH_DefaultA_RSC,-10,-55,12
41,17networks_LH_DefaultA_TempPole,-27,10,-33
42,17networks_LH_DefaultA_Temp_1,-62,-15,-15
43,17networks_LH_DefaultA_Temp_2,-38,-19,-28
44,17networks_LH_DefaultA_pCun_1,-4,-61,33
45,17networks_LH_DefaultA_pCun_2,-7,-48,42
46,17networks_LH_ContC_FPole,-28,54,14
47,17networks_LH_ContC_Ins,-34,18,-5
48,17networks_LH_ContC_OFC,-27,52,-13
49,17networks_LH_ContC_PCC_1,-5,-30,27
50,17networks_LH_ContC_PFCm,-8,33,25
51,17networks_LH_ContC_pCun_1,-9,-75,43
52,17networks_LH_ContC_pCun_2,-11,-67,29
53,17networks_LH_ContB_Cingm,-3,5,29
54,17networks_LH_ContB_FPole_1,-29,57,1
55,17networks_LH_ContB_FrMed,-4,30,44
56,17networks_LH_ContB_IPL_1,-45,-63,48
57,17networks_LH_ContB_IPL_2,-52,-54,45
58,17networks_LH_ContB_IPS,-32,-66,47
59,17networks_LH_ContB_OFC_1,-8,48,-22
60,17networks_LH_ContB_OFC_2,-12,28,-22
61,17networks_LH_ContB_OFC_3,-13,17,-17
62,17networks_LH_ContB_PFCd_1,-29,16,55
63,17networks_LH_ContB_PFCl_1,-45,16,35
64,17networks_LH_ContB_PFCl_2,-36,16,27
65,17networks_LH_ContB_PFCv,-41,50,-6
66,17networks_LH_ContB_Temp_1,-60,-44,-13
67,17networks_LH_ContB_Temp_2,-57,-32,-24
68,17networks_LH_ContA_IPS_1,-39,-52,45
69,17networks_LH_ContA_IPS_2,-52,-42,50
70,17networks_LH_ContA_IPS_3,-40,-42,43
71,17networks_LH_ContA_OFC,-22,31,-18
72,17networks_LH_ContA_PFCd,-28,2,55
73,17networks_LH_ContA_PFCl_1,-37,4,32
74,17networks_LH_ContA_PFCl_2,-45,30,27
75,17networks_LH_ContA_PFCl_3,-45,34,14
76,17networks_LH_ContA_PFCl_4,-46,42,4
77,17networks_LH_ContA_PrCv,-50,6,23
78,17networks_LH_ContA_SPL,-27,-70,36
79,17networks_LH_Language_IPL,-60,-46,22
80,17networks_LH_Language_PFCd,-6,10,65
81,17networks_LH_Language_PFCl,-48,19,24
82,17networks_LH_Language_PFCv,-48,27,1
83,17networks_LH_Language_PrCv,-50,0,46
84,17networks_LH_Language_Temp_1,-52,-54,12
85,17networks_LH_Language_Temp_2,-50,-39,2
86,17networks_LH_Language_Temp_3,-52,-22,-5
87,17networks_LH_Language_Temp_4,-53,-1,-13
88,17networks_LH_Language_Temp_5,-48,-11,-37
89,17networks_LH_SalVenAttnB_FrOper,-51,11,11
90,17networks_LH_SalVenAttnB_IPL,-60,-39,34
91,17networks_LH_SalVenAttnB_Ins_1,-40,14,6
92,17networks_LH_SalVenAttnB_Ins_2,-31,25,5
93,17networks_LH_SalVenAttnB_Ins_3,-39,1,-3
94,17networks_LH_SalVenAttnB_PFCl_1,-29,44,29
95,17networks_LH_SalVenAttnB_PFCl_2,-37,32,37
96,17networks_LH_SalVenAttnB_PFCl_3,-39,46,16
97,17networks_LH_SalVenAttnB_PFCm,-3,28,19
98,17networks_LH_SalVenAttnB_SPL_1,-11,-34,41
99,17networks_LH_SalVenAttnB_SPL_2,-4,-48,52
100,17networks_LH_SalVenAttnB_SPL_3,-5,-57,59
