ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_ExStr,-34,-32,-26
2,17networks_LH_DefaultC_IPL,-38,-82,32
3,17networks_LH_DefaultC_PHC_1,-18,-40,-10
4,17networks_LH_DefaultC_PHC_2,-28,-36,-14
5,17networks_LH_DefaultC_PHC_3,-32,-26,-22
6,17networks_LH_DefaultC_RSC_1,-12,-60,18
7,17networks_LH_DefaultC_pCun_1,-14,-66,26
8,17networks_LH_DefaultB_FPole,-8,64,-10
9,17networks_LH_DefaultB_FrMed,-4,26,58
10,17networks_LH_DefaultB_IPL_1,-54,-50,20
11,17networks_LH_DefaultB_IPL_2,-48,-58,34
12,17networks_LH_DefaultB_IPL_3,-60,-54,30
13,17networks_LH_DefaultB_IPL_4,-50,-54,26
14,17networks_LH_DefaultB_IPL_5,-46,-60,20
15,17networks_LH_DefaultB_IPL_6,-44,-52,18
16,17networks_LH_DefaultB_OFC_1,-6,54,-22
17,17networks_LH_DefaultB_OFC_2,-28,14,-24
18,17networks_LH_DefaultB_PCC,-2,-14,38
19,17networks_LH_DefaultB_PFCd_1,-8,20,64
20,17networks_LH_DefaultB_PFCd_10,-22,48,34
21,17networks_LH_DefaultB_PFCd_11,-6,56,14
22,17networks_LH_DefaultB_PFCd_12,-24,56,22
23,17networks_LH_DefaultB_PFCd_2,-12,32,56
24,17networks_LH_DefaultB_PFCd_3,-4,44,48
25,17networks_LH_DefaultB_PFCd_4,-10,52,42
26,17networks_LH_DefaultB_PFCd_5,-16,50,40
27,17networks_LH_DefaultB_PFCd_6,-4,50,32
28,17networks_LH_DefaultB_PFCd_7,-8,60,30
29,17networks_LH_DefaultB_PFCd_8,-16,58,26
30,17networks_LH_DefaultB_PFCd_9,-14,12,64
31,17networks_LH_DefaultB_PFCl_1,-40,8,52
32,17networks_LH_DefaultB_PFCl_2,-42,18,46
33,17networks_LH_DefaultB_PFCv_1,-54,20,14
34,17networks_LH_DefaultB_PFCv_2,-46,36,-12
35,17networks_LH_DefaultB_PFCv_3,-34,20,-16
36,17networks_LH_DefaultB_PFCv_4,-26,16,-16
37,17networks_LH_DefaultB_PFCv_5,-34,28,-18
38,17networks_LH_DefaultB_TempPole_1,-30,18,-36
39,17networks_LH_DefaultB_TempPole_2,-30,10,-42
40,17networks_LH_DefaultB_TempPole_3,-36,12,-40
41,17networks_LH_DefaultB_TempPole_4,-46,8,-36
42,17networks_LH_DefaultB_TempPole_5,-18,-2,-32
43,17networks_LH_DefaultB_TempPole_6,-34,12,-28
44,17networks_LH_DefaultB_TempPole_7,-42,18,-30
45,17networks_LH_DefaultB_Temp_1,-62,-44,2
46,17networks_LH_DefaultB_Temp_10,-48,-26,-6
47,17networks_LH_DefaultB_Temp_11,-50,-8,-12
48,17networks_LH_DefaultB_Temp_2,-58,-28,-6
49,17networks_LH_DefaultB_Temp_3,-54,-22,-10
50,17networks_LH_DefaultB_Temp_4,-50,-16,-34
51,17networks_LH_DefaultB_Temp_5,-46,-6,-40
52,17networks_LH_DefaultB_Temp_6,-54,2,-24
