ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_ExStrSup,-16,-64,23
2,17networks_LH_DefaultC_IPL_1,-40,-82,29
3,17networks_LH_DefaultC_IPL_2,-44,-74,23
4,17networks_LH_DefaultC_PHC_1,-19,-36,-13
5,17networks_LH_DefaultC_PHC_2,-29,-35,-15
6,17networks_LH_DefaultC_PHC_3,-32,-26,-23
7,17networks_LH_DefaultC_RSC_1,-10,-59,17
8,17networks_LH_DefaultC_SPL,-5,-50,49
9,17networks_LH_DefaultC_pCun_1,-7,-50,42
10,17networks_LH_DefaultC_pCun_2,-5,-57,49
11,17networks_LH_DefaultC_pCun_3,-4,-64,50
12,17networks_LH_DefaultB_FPole_1,-8,64,-13
13,17networks_LH_DefaultB_FPole_2,-21,62,-10
14,17networks_LH_DefaultB_FrMed,-3,36,50
15,17networks_LH_DefaultB_IPL_1,-43,-55,25
16,17networks_LH_DefaultB_IPL_2,-49,-60,40
17,17networks_LH_DefaultB_IPL_3,-59,-55,28
18,17networks_LH_DefaultB_IPL_4,-50,-56,28
19,17networks_LH_DefaultB_IPL_5,-63,-49,26
20,17networks_LH_DefaultB_IPL_6,-46,-62,20
21,17networks_LH_DefaultB_IPL_7,-49,-51,20
22,17networks_LH_DefaultB_Ins_1,-27,20,-10
23,17networks_LH_DefaultB_OFC_1,-3,54,-20
24,17networks_LH_DefaultB_OFC_2,-27,13,-23
25,17networks_LH_DefaultB_PCC_1,-2,-11,38
26,17networks_LH_DefaultB_PCC_2,-11,-49,31
27,17networks_LH_DefaultB_PFCd_1,-10,25,60
28,17networks_LH_DefaultB_PFCd_10,-8,51,9
29,17networks_LH_DefaultB_PFCd_2,-12,42,50
30,17networks_LH_DefaultB_PFCd_3,-3,47,38
31,17networks_LH_DefaultB_PFCd_4,-11,53,40
32,17networks_LH_DefaultB_PFCd_5,-20,46,39
33,17networks_LH_DefaultB_PFCd_6,-6,59,32
34,17networks_LH_DefaultB_PFCd_7,-5,51,24
35,17networks_LH_DefaultB_PFCd_8,-16,60,25
36,17networks_LH_DefaultB_PFCd_9,-7,45,18
37,17networks_LH_DefaultB_PFCl_1,-39,10,56
38,17networks_LH_DefaultB_PFCl_2,-43,7,46
39,17networks_LH_DefaultB_PFCl_3,-42,19,45
40,17networks_LH_DefaultB_PFCl_4,-23,51,27
41,17networks_LH_DefaultB_PFCl_5,-52,31,14
42,17networks_LH_DefaultB_PFCm,-4,30,-25
43,17networks_LH_DefaultB_PFCv_1,-52,22,12
44,17networks_LH_DefaultB_PFCv_2,-47,30,-12
45,17networks_LH_DefaultB_PFCv_3,-39,23,-15
46,17networks_LH_DefaultB_PFCv_4,-30,18,-18
47,17networks_LH_DefaultB_PFCv_5,-49,41,-9
48,17networks_LH_DefaultB_TempPole_1,-29,14,-32
49,17networks_LH_DefaultB_TempPole_2,-33,11,-40
50,17networks_LH_DefaultB_TempPole_3,-40,4,-40
51,17networks_LH_DefaultB_TempPole_4,-50,6,-34
52,17networks_LH_DefaultB_TempPole_5,-41,18,-30
53,17networks_LH_DefaultB_Temp_1,-49,-56,17
54,17networks_LH_DefaultB_Temp_10,-50,-24,-6
55,17networks_LH_DefaultB_Temp_11,-62,-26,-7
56,17networks_LH_DefaultB_Temp_12,-49,-5,-17
