ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_Temp_1,-60,-42,10
2,17networks_LH_TempPar_Temp_2,-54,-54,10
3,17networks_LH_TempPar_Temp_3,-50,-38,2
4,17networks_LH_TempPar_Temp_4,-56,-22,-4
5,17networks_LH_DefaultC_IPL_1,-36,-82,32
6,17networks_LH_DefaultC_IPL_2,-44,-74,22
7,17networks_LH_DefaultC_PHC_1,-28,-34,-16
8,17networks_LH_DefaultC_PHC_2,-22,-18,-28
9,17networks_LH_DefaultC_RSC_1,-16,-62,20
10,17networks_LH_DefaultC_RSC_2,-8,-54,10
11,17networks_LH_DefaultB_IPL_1,-48,-62,34
12,17networks_LH_DefaultB_IPL_2,-56,-54,26
13,17networks_LH_DefaultB_IPL_3,-46,-62,20
14,17networks_LH_DefaultB_PFCd_1,-10,44,48
15,17networks_LH_DefaultB_PFCd_2,-20,58,24
16,17networks_LH_DefaultB_PFCd_3,-6,20,58
17,17networks_LH_DefaultB_PFCd_4,-4,52,28
18,17networks_LH_DefaultB_PFCv_1,-46,30,-10
19,17networks_LH_DefaultB_PFCv_2,-32,20,-18
20,17networks_LH_DefaultB_PFCv_3,-54,20,12
21,17networks_LH_DefaultB_PFCv_4,-50,30,2
22,17networks_LH_DefaultB_PFCv_5,-34,36,-12
23,17networks_LH_DefaultB_TempPole,-50,4,-32
24,17networks_LH_DefaultB_Temp_1,-62,-36,-4
25,17networks_LH_DefaultB_Temp_2,-54,-2,-12
26,17networks_LH_DefaultB_Temp_3,-62,-14,-16
27,17networks_LH_DefaultA_FPole,-12,66,6
28,17networks_LH_DefaultA_IPL_1,-42,-72,40
29,17networks_LH_DefaultA_PCC_1,-4,-34,36
30,17networks_LH_DefaultA_PCC_2,-8,-54,34
31,17networks_LH_DefaultA_PCC_3,-4,-54,24
32,17networks_LH_DefaultA_PFCd_1,-20,34,46
33,17networks_LH_DefaultA_PFCd_2,-28,20,52
34,17networks_LH_DefaultA_PFCm_1,-6,36,18
35,17networks_LH_DefaultA_PFCm_2,-6,46,2
36,17networks_LH_DefaultA_PFCm_3,-6,32,-12
37,17networks_LH_ContC_PCC,-4,-30,28
38,17networks_LH_ContC_pCun_1,-6,-56,44
39,17networks_LH_ContC_pCun_2,-8,-70,34
40,17networks_LH_ContB_FPole_1,-30,56,10
41,17networks_LH_ContB_IPL_1,-54,-52,42
42,17networks_LH_ContB_IPS,-42,-56,50
43,17networks_LH_ContB_PFCl,-42,16,44
44,17networks_LH_ContB_PFCv_1,-42,48,-6
45,17networks_LH_ContB_Temp,-60,-38,-18
