ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultC_IPL,-36,-82,32
2,17networks_LH_DefaultC_PHC,-28,-34,-16
3,17networks_LH_DefaultC_RSC_1,-16,-62,20
4,17networks_LH_DefaultC_pCun,-6,-56,44
5,17networks_LH_DefaultB_Cingm,-2,0,32
6,17networks_LH_DefaultB_IPL_1,-48,-62,34
7,17networks_LH_DefaultB_IPL_2,-56,-54,26
8,17networks_LH_DefaultB_IPL_3,-46,-62,20
9,17networks_LH_DefaultB_PFCd_1,-6,20,58
10,17networks_LH_DefaultB_PFCd_2,-10,44,48
11,17networks_LH_DefaultB_PFCd_3,-4,52,28
12,17networks_LH_DefaultB_PFCd_4,-20,58,24
13,17networks_LH_DefaultB_PFCl,-42,16,44
14,17networks_LH_DefaultB_PFCv_1,-46,30,-10
15,17networks_LH_DefaultB_PFCv_2,-32,20,-18
16,17networks_LH_DefaultB_PFCv_3,-54,20,12
17,17networks_LH_DefaultB_Temp,-62,-36,-4
18,17networks_LH_DefaultB_TempPole_1,-50,4,-32
19,17networks_LH_DefaultB_TempPole_2,-28,10,-34
20,17networks_LH_DefaultA_FPole_1,-12,66,6
21,17networks_LH_DefaultA_FPole_2,-6,58,-10
22,17networks_LH_DefaultA_IPL_1,-42,-72,40
23,17networks_LH_DefaultA_OFC,-4,22,-20
24,17networks_LH_DefaultA_PCC_1,-8,-54,34
25,17networks_LH_DefaultA_PCC_2,-4,-54,24
26,17networks_LH_DefaultA_PCC_3,-4,-34,36
27,17networks_LH_DefaultA_PFCd_1,-20,34,46
28,17networks_LH_DefaultA_PFCd_2,-28,20,52
29,17networks_LH_DefaultA_PFCm_1,-6,46,2
30,17networks_LH_DefaultA_PFCm_2,-6,32,-12
31,17networks_LH_DefaultA_PFCv,-34,36,-12
32,17networks_LH_DefaultA_PHC,-22,-18,-28
33,17networks_LH_DefaultA_RSC,-8,-54,10
34,17networks_LH_DefaultA_Temp_1,-62,-14,-16
