ROI Label,ROI Name,R,A,S
1,7networks_LH_Default_FPole_1,-20,66,8
2,7networks_LH_Default_FPole_2,-30,58,-2
3,7networks_LH_Default_IPL_1,-40,-72,42
4,7networks_LH_Default_IPL_2,-40,-80,28
5,7networks_LH_Default_IPL_3,-48,-66,28
6,7networks_LH_Default_IPL_4,-48,-56,30
7,7networks_LH_Default_IPL_5,-46,-58,18
8,7networks_LH_Default_IPL_6,-46,-62,46
9,7networks_LH_Default_IPL_7,-58,-52,30
10,7networks_LH_Default_IPL_8,-56,-52,20
11,7networks_LH_Default_PCC_1,-2,-26,38
12,7networks_LH_Default_PCC_2,-4,-36,36
13,7networks_LH_Default_PCC_3,-12,-44,36
14,7networks_LH_Default_PCC_4,-6,-48,28
15,7networks_LH_Default_PCC_5,-4,-62,24
16,7networks_LH_Default_PCC_6,-4,-50,16
17,7networks_LH_Default_PCC_7,-2,-12,38
18,7networks_LH_Default_PFCd_1,-8,14,64
19,7networks_LH_Default_PFCd_10,-6,58,8
20,7networks_LH_Default_PFCd_11,-30,12,56
21,7networks_LH_Default_PFCd_12,-22,52,26
22,7networks_LH_Default_PFCd_2,-22,22,54
23,7networks_LH_Default_PFCd_3,-12,34,54
24,7networks_LH_Default_PFCd_4,-4,42,40
25,7networks_LH_Default_PFCd_5,-26,28,44
26,7networks_LH_Default_PFCd_6,-20,40,40
27,7networks_LH_Default_PFCd_7,-14,52,40
28,7networks_LH_Default_PFCd_8,-4,54,26
29,7networks_LH_Default_PFCd_9,-14,62,24
30,7networks_LH_Default_PFCl_1,-42,6,50
31,7networks_LH_Default_PFCl_2,-40,20,48
32,7networks_LH_Default_PFCm_1,-8,38,22
33,7networks_LH_Default_PFCm_2,-2,32,16
34,7networks_LH_Default_PFCm_3,-6,44,6
35,7networks_LH_Default_PFCm_4,-6,38,-8
36,7networks_LH_Default_PFCm_5,-6,54,-10
37,7networks_LH_Default_PFCv_1,-52,22,8
38,7networks_LH_Default_PFCv_2,-48,32,-6
39,7networks_LH_Default_PFCv_3,-38,34,-14
40,7networks_LH_Default_PFCv_4,-36,22,-16
41,7networks_LH_Default_PHC,-20,-24,-22
42,7networks_LH_Default_RSC_1,-12,-60,18
43,7networks_LH_Default_RSC_2,-10,-54,8
44,7networks_LH_Default_SPL,-6,-56,50
45,7networks_LH_Default_ST,-62,-30,4
46,7networks_LH_Default_TempOcc,-42,-64,16
47,7networks_LH_Default_Temp_1,-62,-48,4
48,7networks_LH_Default_Temp_10,-58,-6,-26
49,7networks_LH_Default_Temp_11,-48,-50,14
50,7networks_LH_Default_Temp_2,-50,-38,0
51,7networks_LH_Default_Temp_3,-50,-24,-6
52,7networks_LH_Default_Temp_4,-62,-32,-4
53,7networks_LH_Default_Temp_5,-52,-8,-10
54,7networks_LH_Default_Temp_6,-62,-34,-12
55,7networks_LH_Default_Temp_7,-52,6,-22
56,7networks_LH_Default_Temp_8,-62,-14,-14
57,7networks_LH_Default_Temp_9,-60,-26,-22
58,7networks_LH_Default_pCun_1,-6,-50,42
59,7networks_LH_Default_pCun_2,-8,-56,34
60,7networks_LH_Default_pCun_3,-2,-66,36
61,7networks_LH_Default_pCun_4,-12,-68,30
62,7networks_LH_Cont_Cingm,-4,0,32
63,7networks_LH_Cont_FPole_1,-30,56,12
64,7networks_LH_Cont_FrMed_1,-4,26,48
65,7networks_LH_Cont_IPL_1,-52,-54,44
66,7networks_LH_Cont_IPS_1,-36,-64,50
67,7networks_LH_Cont_IPS_2,-46,-42,48
68,7networks_LH_Cont_IPS_3,-40,-54,46
69,7networks_LH_Cont_IPS_4,-58,-42,46
70,7networks_LH_Cont_IPS_5,-30,-50,38
71,7networks_LH_Cont_Ins,-34,16,-8
72,7networks_LH_Cont_OFC,-26,50,-14
73,7networks_LH_Cont_PCC,-4,-28,28
74,7networks_LH_Cont_PFCl_1,-38,32,36
75,7networks_LH_Cont_PFCl_2,-44,14,34
76,7networks_LH_Cont_PFCl_3,-36,4,34
77,7networks_LH_Cont_PFCl_4,-36,10,26
78,7networks_LH_Cont_PFCl_5,-44,26,26
79,7networks_LH_Cont_PFCl_6,-40,44,16
80,7networks_LH_Cont_PFCl_7,-48,20,24
81,7networks_LH_Cont_PFCl_8,-48,34,10
82,7networks_LH_Cont_PFCv,-42,48,-4
83,7networks_LH_Cont_SPL,-28,-74,42
84,7networks_LH_Cont_Temp_1,-60,-48,-10
85,7networks_LH_Cont_Temp_2,-56,-46,-20
86,7networks_LH_Cont_pCun_1,-4,-64,48
87,7networks_LH_Cont_pCun_2,-8,-74,42
88,7networks_LH_Limbic_FPole,-14,64,-8
89,7networks_LH_Limbic_Ins,-38,8,-22
90,7networks_LH_Limbic_OFC_1,-10,56,-20
91,7networks_LH_Limbic_OFC_2,-6,40,-22
92,7networks_LH_Limbic_OFC_3,-12,22,-20
93,7networks_LH_Limbic_OFC_4,-22,30,-20
94,7networks_LH_Limbic_OFC_5,-24,14,-22
95,7networks_LH_Limbic_PFCm_1,-6,26,-12
96,7networks_LH_Limbic_PFCm_2,-4,22,-22
97,7networks_LH_Limbic_PHC_1,-20,-14,-30
98,7networks_LH_Limbic_PHC_2,-32,-24,-26
99,7networks_LH_Limbic_ST,-46,6,-14
100,7networks_LH_Limbic_TempPole_1,-22,4,-34
101,7networks_LH_Limbic_TempPole_2,-30,10,-30
102,7networks_LH_Limbic_TempPole_3,-30,-4,-42
103,7networks_LH_Limbic_TempPole_4,-30,12,-40
104,7networks_LH_Limbic_TempPole_5,-42,18,-30
105,7networks_LH_Limbic_TempPole_6,-46,4,-38
106,7networks_LH_Limbic_Temp_1,-40,-28,-22
107,7networks_LH_Limbic_Temp_2,-38,-14,-32
108,7networks_LH_Limbic_Temp_3,-50,-32,-26
109,7networks_LH_Limbic_Temp_4,-50,-12,-36
110,7networks_LH_SalVentAttn_FrMed_1,-6,-4,66
111,7networks_LH_SalVentAttn_FrMed_2,-4,8,54
112,7networks_LH_SalVentAttn_FrMed_3,-6,8,38
113,7networks_LH_SalVentAttn_FrMed_4,-6,26,32
114,7networks_LH_SalVentAttn_FrOper_1,-52,12,10
115,7networks_LH_SalVentAttn_FrOper_2,-50,2,4
116,7networks_LH_SalVentAttn_IPL_1,-58,-30,22
117,7networks_LH_SalVentAttn_IPL_2,-60,-38,32
118,7networks_LH_SalVentAttn_IPL_3,-58,-44,22
119,7networks_LH_SalVentAttn_IPL_4,-62,-24,32
120,7networks_LH_SalVentAttn_Ins_1,-42,14,4
121,7networks_LH_SalVentAttn_Ins_2,-32,22,8
122,7networks_LH_SalVentAttn_Ins_3,-32,24,0
123,7networks_LH_SalVentAttn_Ins_4,-38,2,4
124,7networks_LH_SalVentAttn_Ins_5,-40,-14,0
125,7networks_LH_SalVentAttn_Ins_6,-40,2,-6
126,7networks_LH_SalVentAttn_Ins_7,-36,-4,14
127,7networks_LH_SalVentAttn_PFCl,-30,44,30
128,7networks_LH_SalVentAttn_PFCm,-2,18,26
129,7networks_LH_SalVentAttn_PrCv_1,-52,6,18
130,7networks_LH_SalVentAttn_SPL_1,-12,-42,48
131,7networks_LH_SalVentAttn_SPL_2,-6,-48,56
132,7networks_LH_SalVentAttn_SPL_3,-10,-28,40
133,7networks_LH_SalVentAttn_Temp_1,-54,-56,12
134,7networks_LH_DorsAttn_IPL_1,-56,-30,44
135,7networks_LH_DorsAttn_IPS_1,-36,-50,52
136,7networks_LH_DorsAttn_IPS_2,-30,-60,48
137,7networks_LH_DorsAttn_IPS_3,-36,-44,40
138,7networks_LH_DorsAttn_PFCd_1,-22,2,64
139,7networks_LH_DorsAttn_PFCd_2,-26,2,52
140,7networks_LH_DorsAttn_PostC_1,-36,-36,46
141,7networks_LH_DorsAttn_PostC_2,-42,-32,40
142,7networks_LH_DorsAttn_PrCd_1,-24,-8,50
143,7networks_LH_DorsAttn_PrCd_2,-32,-10,58
144,7networks_LH_DorsAttn_PrCd_3,-40,-4,52
145,7networks_LH_DorsAttn_PrCv_1,-50,6,32
146,7networks_LH_DorsAttn_PrCv_2,-50,0,44
147,7networks_LH_DorsAttn_SPL_1,-8,-50,68
148,7networks_LH_DorsAttn_SPL_10,-26,-68,30
149,7networks_LH_DorsAttn_SPL_2,-14,-58,68
150,7networks_LH_DorsAttn_SPL_3,-6,-60,60
