ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-58,-46,22
2,17networks_LH_TempPar_PFCd,-4,4,64
3,17networks_LH_TempPar_ST_1,-58,-48,16
4,17networks_LH_TempPar_ST_2,-60,-40,8
5,17networks_LH_TempPar_ST_3,-62,-28,4
6,17networks_LH_TempPar_Temp_1,-52,-56,14
7,17networks_LH_TempPar_Temp_2,-48,-48,10
8,17networks_LH_TempPar_Temp_3,-58,-56,8
9,17networks_LH_TempPar_Temp_4,-50,-40,4
10,17networks_LH_TempPar_Temp_5,-58,-46,4
11,17networks_LH_TempPar_Temp_6,-60,-16,-4
12,17networks_LH_TempPar_Temp_7,-54,-6,-8
13,17networks_LH_DefaultC_ExStr,-28,-38,-18
14,17networks_LH_DefaultC_ExStrInf,-12,-48,4
15,17networks_LH_DefaultC_IPL,-38,-82,32
16,17networks_LH_DefaultC_PHC_1,-24,-36,-14
17,17networks_LH_DefaultC_PHC_2,-18,-28,-18
18,17networks_LH_DefaultC_PHC_3,-32,-38,-12
19,17networks_LH_DefaultC_PHC_4,-20,-20,-26
20,17networks_LH_DefaultC_PHC_5,-16,-38,-10
21,17networks_LH_DefaultC_PHC_6,-32,-24,-24
22,17networks_LH_DefaultC_RSC_1,-14,-62,22
23,17networks_LH_DefaultC_RSC_2,-10,-58,12
24,17networks_LH_DefaultB_IPL_1,-48,-56,30
25,17networks_LH_DefaultB_IPL_2,-58,-54,30
26,17networks_LH_DefaultB_IPL_3,-62,-52,22
27,17networks_LH_DefaultB_IPL_4,-50,-52,22
28,17networks_LH_DefaultB_IPL_5,-44,-56,20
29,17networks_LH_DefaultB_IPL_6,-44,-62,18
30,17networks_LH_DefaultB_PFCd_1,-10,28,58
31,17networks_LH_DefaultB_PFCd_10,-6,52,20
32,17networks_LH_DefaultB_PFCd_11,-22,54,26
33,17networks_LH_DefaultB_PFCd_2,-16,38,50
34,17networks_LH_DefaultB_PFCd_3,-4,40,50
35,17networks_LH_DefaultB_PFCd_4,-4,46,34
36,17networks_LH_DefaultB_PFCd_5,-16,50,38
37,17networks_LH_DefaultB_PFCd_6,-6,58,34
38,17networks_LH_DefaultB_PFCd_7,-14,62,22
39,17networks_LH_DefaultB_PFCd_8,-16,14,64
40,17networks_LH_DefaultB_PFCd_9,-6,14,64
41,17networks_LH_DefaultB_PFCl_1,-42,6,48
