ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-59,-45,22
2,17networks_LH_TempPar_ST_1,-57,-44,10
3,17networks_LH_TempPar_ST_2,-62,-29,4
4,17networks_LH_TempPar_TempOcc,-42,-65,17
5,17networks_LH_TempPar_Temp_1,-48,-50,14
6,17networks_LH_TempPar_Temp_2,-54,-57,11
7,17networks_LH_DefaultC_ExStrInf,-13,-48,3
8,17networks_LH_DefaultC_IPL,-40,-80,28
9,17networks_LH_DefaultC_PHC_1,-18,-37,-12
10,17networks_LH_DefaultC_PHC_2,-30,-35,-15
11,17networks_LH_DefaultC_PHC_3,-20,-25,-23
12,17networks_LH_DefaultC_RSC_1,-12,-60,18
13,17networks_LH_DefaultC_RSC_2,-9,-53,8
14,17networks_LH_DefaultB_IPL_1,-59,-53,31
15,17networks_LH_DefaultB_IPL_2,-49,-56,30
16,17networks_LH_DefaultB_IPL_3,-46,-58,19
17,17networks_LH_DefaultB_IPL_4,-57,-52,19
18,17networks_LH_DefaultB_PFCd_1,-12,34,55
19,17networks_LH_DefaultB_PFCd_2,-3,43,40
20,17networks_LH_DefaultB_PFCd_3,-14,51,40
21,17networks_LH_DefaultB_PFCd_4,-5,54,25
22,17networks_LH_DefaultB_PFCd_5,-15,62,23
23,17networks_LH_DefaultB_PFCd_6,-9,14,65
24,17networks_LH_DefaultB_PFCd_7,-23,52,26
25,17networks_LH_DefaultB_PFCl_1,-41,6,50
26,17networks_LH_DefaultB_PFCl_2,-40,19,48
27,17networks_LH_DefaultB_PFCv_1,-51,23,8
28,17networks_LH_DefaultB_PFCv_2,-47,32,-6
29,17networks_LH_DefaultB_PFCv_3,-36,23,-15
30,17networks_LH_DefaultB_PFCv_4,-37,35,-13
31,17networks_LH_DefaultB_TempPole,-41,18,-30
32,17networks_LH_DefaultB_Temp_1,-62,-48,3
33,17networks_LH_DefaultB_Temp_10,-60,-26,-22
34,17networks_LH_DefaultB_Temp_2,-62,-33,-4
35,17networks_LH_DefaultB_Temp_3,-52,6,-21
36,17networks_LH_DefaultB_Temp_4,-58,-7,-26
37,17networks_LH_DefaultB_Temp_5,-50,-39,1
38,17networks_LH_DefaultB_Temp_6,-51,-23,-6
39,17networks_LH_DefaultB_Temp_7,-53,-7,-9
40,17networks_LH_DefaultB_Temp_8,-63,-33,-13
41,17networks_LH_DefaultB_Temp_9,-61,-13,-14
42,17networks_LH_DefaultA_FPole,-20,65,8
43,17networks_LH_DefaultA_IPL_1,-41,-73,42
44,17networks_LH_DefaultA_IPL_2,-48,-65,28
45,17networks_LH_DefaultA_IPL_3,-46,-63,46
46,17networks_LH_DefaultA_PCC_1,-3,-25,38
47,17networks_LH_DefaultA_PCC_2,-4,-36,37
48,17networks_LH_DefaultA_PCC_3,-12,-44,35
49,17networks_LH_DefaultA_PCC_4,-6,-48,28
50,17networks_LH_DefaultA_PCC_5,-4,-62,24
51,17networks_LH_DefaultA_PCC_6,-5,-49,17
52,17networks_LH_DefaultA_PCC_7,-2,-12,38
53,17networks_LH_DefaultA_PFCd_1,-26,28,44
54,17networks_LH_DefaultA_PFCd_2,-21,39,40
55,17networks_LH_DefaultA_PFCd_3,-6,58,9
56,17networks_LH_DefaultA_PFCd_4,-21,22,55
57,17networks_LH_DefaultA_PFCm_1,-8,38,22
58,17networks_LH_DefaultA_PFCm_2,-3,31,17
59,17networks_LH_DefaultA_PFCm_3,-6,44,6
60,17networks_LH_DefaultA_PFCm_4,-6,39,-7
61,17networks_LH_DefaultA_PFCm_5,-6,54,-9
62,17networks_LH_DefaultA_pCun_1,-8,-55,34
63,17networks_LH_DefaultA_pCun_2,-6,-49,43
64,17networks_LH_DefaultA_pCun_3,-2,-66,37
65,17networks_LH_ContC_PCC,-5,-29,28
66,17networks_LH_ContC_SPL,-6,-55,51
67,17networks_LH_ContC_pCun_1,-4,-65,48
68,17networks_LH_ContC_pCun_2,-8,-75,41
69,17networks_LH_ContC_pCun_3,-12,-67,29
70,17networks_LH_ContB_FPole_1,-30,55,12
71,17networks_LH_ContB_FPole_2,-29,58,-1
72,17networks_LH_ContB_FrMed,-4,25,48
73,17networks_LH_ContB_IPL_1,-52,-54,45
74,17networks_LH_ContB_IPS_1,-35,-64,49
75,17networks_LH_ContB_IPS_2,-40,-53,46
76,17networks_LH_ContB_PFCd_1,-29,12,57
77,17networks_LH_ContB_PFCl_1,-44,15,35
78,17networks_LH_ContB_PFCv_1,-42,49,-5
79,17networks_LH_ContB_Temp_1,-61,-48,-10
80,17networks_LH_ContB_Temp_2,-57,-46,-20
81,17networks_LH_ContA_Cingm,-3,0,31
82,17networks_LH_ContA_IPS_1,-30,-51,39
83,17networks_LH_ContA_IPS_2,-46,-42,49
84,17networks_LH_ContA_IPS_3,-29,-60,48
85,17networks_LH_ContA_IPS_4,-36,-43,41
86,17networks_LH_ContA_IPS_5,-57,-43,45
87,17networks_LH_ContA_PFCd,-27,1,53
88,17networks_LH_ContA_PFCl_1,-37,4,34
89,17networks_LH_ContA_PFCl_2,-36,11,26
90,17networks_LH_ContA_PFCl_3,-43,27,26
91,17networks_LH_ContA_PFCl_4,-49,19,24
92,17networks_LH_ContA_PFCl_5,-47,35,10
93,17networks_LH_ContA_PFCl_6,-40,45,16
94,17networks_LH_ContA_PrCv_1,-50,0,44
95,17networks_LH_ContA_PrCv_2,-50,5,32
96,17networks_LH_ContA_PrCv_3,-53,6,18
97,17networks_LH_ContA_SPL,-29,-74,41
98,17networks_LH_ContA_TempOcc,-58,-58,-5
99,17networks_LH_LimbicA_Ins,-38,8,-23
100,17networks_LH_LimbicA_PHC_1,-20,-13,-30
101,17networks_LH_LimbicA_PHC_2,-32,-24,-26
102,17networks_LH_LimbicA_ST,-45,6,-14
103,17networks_LH_LimbicA_TempPole_1,-22,3,-33
104,17networks_LH_LimbicA_TempPole_2,-30,10,-30
105,17networks_LH_LimbicA_TempPole_3,-30,-5,-41
106,17networks_LH_LimbicA_TempPole_4,-31,12,-40
107,17networks_LH_LimbicA_TempPole_5,-45,5,-38
108,17networks_LH_LimbicA_Temp_1,-41,-28,-22
109,17networks_LH_LimbicA_Temp_2,-37,-15,-31
110,17networks_LH_LimbicA_Temp_3,-51,-32,-26
111,17networks_LH_LimbicA_Temp_4,-49,-12,-37
112,17networks_LH_LimbicB_FPole,-14,65,-7
113,17networks_LH_LimbicB_OFC_1,-9,55,-21
114,17networks_LH_LimbicB_OFC_2,-7,40,-23
115,17networks_LH_LimbicB_OFC_3,-12,21,-19
116,17networks_LH_LimbicB_OFC_4,-22,29,-19
117,17networks_LH_LimbicB_OFC_5,-23,14,-23
118,17networks_LH_LimbicB_OFC_6,-27,49,-14
119,17networks_LH_LimbicB_PFCm_1,-5,26,-12
120,17networks_LH_LimbicB_PFCm_2,-4,22,-21
121,17networks_LH_SalVentAttnB_FrMed,-7,26,32
122,17networks_LH_SalVentAttnB_Ins_1,-32,25,0
123,17networks_LH_SalVentAttnB_Ins_2,-34,16,-8
124,17networks_LH_SalVentAttnB_Ins_3,-41,13,5
125,17networks_LH_SalVentAttnB_PFCl_1,-39,32,36
126,17networks_LH_SalVentAttnB_PFCl_2,-30,43,30
127,17networks_LH_SalVentAttnB_PFCm,-3,18,26
128,17networks_LH_SalVentAttnA_FrMed_1,-7,-5,67
129,17networks_LH_SalVentAttnA_FrMed_2,-5,7,54
130,17networks_LH_SalVentAttnA_FrMed_3,-7,8,39
131,17networks_LH_SalVentAttnA_FrOper_1,-49,1,5
132,17networks_LH_SalVentAttnA_FrOper_2,-51,12,11
133,17networks_LH_SalVentAttnA_IPL_1,-59,-29,22
134,17networks_LH_SalVentAttnA_IPL_2,-60,-38,33
135,17networks_LH_SalVentAttnA_Ins_1,-37,2,5
136,17networks_LH_SalVentAttnA_Ins_2,-39,-14,-1
137,17networks_LH_SalVentAttnA_Ins_3,-39,2,-7
138,17networks_LH_SalVentAttnA_Ins_4,-33,21,9
139,17networks_LH_SalVentAttnA_Ins_5,-37,-4,13
140,17networks_LH_SalVentAttnA_SPL_1,-13,-41,47
141,17networks_LH_SalVentAttnA_SPL_2,-6,-48,55
