ROI Label,ROI Name,R,A,S
1,17networks_LH_TempPar_IPL_1,-53,-50,19
2,17networks_LH_TempPar_IPL_2,-45,-51,18
3,17networks_LH_TempPar_IPL_3,-49,-59,14
4,17networks_LH_TempPar_IPL_4,-59,-47,24
5,17networks_LH_TempPar_ST_1,-62,-48,16
6,17networks_LH_TempPar_ST_2,-50,-46,11
7,17networks_LH_TempPar_ST_3,-60,-37,7
8,17networks_LH_TempPar_ST_4,-60,-25,1
9,17networks_LH_TempPar_ST_5,-60,-15,-3
10,17networks_LH_TempPar_ST_6,-57,5,-9
11,17networks_LH_TempPar_ST_7,-52,14,-14
12,17networks_LH_TempPar_Temp_1,-53,-55,13
13,17networks_LH_TempPar_Temp_2,-59,-54,8
14,17networks_LH_TempPar_Temp_3,-50,-44,4
15,17networks_LH_TempPar_Temp_4,-57,-5,-7
16,17networks_LH_DefaultC_ExStr,-33,-31,-25
17,17networks_LH_DefaultC_IPL,-38,-82,33
18,17networks_LH_DefaultC_PHC_1,-19,-30,-18
19,17networks_LH_DefaultC_PHC_2,-29,-36,-14
20,17networks_LH_DefaultC_PHC_3,-21,-22,-26
21,17networks_LH_DefaultC_PHC_4,-17,-40,-11
22,17networks_LH_DefaultC_PHC_5,-32,-25,-23
23,17networks_LH_DefaultC_RSC_1,-12,-59,17
24,17networks_LH_DefaultC_RSC_2,-10,-52,7
25,17networks_LH_DefaultB_FrMed_1,-3,26,57
26,17networks_LH_DefaultB_FrMed_2,-4,41,32
27,17networks_LH_DefaultB_IPL_1,-47,-58,34
28,17networks_LH_DefaultB_IPL_2,-60,-53,29
29,17networks_LH_DefaultB_IPL_3,-49,-54,25
30,17networks_LH_DefaultB_IPL_4,-46,-60,20
31,17networks_LH_DefaultB_PFCd_1,-9,19,64
32,17networks_LH_DefaultB_PFCd_10,-14,11,64
33,17networks_LH_DefaultB_PFCd_11,-4,12,58
34,17networks_LH_DefaultB_PFCd_12,-19,20,62
35,17networks_LH_DefaultB_PFCd_13,-16,40,49
36,17networks_LH_DefaultB_PFCd_14,-21,48,34
37,17networks_LH_DefaultB_PFCd_15,-23,56,23
38,17networks_LH_DefaultB_PFCd_2,-11,31,57
39,17networks_LH_DefaultB_PFCd_3,-4,44,49
40,17networks_LH_DefaultB_PFCd_4,-9,52,43
41,17networks_LH_DefaultB_PFCd_5,-17,50,39
42,17networks_LH_DefaultB_PFCd_6,-4,51,33
43,17networks_LH_DefaultB_PFCd_7,-7,60,29
44,17networks_LH_DefaultB_PFCd_8,-16,58,26
45,17networks_LH_DefaultB_PFCd_9,-6,8,68
46,17networks_LH_DefaultB_PFCl_1,-41,8,52
47,17networks_LH_DefaultB_PFCl_2,-47,3,45
48,17networks_LH_DefaultB_PFCl_3,-41,19,46
49,17networks_LH_DefaultB_PFCl_4,-53,31,7
50,17networks_LH_DefaultB_PFCl_5,-47,42,1
51,17networks_LH_DefaultB_PFCv_1,-54,20,13
52,17networks_LH_DefaultB_PFCv_10,-40,24,-8
53,17networks_LH_DefaultB_PFCv_2,-47,36,-13
54,17networks_LH_DefaultB_PFCv_3,-46,32,-3
55,17networks_LH_DefaultB_PFCv_4,-41,29,-13
56,17networks_LH_DefaultB_PFCv_5,-34,20,-16
57,17networks_LH_DefaultB_PFCv_6,-27,17,-15
58,17networks_LH_DefaultB_PFCv_7,-46,24,2
59,17networks_LH_DefaultB_PFCv_8,-36,37,-12
60,17networks_LH_DefaultB_PFCv_9,-34,29,-18
61,17networks_LH_DefaultB_TempPole_1,-47,8,-37
62,17networks_LH_DefaultB_TempPole_2,-42,18,-29
63,17networks_LH_DefaultB_Temp_1,-61,-45,3
64,17networks_LH_DefaultB_Temp_10,-48,-33,1
65,17networks_LH_DefaultB_Temp_11,-53,-35,-3
66,17networks_LH_DefaultB_Temp_12,-48,-26,-6
67,17networks_LH_DefaultB_Temp_13,-49,-18,-6
68,17networks_LH_DefaultB_Temp_14,-62,-33,-14
69,17networks_LH_DefaultB_Temp_15,-49,-8,-13
70,17networks_LH_DefaultB_Temp_16,-50,7,-22
71,17networks_LH_DefaultB_Temp_17,-61,-13,-12
72,17networks_LH_DefaultB_Temp_18,-54,-5,-18
73,17networks_LH_DefaultB_Temp_19,-62,-20,-20
74,17networks_LH_DefaultB_Temp_2,-65,-38,-4
75,17networks_LH_DefaultB_Temp_20,-61,-5,-21
76,17networks_LH_DefaultB_Temp_3,-58,-29,-6
77,17networks_LH_DefaultB_Temp_4,-53,-22,-10
78,17networks_LH_DefaultB_Temp_5,-66,-25,-9
