ADAS: Word Recall,ADAS: Commands,ADAS: Construction,ADAS: Del. Recall,ADAS: Nam. MMSE: Lan.,ADAS: Ide. Praxis,ADAS: Orientation,ADAS: Word Recog.,ADAS: Spo. Com.,ADAS: Word Find.,ADAS: Num. Can.,MMSE: Ori. Time,MMSE: Ori. Place,MMSE: Imm. Del. ,MMSE: Attention,MMSE: Repetition,MMSE: Com. Com.,BNT,CFT: Animal,Clock Drawing Test,Clock Copying  Test,LM: Imm. Recall,LM: Del. Recall,RAVLT: Trail 6,RAVLT: 30 min delay,RAVLT: Recognition,TMT: Part A,TMT: Part B
0.05155,0.0086427,0.010147,0.068793,0.028689,0.0063819,0.06812,0.060646,0.017976,0.007275,0.0080998,0.069235,0.067527,0.064747,0.0092057,0.022249,0.0090969,0.0459,0.030472,0.0080763,0.0044175,0.064921,0.072897,0.05847,0.059707,0.061639,0.0010064,0.014113
