ADAS: Word Recall,ADAS: Commands,ADAS: Construction,ADAS: Del. Recall,ADAS: Nam. MMSE: Lan.,ADAS: Ide. Praxis,ADAS: Orientation,ADAS: Word Recog.,ADAS: Spo. Com.,ADAS: Word Find.,ADAS: Num. Can.,MMSE: Ori. Time,MMSE: Ori. Place,MMSE: Imm. Del. ,MMSE: Attention,MMSE: Repetition,MMSE: Com. Com.,BNT,CFT: Animal,Clock Drawing Test,Clock Copying  Test,LM: Imm. Recall,LM: Del. Recall,RAVLT: Trail 6,RAVLT: 30 min delay,RAVLT: Recognition,TMT: Part A,TMT: Part B
0.034465,0.022899,0.050376,0.031192,0.0046274,0.068146,0.029125,0.023344,0.0084822,0.019435,0.061451,0.032713,0.014389,0.025774,0.013155,0.0080539,0.072291,0.0016622,0.035795,0.072539,0.075717,0.032588,0.033785,0.033808,0.031778,0.024036,0.071761,0.066614
