stage,corr_loss,l1_loss,ks_loss,total_loss
train,0.8411715855424348,0.09074035409906052,0.9094738366376753,1.8413857762791705
val,1.0079820326529914,0.8975461660274939,0.8490736147106017,2.754601813391087
test,1.0107068235956225,0.9038439282396267,0.8444592126372951,2.7590099644725443
