ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-20,65,8
2,17networks_LH_DefaultA_IPL_1,-38,-75,44
3,17networks_LH_DefaultA_IPL_2,-48,-70,32
4,17networks_LH_DefaultA_IPL_3,-46,-63,34
5,17networks_LH_DefaultA_PCC_1,-4,-53,17
6,17networks_LH_DefaultA_PCC_2,-5,-51,25
7,17networks_LH_DefaultA_PFCd_1,-20,39,41
8,17networks_LH_DefaultA_PFCd_2,-20,32,51
9,17networks_LH_DefaultA_PFCm_1,-7,58,6
10,17networks_LH_DefaultA_PFCm_2,-5,54,-11
11,17networks_LH_DefaultA_PFCm_3,-6,34,-9
12,17networks_LH_DefaultA_PFCm_4,-5,21,-20
13,17networks_LH_DefaultA_PFCm_5,-4,15,-10
14,17networks_LH_DefaultA_PHC_1,-21,-18,-28
15,17networks_LH_DefaultA_PHC_2,-19,-26,-20
16,17networks_LH_DefaultA_Temp_1,-51,0,-21
17,17networks_LH_DefaultA_Temp_2,-61,-10,-15
18,17networks_LH_DefaultA_Temp_3,-51,-14,-11
19,17networks_LH_DefaultA_Temp_4,-39,-14,-32
20,17networks_LH_DefaultA_Temp_5,-37,-22,-28
21,17networks_LH_DefaultA_Temp_6,-43,-31,-22
22,17networks_LH_DefaultA_TempPole_1,-29,11,-31
23,17networks_LH_DefaultA_TempPole_2,-37,9,-25
24,17networks_LH_DefaultA_pCun_1,-3,-62,22
25,17networks_LH_DefaultA_pCun_2,-6,-58,28
26,17networks_LH_DefaultA_pCun_3,-3,-67,30
27,17networks_LH_DefaultA_pCun_4,-7,-58,35
28,17networks_LH_DefaultB_FPole_1,-8,65,-13
29,17networks_LH_DefaultB_FPole_2,-19,63,-9
30,17networks_LH_DefaultB_FPole_3,-8,68,2
31,17networks_LH_DefaultB_IPL_1,-51,-54,25
32,17networks_LH_DefaultB_IPL_2,-60,-53,30
33,17networks_LH_DefaultB_IPL_3,-53,-58,35
34,17networks_LH_DefaultB_IPL_4,-43,-66,23
35,17networks_LH_DefaultB_IPL_5,-47,-60,18
36,17networks_LH_DefaultB_IPL_6,-43,-57,25
37,17networks_LH_DefaultB_IPL_7,-46,-50,17
38,17networks_LH_DefaultB_PCC_1,-2,-16,36
39,17networks_LH_DefaultB_PCC_2,-4,-25,40
40,17networks_LH_DefaultB_PCC_3,-3,-44,28
41,17networks_LH_DefaultB_PCC_4,-11,-49,30
42,17networks_LH_DefaultB_PCC_5,-5,-39,34
43,17networks_LH_DefaultB_PCC_6,-9,-43,38
44,17networks_LH_DefaultB_PFCd_1,-20,17,64
45,17networks_LH_DefaultB_PFCd_2,-12,26,60
46,17networks_LH_DefaultB_PFCd_3,-11,43,51
47,17networks_LH_DefaultB_PFCd_4,-4,39,52
48,17networks_LH_DefaultB_PFCd_5,-15,61,25
49,17networks_LH_DefaultB_PFCd_6,-14,50,40
50,17networks_LH_DefaultB_PFCd_7,-5,60,20
51,17networks_LH_DefaultB_PFCd_8,-6,48,19
52,17networks_LH_DefaultB_PFCd_9,-5,55,38
53,17networks_LH_DefaultB_PFCd_10,-3,41,35
54,17networks_LH_DefaultB_PFCl_1,-39,24,46
55,17networks_LH_DefaultB_PFCl_2,-46,13,41
56,17networks_LH_DefaultB_PFCl_3,-38,14,56
57,17networks_LH_DefaultB_PFCv_1,-47,33,-11
58,17networks_LH_DefaultB_PFCv_2,-36,23,-15
59,17networks_LH_DefaultB_Temp_1,-63,-25,-8
60,17networks_LH_DefaultB_Temp_2,-63,-37,-3
61,17networks_LH_DefaultB_Temp_3,-51,-36,1
62,17networks_LH_DefaultB_Temp_4,-51,-19,-33
63,17networks_LH_DefaultB_Temp_5,-58,-16,-28
64,17networks_LH_DefaultB_TempPole_1,-51,3,-32
65,17networks_LH_DefaultB_TempPole_2,-34,10,-41
66,17networks_LH_DefaultB_TempPole_3,-42,18,-29
67,17networks_LH_DefaultC_IPL_1,-44,-74,25
68,17networks_LH_DefaultC_IPL_2,-38,-82,32
69,17networks_LH_DefaultC_PFCd_1,-23,16,52
70,17networks_LH_DefaultC_PFCd_2,-28,29,47
71,17networks_LH_DefaultC_PFCd_3,-23,25,41
72,17networks_LH_DefaultC_PHC_1,-18,-36,-13
73,17networks_LH_DefaultC_PHC_2,-32,-25,-24
74,17networks_LH_DefaultC_PHC_3,-29,-36,-15
75,17networks_LH_DefaultC_RSC_1,-11,-59,16
76,17networks_LH_DefaultC_RSC_2,-17,-63,22
77,17networks_LH_DefaultC_RSC_3,-6,-47,14
78,17networks_LH_DefaultC_RSC_4,-10,-53,8
79,17networks_LH_DefaultC_RSC_5,-11,-43,1
80,17networks_LH_DefaultC_RSC_6,-19,-54,5
81,17networks_LH_DefaultC_RSC_7,-11,-47,4
82,17networks_LH_DefaultC_pCun_1,-5,-58,49
83,17networks_LH_DefaultC_pCun_2,-5,-70,54
84,17networks_LH_DefaultC_pCun_3,-5,-61,54
85,17networks_LH_DefaultC_pCun_4,-3,-68,45
86,17networks_LH_DefaultC_pCun_5,-3,-66,38
