ROI Index,Label Name,R,A,S
37,17Networks_LH_VisPeri_ExStrSup_5,-12,-50,-6
38,17Networks_LH_VisPeri_ExStrSup_6,-6,-76,-6
39,17Networks_LH_VisPeri_ExStrSup_7,-14,-42,-4
40,17Networks_LH_VisPeri_ExStrSup_8,-8,-62,2
41,17Networks_LH_VisPeri_ExStrSup_9,-4,-68,6
42,17Networks_LH_VisPeri_ExStrSup_10,-16,-54,0
43,17Networks_LH_VisPeri_ExStrSup_11,-6,-86,0
44,17Networks_LH_VisPeri_ExStrSup_12,-12,-44,2
45,17Networks_LH_VisPeri_ExStrSup_13,-14,-68,4
46,17Networks_LH_VisPeri_ExStrSup_14,-10,-78,8
47,17Networks_LH_VisPeri_ExStrSup_15,-22,-60,6
48,17Networks_LH_VisPeri_ExStrSup_16,-16,-72,8
49,17Networks_LH_VisPeri_ExStrSup_17,-2,-86,8
50,17Networks_LH_VisPeri_ExStrSup_18,-18,-60,8
51,17Networks_LH_VisPeri_ExStrSup_19,-6,-74,12
52,17Networks_LH_VisPeri_ExStrSup_20,-2,-96,12
53,17Networks_LH_VisPeri_ExStrSup_21,-16,-64,12
54,17Networks_LH_VisPeri_ExStrSup_22,-6,-68,16
55,17Networks_LH_VisPeri_ExStrSup_23,-2,-84,20
56,17Networks_LH_VisPeri_ExStrSup_24,-6,-94,24
57,17Networks_LH_VisPeri_ExStrSup_25,-16,-70,20
58,17Networks_LH_VisPeri_ExStrSup_26,-8,-76,26
59,17Networks_LH_VisPeri_ExStrSup_27,-6,-86,36
60,17Networks_LH_VisPeri_ExStrSup_28,-18,-90,34
61,17Networks_LH_VisPeri_ExStrSup_29,-16,-72,30
62,17Networks_LH_VisPeri_ExStrSup_30,-12,-80,36
63,17Networks_LH_VisPeri_ExStrSup_31,-18,-86,44
64,17Networks_LH_VisPeri_ExStrSup_32,-12,-80,46
65,17Networks_LH_SomMotA_1,-58,-18,48
66,17Networks_LH_SomMotA_2,-8,-8,42
67,17Networks_LH_SomMotA_3,-8,-8,46
68,17Networks_LH_SomMotA_4,-48,-16,52
69,17Networks_LH_SomMotA_5,-52,-24,54
70,17Networks_LH_SomMotA_6,-44,-12,50
71,17Networks_LH_SomMotA_7,-6,-18,48
72,17Networks_LH_SomMotA_8,-36,-22,48
73,17Networks_LH_SomMotA_9,-46,-20,60
74,17Networks_LH_SomMotA_10,-44,-34,62
75,17Networks_LH_SomMotA_11,-40,-14,60
76,17Networks_LH_SomMotA_12,-4,-26,56
77,17Networks_LH_SomMotA_13,-38,-28,58
78,17Networks_LH_SomMotA_14,-4,-14,58
79,17Networks_LH_SomMotA_15,-8,-40,56
80,17Networks_LH_SomMotA_16,-34,-26,54
81,17Networks_LH_SomMotA_17,-32,-38,62
82,17Networks_LH_SomMotA_18,-28,-12,64
83,17Networks_LH_SomMotA_19,-30,-22,68
84,17Networks_LH_SomMotA_20,-32,-30,68
85,17Networks_LH_SomMotA_21,-28,-30,56
86,17Networks_LH_SomMotA_22,-4,-20,66
87,17Networks_LH_SomMotA_23,-20,-12,72
88,17Networks_LH_SomMotA_24,-24,-38,70
89,17Networks_LH_SomMotA_25,-8,-42,68
90,17Networks_LH_SomMotA_26,-14,-4,70
91,17Networks_LH_SomMotA_27,-2,-32,66
92,17Networks_LH_SomMotA_28,-20,-24,68
93,17Networks_LH_SomMotA_29,-20,-30,66
94,17Networks_LH_SomMotA_30,-14,-48,74
95,17Networks_LH_SomMotA_31,-14,-14,74
96,17Networks_LH_SomMotA_32,-8,-18,74
97,17Networks_LH_SomMotA_33,-18,-38,74
98,17Networks_LH_SomMotA_34,-12,-26,74
99,17Networks_LH_SomMotA_35,-12,-32,72
100,17Networks_LH_SomMotA_36,-10,-36,78
101,17Networks_LH_SomMotA_37,-6,-36,74
102,17Networks_LH_SomMotB_Aud_1,-50,4,-6
103,17Networks_LH_SomMotB_Aud_2,-58,-4,0
104,17Networks_LH_SomMotB_Aud_3,-48,-12,-2
105,17Networks_LH_SomMotB_Aud_4,-56,-16,6
106,17Networks_LH_SomMotB_Aud_5,-42,-20,4
107,17Networks_LH_SomMotB_Aud_6,-60,-26,10
108,17Networks_LH_SomMotB_Aud_7,-36,-12,12
109,17Networks_LH_SomMotB_Aud_8,-40,-24,12
110,17Networks_LH_SomMotB_Aud_9,-34,-22,10
111,17Networks_LH_SomMotB_Aud_10,-42,-30,8
112,17Networks_LH_SomMotB_Aud_11,-36,-14,18
113,17Networks_LH_SomMotB_Aud_12,-48,-34,12
114,17Networks_LH_SomMotB_Aud_13,-34,-28,18
115,17Networks_LH_SomMotB_Aud_14,-42,-14,18
116,17Networks_LH_SomMotB_Aud_15,-60,-36,16
117,17Networks_LH_SomMotB_Aud_16,-48,-12,14
118,17Networks_LH_SomMotB_Aud_17,-58,-6,8
119,17Networks_LH_SomMotB_Aud_18,-40,-36,16
120,17Networks_LH_SomMotB_Aud_19,-42,-26,20
121,17Networks_LH_SomMotB_Aud_20,-60,0,12
122,17Networks_LH_SomMotB_Aud_21,-58,-14,14
123,17Networks_LH_SomMotB_Aud_22,-46,-40,20
124,17Networks_LH_SomMotB_Aud_23,-50,-22,18
125,17Networks_LH_SomMotB_Aud_24,-64,-10,12
126,17Networks_LH_SomMotB_Aud_25,-48,-30,18
127,17Networks_LH_SomMotB_Aud_26,-62,-18,20
128,17Networks_LH_SomMotB_Aud_27,-60,-2,18
129,17Networks_LH_SomMotB_Aud_28,-64,-8,22
130,17Networks_LH_SomMotB_Aud_29,-58,-2,28
131,17Networks_LH_SomMotB_Aud_30,-56,-8,24
132,17Networks_LH_SomMotB_Aud_31,-62,-10,34
133,17Networks_LH_SomMotB_Aud_32,-54,-4,36
134,17Networks_LH_SomMotB_Aud_33,-52,-12,32
135,17Networks_LH_SomMotB_Aud_34,-58,-12,42
136,17Networks_LH_SomMotB_Aud_35,-48,-18,40
137,17Networks_LH_SomMotB_Aud_36,-46,-12,40
138,17Networks_LH_SomMotB_Aud_37,-52,-2,48
139,17Networks_LH_SomMotB_Aud_38,-38,-18,40
140,17Networks_LH_DorsAttnA_SPL_1,-46,-44,-22
141,17Networks_LH_DorsAttnA_SPL_2,-34,-44,-20
142,17Networks_LH_DorsAttnA_SPL_3,-44,-56,-16
143,17Networks_LH_DorsAttnA_SPL_4,-48,-60,-10
144,17Networks_LH_DorsAttnA_SPL_5,-46,-64,-2
145,17Networks_LH_DorsAttnA_SPL_6,-52,-68,4
146,17Networks_LH_DorsAttnA_SPL_7,-46,-66,10
147,17Networks_LH_DorsAttnA_SPL_8,-52,-74,14
148,17Networks_LH_DorsAttnA_SPL_9,-44,-68,16
149,17Networks_LH_DorsAttnA_SPL_10,-46,-74,24
150,17Networks_LH_DorsAttnA_SPL_11,-40,-86,22
151,17Networks_LH_DorsAttnA_SPL_12,-32,-84,26
152,17Networks_LH_DorsAttnA_SPL_13,-30,-74,26
153,17Networks_LH_DorsAttnA_SPL_14,-24,-70,32
154,17Networks_LH_DorsAttnA_SPL_15,-22,-80,40
155,17Networks_LH_DorsAttnA_SPL_16,-20,-78,52
156,17Networks_LH_DorsAttnA_SPL_17,-20,-72,46
157,17Networks_LH_DorsAttnA_SPL_18,-22,-64,48
158,17Networks_LH_DorsAttnA_SPL_19,-28,-54,50
159,17Networks_LH_DorsAttnA_SPL_20,-28,-60,54
160,17Networks_LH_DorsAttnA_SPL_21,-12,-74,54
161,17Networks_LH_DorsAttnA_SPL_22,-38,-52,58
162,17Networks_LH_DorsAttnA_SPL_23,-32,-56,60
163,17Networks_LH_DorsAttnA_SPL_24,-20,-70,58
164,17Networks_LH_DorsAttnA_SPL_25,-28,-62,62
165,17Networks_LH_DorsAttnA_SPL_26,-14,-66,62
166,17Networks_LH_DorsAttnB_TempOcc_1,-58,-60,6
167,17Networks_LH_DorsAttnB_TempOcc_2,-48,-60,14
168,17Networks_LH_DorsAttnB_PostC_1,-62,-24,34
169,17Networks_LH_DorsAttnB_PostC_2,-56,-18,40
170,17Networks_LH_DorsAttnB_PostC_3,-56,-26,40
171,17Networks_LH_DorsAttnB_PostC_4,-56,-32,46
172,17Networks_LH_DorsAttnB_PostC_5,-52,-22,44
173,17Networks_LH_DorsAttnB_PostC_6,-48,-28,40
174,17Networks_LH_DorsAttnB_PostC_7,-42,-32,42
175,17Networks_LH_DorsAttnB_PostC_8,-48,-26,46
176,17Networks_LH_DorsAttnB_PostC_9,-36,-36,46
177,17Networks_LH_DorsAttnB_PostC_10,-44,-32,52
178,17Networks_LH_DorsAttnB_PostC_11,-40,-38,56
179,17Networks_LH_DorsAttnB_PostC_12,-38,-42,56
180,17Networks_LH_DorsAttnB_PostC_13,-34,-56,66
181,17Networks_LH_DorsAttnB_PostC_14,-6,-60,62
182,17Networks_LH_DorsAttnB_PostC_15,-30,-46,64
183,17Networks_LH_DorsAttnB_PostC_16,-22,-58,64
184,17Networks_LH_DorsAttnB_PostC_17,-8,-52,68
185,17Networks_LH_DorsAttnB_PostC_18,-14,-58,68
186,17Networks_LH_DorsAttnB_PostC_19,-20,-50,68
187,17Networks_LH_DorsAttnB_FEF_1,-42,-2,50
188,17Networks_LH_DorsAttnB_FEF_2,-32,-6,52
189,17Networks_LH_DorsAttnB_FEF_3,-24,-6,54
190,17Networks_LH_DorsAttnB_FEF_4,-22,4,66
191,17Networks_LH_DorsAttnB_FEF_5,-18,-10,64
192,17Networks_LH_DorsAttnB_PrCv_1,-58,6,24
193,17Networks_LH_DorsAttnB_PrCv_2,-56,6,34
194,17Networks_LH_DorsAttnB_PrCv_3,-50,2,38
195,17Networks_LH_SalVentAttnA_ParOper_1,-48,-36,26
196,17Networks_LH_SalVentAttnA_ParOper_2,-52,-44,26
197,17Networks_LH_SalVentAttnA_ParOper_3,-58,-24,20
198,17Networks_LH_SalVentAttnA_ParOper_4,-60,-30,22
199,17Networks_LH_SalVentAttnA_ParOper_5,-58,-38,28
200,17Networks_LH_SalVentAttnA_ParOper_6,-58,-16,28
201,17Networks_LH_SalVentAttnA_ParOper_7,-60,-32,34
202,17Networks_LH_SalVentAttnA_Ins_1,-36,10,-12
203,17Networks_LH_SalVentAttnA_Ins_2,-38,4,-8
204,17Networks_LH_SalVentAttnA_Ins_3,-38,-8,-8
205,17Networks_LH_SalVentAttnA_Ins_4,-40,0,2
206,17Networks_LH_SalVentAttnA_Ins_5,-42,-14,-6
207,17Networks_LH_SalVentAttnA_Ins_6,-34,26,8
208,17Networks_LH_SalVentAttnA_Ins_7,-36,-4,8
209,17Networks_LH_SalVentAttnA_Ins_8,-38,-16,6
210,17Networks_LH_SalVentAttnA_Ins_9,-32,14,10
211,17Networks_LH_SalVentAttnA_Ins_10,-36,4,12
212,17Networks_LH_SalVentAttnA_Ins_11,-42,-2,14
213,17Networks_LH_SalVentAttnA_Ins_12,-48,6,0
214,17Networks_LH_SalVentAttnA_Ins_13,-46,-2,8
215,17Networks_LH_SalVentAttnA_Ins_14,-54,2,4
216,17Networks_LH_SalVentAttnA_Ins_15,-56,8,10
217,17Networks_LH_SalVentAttnA_Ins_16,-56,6,16
218,17Networks_LH_SalVentAttnA_ParMed_1,-8,-20,38
219,17Networks_LH_SalVentAttnA_ParMed_2,-12,-32,40
220,17Networks_LH_SalVentAttnA_ParMed_3,-12,-22,40
221,17Networks_LH_SalVentAttnA_ParMed_4,-14,-42,46
222,17Networks_LH_SalVentAttnA_ParMed_5,-12,-32,48
223,17Networks_LH_SalVentAttnA_ParMed_6,-12,-44,52
224,17Networks_LH_SalVentAttnA_ParMed_7,-10,-48,60
225,17Networks_LH_SalVentAttnA_FrMed_1,-6,18,30
226,17Networks_LH_SalVentAttnA_FrMed_2,-6,4,38
227,17Networks_LH_SalVentAttnA_FrMed_3,-6,16,42
228,17Networks_LH_SalVentAttnA_FrMed_4,-6,2,52
229,17Networks_LH_SalVentAttnA_FrMed_5,-4,-2,64
230,17Networks_LH_SalVentAttnA_FrMed_6,-12,2,72
231,17Networks_LH_SalVentAttnA_FrMed_7,-8,-8,70
232,17Networks_LH_SalVentAttnB_IPL_1,-60,-44,30
233,17Networks_LH_SalVentAttnB_IPL_2,-62,-38,38
234,17Networks_LH_SalVentAttnB_PFCd_1,-14,10,66
235,17Networks_LH_SalVentAttnB_PFCl_1,-38,48,18
236,17Networks_LH_SalVentAttnB_PFCl_2,-30,46,28
237,17Networks_LH_SalVentAttnB_PFCl_3,-22,46,34
238,17Networks_LH_SalVentAttnB_PFCl_4,-34,32,38
239,17Networks_LH_SalVentAttnB_PFCl_5,-26,38,40
240,17Networks_LH_SalVentAttnB_PFCv_1,-34,16,-8
241,17Networks_LH_SalVentAttnB_PFCv_2,-32,22,0
242,17Networks_LH_SalVentAttnB_PFCv_3,-34,30,0
243,17Networks_LH_SalVentAttnB_PFCv_4,-30,20,6
244,17Networks_LH_SalVentAttnB_PFCv_5,-38,18,8
245,17Networks_LH_SalVentAttnB_PFCv_6,-44,12,2
246,17Networks_LH_SalVentAttnB_PFCv_7,-50,12,12
247,17Networks_LH_SalVentAttnB_OFC_1,-28,48,-14
248,17Networks_LH_SalVentAttnB_PFCmp_1,-2,26,18
249,17Networks_LH_SalVentAttnB_PFCmp_2,-6,32,24
250,17Networks_LH_SalVentAttnB_PFCmp_3,-4,16,24
251,17Networks_LH_SalVentAttnB_PFCmp_4,-6,26,36
252,17Networks_LH_SalVentAttnB_PFCmp_5,-6,14,52
253,17Networks_LH_Limbic_OFC_1,-14,18,-22
254,17Networks_LH_Limbic_OFC_2,-24,14,-22
255,17Networks_LH_Limbic_OFC_3,-12,28,-20
256,17Networks_LH_Limbic_OFC_4,-24,28,-18
257,17Networks_LH_Limbic_OFC_5,-20,40,-20
258,17Networks_LH_Limbic_OFC_6,-8,48,-24
259,17Networks_LH_Limbic_OFC_7,-4,20,-20
260,17Networks_LH_Limbic_OFC_8,-4,38,-22
261,17Networks_LH_Limbic_OFC_9,-12,58,-18
262,17Networks_LH_Limbic_OFC_10,-4,18,-10
263,17Networks_LH_Limbic_OFC_11,-8,66,-12
264,17Networks_LH_Limbic_OFC_12,-20,62,-8
265,17Networks_LH_Limbic_TempPole_1,-30,-2,-44
266,17Networks_LH_Limbic_TempPole_2,-38,-12,-38
267,17Networks_LH_Limbic_TempPole_3,-48,-10,-38
268,17Networks_LH_Limbic_TempPole_4,-28,12,-40
269,17Networks_LH_Limbic_TempPole_5,-28,-8,-34
270,17Networks_LH_Limbic_TempPole_6,-44,6,-38
271,17Networks_LH_Limbic_TempPole_7,-18,0,-30
272,17Networks_LH_Limbic_TempPole_8,-38,-18,-28
273,17Networks_LH_Limbic_TempPole_9,-50,-26,-28
274,17Networks_LH_Limbic_TempPole_10,-20,-14,-30
275,17Networks_LH_Limbic_TempPole_11,-28,8,-30
276,17Networks_LH_Limbic_TempPole_12,-42,-30,-22
277,17Networks_LH_Limbic_TempPole_13,-58,-34,-24
278,17Networks_LH_Limbic_TempPole_14,-38,10,-26
279,17Networks_LH_Limbic_TempPole_15,-42,4,-20
280,17Networks_LH_Limbic_TempPole_16,-46,6,-14
281,17Networks_LH_ContA_Temp_1,-54,-50,-22
282,17Networks_LH_ContA_Temp_2,-58,-60,-6
283,17Networks_LH_ContA_IPS_1,-28,-76,40
284,17Networks_LH_ContA_IPS_2,-58,-42,46
285,17Networks_LH_ContA_IPS_3,-26,-68,40
286,17Networks_LH_ContA_IPS_4,-32,-68,50
287,17Networks_LH_ContA_IPS_5,-50,-40,50
288,17Networks_LH_ContA_IPS_6,-44,-46,50
289,17Networks_LH_ContA_IPS_7,-42,-38,42
290,17Networks_LH_ContA_IPS_8,-36,-44,38
291,17Networks_LH_ContA_IPS_9,-30,-60,48
292,17Networks_LH_ContA_IPS_10,-32,-54,42
293,17Networks_LH_ContA_IPS_11,-32,-46,46
294,17Networks_LH_ContA_PFCd_1,-36,2,58
295,17Networks_LH_ContA_PFCd_2,-28,2,58
296,17Networks_LH_ContA_PFCd_3,-22,8,52
297,17Networks_LH_ContA_PFCl_1,-38,48,6
298,17Networks_LH_ContA_PFCl_2,-50,36,8
299,17Networks_LH_ContA_PFCl_3,-46,28,18
300,17Networks_LH_ContA_PFCl_4,-42,36,16
301,17Networks_LH_ContA_PFCl_5,-50,6,20
302,17Networks_LH_ContA_PFCl_6,-48,16,24
303,17Networks_LH_ContA_PFCl_7,-46,4,26
304,17Networks_LH_ContA_PFCl_8,-44,24,28
305,17Networks_LH_ContA_PFCl_9,-42,38,28
306,17Networks_LH_ContA_PFCl_10,-36,12,26
307,17Networks_LH_ContA_PFCl_11,-48,4,32
308,17Networks_LH_ContA_PFCl_12,-36,8,32
309,17Networks_LH_ContA_PFCl_13,-40,4,36
310,17Networks_LH_ContA_PFCl_14,-48,4,42
311,17Networks_LH_ContA_Cinga_1,-4,2,30
312,17Networks_LH_ContB_Temp_1,-60,-36,-18
313,17Networks_LH_ContB_Temp_2,-58,-50,-14
314,17Networks_LH_ContB_Temp_3,-62,-48,-6
315,17Networks_LH_ContB_IPL_1,-60,-48,40
316,17Networks_LH_ContB_IPL_2,-46,-60,50
317,17Networks_LH_ContB_IPL_3,-50,-54,48
318,17Networks_LH_ContB_IPL_4,-52,-48,52
319,17Networks_LH_ContB_IPL_5,-38,-60,50
320,17Networks_LH_ContB_IPL_6,-42,-52,48
321,17Networks_LH_ContB_PFCd_1,-20,18,60
322,17Networks_LH_ContB_PFCl_1,-44,20,36
323,17Networks_LH_ContB_PFCl_2,-46,14,40
324,17Networks_LH_ContB_PFCl_3,-38,24,46
325,17Networks_LH_ContB_PFCl_4,-30,16,56
326,17Networks_LH_ContB_PFClv_1,-40,52,-6
327,17Networks_LH_ContB_PFClv_2,-28,58,-2
328,17Networks_LH_ContB_PFClv_3,-28,56,10
329,17Networks_LH_ContB_PFCmp_1,-4,28,48
330,17Networks_LH_ContC_pCun_1,-12,-68,28
331,17Networks_LH_ContC_pCun_2,-8,-70,32
332,17Networks_LH_ContC_pCun_3,-8,-74,40
333,17Networks_LH_ContC_pCun_4,-6,-38,42
334,17Networks_LH_ContC_pCun_5,-6,-44,44
335,17Networks_LH_ContC_pCun_6,-6,-78,50
336,17Networks_LH_ContC_pCun_7,-2,-70,48
337,17Networks_LH_ContC_pCun_8,-4,-56,46
338,17Networks_LH_ContC_pCun_9,-4,-48,50
339,17Networks_LH_ContC_pCun_10,-6,-62,52
340,17Networks_LH_ContC_pCun_11,-6,-70,58
341,17Networks_LH_ContC_pCun_12,-4,-52,58
342,17Networks_LH_ContC_Cingp_1,-6,-44,22
343,17Networks_LH_ContC_Cingp_2,-6,-36,26
344,17Networks_LH_ContC_Cingp_3,-6,-28,28
345,17Networks_LH_ContC_Cingp_4,-4,-16,30
346,17Networks_LH_ContC_Cingp_5,-2,-26,30
347,17Networks_LH_DefaultA_IPL_1,-42,-68,22
348,17Networks_LH_DefaultA_IPL_2,-46,-62,28
349,17Networks_LH_DefaultA_IPL_3,-48,-70,28
350,17Networks_LH_DefaultA_IPL_4,-44,-72,40
351,17Networks_LH_DefaultA_IPL_5,-46,-64,38
352,17Networks_LH_DefaultA_IPL_6,-34,-76,48
353,17Networks_LH_DefaultA_IPL_7,-42,-68,50
354,17Networks_LH_DefaultA_PFCd_1,-20,38,42
355,17Networks_LH_DefaultA_PFCd_2,-26,26,44
356,17Networks_LH_DefaultA_PFCd_3,-20,32,50
357,17Networks_LH_DefaultA_PFCd_4,-22,18,50
358,17Networks_LH_DefaultA_PCC_1,-6,-46,12
359,17Networks_LH_DefaultA_PCC_2,-4,-54,12
360,17Networks_LH_DefaultA_PCC_3,-4,-50,18
361,17Networks_LH_DefaultA_PCC_4,-4,-58,20
362,17Networks_LH_DefaultA_PCC_5,-4,-48,26
363,17Networks_LH_DefaultA_PCC_6,-4,-64,24
364,17Networks_LH_DefaultA_PCC_7,-6,-56,26
365,17Networks_LH_DefaultA_PCC_8,-2,-40,30
366,17Networks_LH_DefaultA_PCC_9,-8,-48,30
367,17Networks_LH_DefaultA_PCC_10,-4,-64,30
368,17Networks_LH_DefaultA_PCC_11,-10,-54,32
369,17Networks_LH_DefaultA_PCC_12,-6,-40,34
370,17Networks_LH_DefaultA_PCC_13,-2,-16,36
371,17Networks_LH_DefaultA_PCC_14,-4,-32,38
372,17Networks_LH_DefaultA_PCC_15,-12,-46,36
373,17Networks_LH_DefaultA_PCC_16,-6,-58,36
374,17Networks_LH_DefaultA_PCC_17,-4,-66,40
375,17Networks_LH_DefaultA_PCC_18,-8,-52,40
376,17Networks_LH_DefaultA_PFCm_1,-4,54,-10
377,17Networks_LH_DefaultA_PFCm_2,-6,36,-8
378,17Networks_LH_DefaultA_PFCm_3,-6,50,0
379,17Networks_LH_DefaultA_PFCm_4,-4,38,2
380,17Networks_LH_DefaultA_PFCm_5,-12,68,4
381,17Networks_LH_DefaultA_PFCm_6,-6,60,6
382,17Networks_LH_DefaultA_PFCm_7,-22,64,10
383,17Networks_LH_DefaultA_PFCm_8,-2,34,12
384,17Networks_LH_DefaultA_PFCm_9,-8,44,12
385,17Networks_LH_DefaultB_Temp_1,-58,-18,-30
386,17Networks_LH_DefaultB_Temp_2,-54,0,-30
387,17Networks_LH_DefaultB_Temp_3,-42,18,-30
388,17Networks_LH_DefaultB_Temp_4,-62,-16,-20
389,17Networks_LH_DefaultB_Temp_5,-58,-4,-16
390,17Networks_LH_DefaultB_Temp_6,-52,8,-18
391,17Networks_LH_DefaultB_Temp_7,-64,-36,-10
392,17Networks_LH_DefaultB_Temp_8,-64,-26,-8
393,17Networks_LH_DefaultB_Temp_9,-54,-14,-12
394,17Networks_LH_DefaultB_Temp_10,-52,-24,-8
395,17Networks_LH_DefaultB_Temp_11,-62,-36,-2
396,17Networks_LH_DefaultB_Temp_12,-58,-42,2
397,17Networks_LH_DefaultB_Temp_13,-52,-34,2
398,17Networks_LH_DefaultB_IPL_1,-46,-60,20
399,17Networks_LH_DefaultB_IPL_2,-46,-52,22
400,17Networks_LH_DefaultB_IPL_3,-56,-54,22
401,17Networks_LH_DefaultB_IPL_4,-44,-56,30
402,17Networks_LH_DefaultB_IPL_5,-52,-56,30
403,17Networks_LH_DefaultB_IPL_6,-60,-52,30
404,17Networks_LH_DefaultB_IPL_7,-52,-58,40
405,17Networks_LH_DefaultB_IPL_8,-54,-52,38
406,17Networks_LH_DefaultB_PFCd_1,-6,66,18
407,17Networks_LH_DefaultB_PFCd_2,-24,56,22
408,17Networks_LH_DefaultB_PFCd_3,-4,54,20
409,17Networks_LH_DefaultB_PFCd_4,-16,62,24
410,17Networks_LH_DefaultB_PFCd_5,-4,56,36
411,17Networks_LH_DefaultB_PFCd_6,-4,42,34
412,17Networks_LH_DefaultB_PFCd_7,-14,50,40
413,17Networks_LH_DefaultB_PFCd_8,-8,42,52
414,17Networks_LH_DefaultB_PFCd_9,-12,24,62
415,17Networks_LH_DefaultB_PFCd_10,-4,12,64
416,17Networks_LH_DefaultB_PFCl_1,-42,8,48
417,17Networks_LH_DefaultB_PFCl_2,-38,14,56
418,17Networks_LH_DefaultB_PFCv_1,-28,16,-16
419,17Networks_LH_DefaultB_PFCv_2,-34,36,-12
420,17Networks_LH_DefaultB_PFCv_3,-38,24,-14
421,17Networks_LH_DefaultB_PFCv_4,-46,36,-16
422,17Networks_LH_DefaultB_PFCv_5,-44,28,-6
423,17Networks_LH_DefaultB_PFCv_6,-48,40,-6
424,17Networks_LH_DefaultB_PFCv_7,-48,28,0
425,17Networks_LH_DefaultB_PFCv_8,-50,20,6
426,17Networks_LH_DefaultB_PFCv_9,-56,20,18
427,17Networks_LH_DefaultC_IPL_1,-44,-78,30
428,17Networks_LH_DefaultC_IPL_2,-36,-82,36
429,17Networks_LH_DefaultC_Rsp_1,-10,-48,4
430,17Networks_LH_DefaultC_Rsp_2,-10,-54,8
431,17Networks_LH_DefaultC_Rsp_3,-12,-58,16
432,17Networks_LH_DefaultC_Rsp_4,-16,-64,22
433,17Networks_LH_DefaultC_PHC_1,-30,-26,-22
434,17Networks_LH_DefaultC_PHC_2,-20,-22,-24
435,17Networks_LH_DefaultC_PHC_3,-28,-38,-20
436,17Networks_LH_DefaultC_PHC_4,-32,-40,-12
437,17Networks_LH_DefaultC_PHC_5,-22,-36,-14
438,17Networks_LH_DefaultC_PHC_6,-16,-38,-10
439,17Networks_LH_TempPar_1,-54,-4,-10
440,17Networks_LH_TempPar_2,-60,-14,-4
441,17Networks_LH_TempPar_3,-56,-22,-2
442,17Networks_LH_TempPar_4,-62,-52,4
443,17Networks_LH_TempPar_5,-64,-30,6
444,17Networks_LH_TempPar_6,-52,-46,6
445,17Networks_LH_TempPar_7,-56,-56,14
446,17Networks_LH_TempPar_8,-60,-40,10
447,17Networks_LH_TempPar_9,-46,-50,14
448,17Networks_LH_TempPar_10,-54,-48,14
449,17Networks_LH_TempPar_11,-64,-50,16
450,17Networks_LH_TempPar_12,-62,-46,22
451,17Networks_RH_VisCent_ExStr_1,36,-52,-18
452,17Networks_RH_VisCent_ExStr_2,30,-52,-10
453,17Networks_RH_VisCent_ExStr_3,38,-66,-16
454,17Networks_RH_VisCent_ExStr_4,28,-72,-10
455,17Networks_RH_VisCent_ExStr_5,30,-80,-12
456,17Networks_RH_VisCent_ExStr_6,40,-76,-16
457,17Networks_RH_VisCent_ExStr_7,22,-68,-8
458,17Networks_RH_VisCent_ExStr_8,36,-84,-16
459,17Networks_RH_VisCent_ExStr_9,16,-80,-14
460,17Networks_RH_VisCent_ExStr_10,48,-74,-14
