ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-8,68,2
2,17networks_LH_DefaultA_FPole_2,-20,66,10
3,17networks_LH_DefaultA_FPole_3,-8,68,16
4,17networks_LH_DefaultA_IPL_1,-38,-78,40
5,17networks_LH_DefaultA_IPL_2,-46,-70,40
6,17networks_LH_DefaultA_IPL_3,-38,-72,48
7,17networks_LH_DefaultA_IPL_4,-48,-70,30
8,17networks_LH_DefaultA_IPL_5,-48,-64,32
9,17networks_LH_DefaultA_IPL_6,-46,-58,34
10,17networks_LH_DefaultA_PCC_1,-4,-54,18
11,17networks_LH_DefaultA_PCC_2,-2,-48,24
12,17networks_LH_DefaultA_PFCd_1,-20,34,50
13,17networks_LH_DefaultA_PFCm_1,-6,60,8
14,17networks_LH_DefaultA_PFCm_2,-4,54,-10
15,17networks_LH_DefaultA_PFCm_3,-6,32,-12
16,17networks_LH_DefaultA_PFCm_4,-4,24,-6
17,17networks_LH_DefaultA_PFCm_5,-8,46,-4
18,17networks_LH_DefaultA_PFCm_6,-4,36,-4
19,17networks_LH_DefaultA_PFCm_7,-8,20,-22
20,17networks_LH_DefaultA_PFCm_8,-2,20,-18
21,17networks_LH_DefaultA_PFCm_9,-4,16,-10
22,17networks_LH_DefaultA_PHC_1,-20,-14,-30
23,17networks_LH_DefaultA_PHC_2,-20,-24,-22
24,17networks_LH_DefaultA_Temp_1,-60,-10,-14
25,17networks_LH_DefaultA_Temp_2,-54,-4,-10
26,17networks_LH_DefaultA_Temp_3,-40,-18,-28
27,17networks_LH_DefaultA_Temp_4,-44,-30,-22
28,17networks_LH_DefaultA_TempPole_1,-26,8,-30
29,17networks_LH_DefaultA_TempPole_2,-38,8,-24
30,17networks_LH_DefaultA_pCun_1,-4,-60,22
31,17networks_LH_DefaultA_pCun_2,-8,-52,26
32,17networks_LH_DefaultA_pCun_3,-6,-66,26
33,17networks_LH_DefaultA_pCun_4,-6,-58,30
34,17networks_LH_DefaultA_pCun_5,-4,-64,32
35,17networks_LH_DefaultA_pCun_6,-8,-54,34
36,17networks_LH_DefaultB_FPole_1,-10,62,-16
37,17networks_LH_DefaultB_FPole_2,-22,62,-10
38,17networks_LH_DefaultB_FPole_3,-16,66,-4
39,17networks_LH_DefaultB_IPL_1,-52,-54,26
40,17networks_LH_DefaultB_IPL_2,-62,-54,26
41,17networks_LH_DefaultB_IPL_3,-54,-58,34
