ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-14,68,2
2,17networks_LH_DefaultA_FPole_2,-20,66,12
3,17networks_LH_DefaultA_IPL_1,-38,-76,44
4,17networks_LH_DefaultA_IPL_2,-44,-66,46
5,17networks_LH_DefaultA_IPL_3,-48,-68,32
6,17networks_LH_DefaultA_IPL_4,-46,-60,34
7,17networks_LH_DefaultA_PCC_1,-4,-54,20
8,17networks_LH_DefaultA_PFCd_1,-20,42,42
9,17networks_LH_DefaultA_PFCd_2,-20,32,50
10,17networks_LH_DefaultA_PFCm_1,-6,60,6
11,17networks_LH_DefaultA_PFCm_2,-4,56,-10
12,17networks_LH_DefaultA_PFCm_3,-6,22,-12
13,17networks_LH_DefaultA_PFCm_4,-6,38,-8
14,17networks_LH_DefaultA_PFCm_5,-4,24,-6
15,17networks_LH_DefaultA_PFCm_6,-4,22,-20
16,17networks_LH_DefaultA_PHC_1,-20,-14,-30
17,17networks_LH_DefaultA_PHC_2,-20,-24,-22
18,17networks_LH_DefaultA_Temp_1,-60,-10,-14
19,17networks_LH_DefaultA_Temp_2,-54,-4,-12
20,17networks_LH_DefaultA_Temp_3,-38,-16,-32
21,17networks_LH_DefaultA_Temp_4,-46,-28,-24
22,17networks_LH_DefaultA_TempPole_1,-28,8,-30
23,17networks_LH_DefaultA_pCun_1,-4,-66,24
24,17networks_LH_DefaultA_pCun_2,-6,-56,28
25,17networks_LH_DefaultA_pCun_3,-4,-62,34
26,17networks_LH_DefaultB_FPole_1,-16,64,-10
27,17networks_LH_DefaultB_IPL_1,-60,-52,30
28,17networks_LH_DefaultB_IPL_2,-54,-56,34
29,17networks_LH_DefaultB_IPL_3,-46,-62,22
30,17networks_LH_DefaultB_IPL_4,-48,-54,24
31,17networks_LH_DefaultB_PCC_1,-2,-18,36
32,17networks_LH_DefaultB_PCC_2,-4,-42,30
33,17networks_LH_DefaultB_PCC_3,-12,-50,34
34,17networks_LH_DefaultB_PCC_4,-6,-42,40
35,17networks_LH_DefaultB_PFCd_1,-10,26,60
36,17networks_LH_DefaultB_PFCd_2,-18,18,64
37,17networks_LH_DefaultB_PFCd_3,-8,42,52
38,17networks_LH_DefaultB_PFCd_4,-14,56,32
39,17networks_LH_DefaultB_PFCd_5,-6,66,18
40,17networks_LH_DefaultB_PFCd_6,-4,52,22
41,17networks_LH_DefaultB_PFCd_7,-4,50,38
42,17networks_LH_DefaultB_PFCl_1,-40,22,46
43,17networks_LH_DefaultB_PFCl_2,-38,12,58
44,17networks_LH_DefaultB_PFCv_1,-44,38,-18
45,17networks_LH_DefaultB_PFCv_2,-48,32,-8
46,17networks_LH_DefaultB_PFCv_3,-28,16,-16
47,17networks_LH_DefaultB_PFCv_4,-38,24,-14
48,17networks_LH_DefaultB_Temp_1,-64,-26,-8
49,17networks_LH_DefaultB_Temp_2,-60,-34,-2
50,17networks_LH_DefaultB_Temp_3,-50,-34,0
51,17networks_LH_DefaultB_Temp_4,-48,-10,-40
52,17networks_LH_DefaultB_Temp_5,-60,-24,-26
53,17networks_LH_DefaultB_TempPole_1,-48,2,-36
54,17networks_LH_DefaultB_TempPole_2,-30,12,-40
55,17networks_LH_DefaultB_TempPole_3,-42,18,-30
56,17networks_LH_DefaultC_IPL_1,-44,-74,24
57,17networks_LH_DefaultC_IPL_2,-38,-82,32
58,17networks_LH_DefaultC_PFCd_1,-22,18,52
59,17networks_LH_DefaultC_PFCd_2,-28,30,48
60,17networks_LH_DefaultC_PFCd_3,-22,26,40
61,17networks_LH_DefaultC_PHC_1,-20,-36,-14
62,17networks_LH_DefaultC_PHC_2,-16,-38,-10
63,17networks_LH_DefaultC_PHC_3,-32,-24,-26
64,17networks_LH_DefaultC_PHC_4,-30,-34,-16
65,17networks_LH_DefaultC_RSC_1,-14,-58,16
66,17networks_LH_DefaultC_RSC_2,-6,-58,12
67,17networks_LH_DefaultC_RSC_3,-8,-62,20
68,17networks_LH_DefaultC_RSC_4,-16,-64,22
69,17networks_LH_DefaultC_RSC_5,-6,-46,16
70,17networks_LH_DefaultC_RSC_6,-10,-52,8
71,17networks_LH_DefaultC_RSC_7,-12,-46,2
72,17networks_LH_DefaultC_pCun_1,-4,-74,52
73,17networks_LH_DefaultC_pCun_2,-4,-62,52
74,17networks_LH_DefaultC_pCun_3,-2,-68,42
75,17networks_LH_DefaultC_pCun_4,-6,-58,44
76,17networks_LH_DefaultC_pCun_5,-6,-48,44
77,17networks_LH_Language_IFG_1,-54,20,10
78,17networks_LH_Language_IFG_2,-48,28,0
79,17networks_LH_Language_IPL_1,-54,-40,30
80,17networks_LH_Language_IPL_2,-62,-44,30
81,17networks_LH_Language_IPL_3,-60,-46,22
82,17networks_LH_Language_PFCd_1,-4,14,60
83,17networks_LH_Language_PFCd_2,-10,10,68
84,17networks_LH_Language_PFCd_3,-22,54,26
85,17networks_LH_Language_PFCl_1,-42,12,42
86,17networks_LH_Language_PFCl_2,-42,6,48
87,17networks_LH_Language_Temp_1,-52,-44,6
88,17networks_LH_Language_Temp_2,-52,-22,-6
89,17networks_LH_Language_Temp_3,-50,6,-8
90,17networks_LH_Language_Temp_4,-52,6,-22
91,17networks_LH_Language_TempPole_1,-30,-2,-44
92,17networks_LH_ContA_Cingm_1,-2,18,24
93,17networks_LH_ContA_Cingm_2,-4,4,30
94,17networks_LH_ContA_IPS_1,-44,-44,50
95,17networks_LH_ContA_IPS_2,-44,-38,42
96,17networks_LH_ContA_IPS_3,-40,-50,42
97,17networks_LH_ContA_IPS_4,-44,-54,52
98,17networks_LH_ContA_IPS_5,-28,-78,40
99,17networks_LH_ContA_Ins_1,-32,20,0
100,17networks_LH_ContA_Ins_2,-36,30,0
101,17networks_LH_ContA_OFC_1,-36,36,-12
102,17networks_LH_ContA_PFCd_1,-32,0,56
103,17networks_LH_ContA_PFCd_2,-24,-6,54
104,17networks_LH_ContA_PFCd_3,-24,8,52
105,17networks_LH_ContA_PFCl_1,-40,8,34
106,17networks_LH_ContA_PFCl_2,-48,18,24
107,17networks_LH_ContA_PFCl_3,-44,26,26
108,17networks_LH_ContA_PFCl_4,-38,16,28
109,17networks_LH_ContA_PFCl_5,-46,22,36
110,17networks_LH_ContA_PFCl_6,-48,34,12
111,17networks_LH_ContA_PFCl_7,-38,52,10
112,17networks_LH_ContA_Temp_1,-58,-48,-14
113,17networks_LH_ContA_Temp_2,-64,-44,-6
114,17networks_LH_ContB_FPole_1,-28,58,-2
115,17networks_LH_ContB_IPL_1,-54,-50,44
116,17networks_LH_ContB_IPL_2,-50,-58,46
117,17networks_LH_ContB_IPS_1,-30,-60,46
118,17networks_LH_ContB_IPS_2,-30,-72,50
119,17networks_LH_ContB_IPS_3,-38,-60,50
120,17networks_LH_ContB_OFC_1,-46,44,0
121,17networks_LH_ContB_OFC_2,-40,52,-8
122,17networks_LH_ContB_OFC_3,-6,46,-22
123,17networks_LH_ContB_OFC_4,-16,48,-18
124,17networks_LH_ContB_OFC_5,-14,20,-18
125,17networks_LH_ContB_OFC_6,-12,32,-24
126,17networks_LH_ContB_PCC_1,-4,-34,30
127,17networks_LH_ContB_PCC_2,-4,-32,38
128,17networks_LH_ContB_PFCd_1,-30,16,56
129,17networks_LH_ContB_PFCmp_1,-4,28,48
130,17networks_LH_ContB_Temp_1,-62,-16,-22
131,17networks_LH_ContB_Temp_2,-54,-38,-26
132,17networks_LH_ContB_Temp_3,-60,-36,-16
133,17networks_LH_ContC_Cingp_1,-6,-40,24
134,17networks_LH_ContC_Cingp_2,-4,-26,28
135,17networks_LH_ContC_Cingp_3,-4,-12,30
136,17networks_LH_ContC_FPole_1,-28,56,10
137,17networks_LH_ContC_Ins_1,-36,14,-8
138,17networks_LH_ContC_Ins_2,-28,22,-6
139,17networks_LH_ContC_PFCm_1,-8,32,24
140,17networks_LH_ContC_PFCm_2,-2,32,14
141,17networks_LH_ContC_PFCm_3,-8,42,14
142,17networks_LH_ContC_PFCm_4,-6,46,4
143,17networks_LH_ContC_PHC_1,-14,-42,-4
144,17networks_LH_ContC_pCun_1,-8,-76,42
145,17networks_LH_ContC_pCun_2,-10,-70,30
146,17networks_LH_SalVenAttnA_FrMed_1,-6,2,50
147,17networks_LH_SalVenAttnA_FrMed_2,-4,2,60
148,17networks_LH_SalVenAttnA_FrMed_3,-6,14,44
149,17networks_LH_SalVenAttnA_FrMed_4,-10,-6,44
150,17networks_LH_SalVenAttnA_FrMed_5,-4,-4,38
151,17networks_LH_SalVenAttnA_FrMed_6,-6,6,38
152,17networks_LH_SalVenAttnA_FrOper_1,-50,2,4
153,17networks_LH_SalVenAttnA_IPL_1,-46,-38,24
154,17networks_LH_SalVenAttnA_IPL_2,-60,-30,22
155,17networks_LH_SalVenAttnA_Ins_1,-40,2,12
156,17networks_LH_SalVenAttnA_Ins_2,-36,-4,8
157,17networks_LH_SalVenAttnA_Ins_3,-38,0,-4
158,17networks_LH_SalVenAttnA_Ins_4,-40,-14,-2
159,17networks_LH_SalVenAttnA_PFCd_1,-8,-2,70
160,17networks_LH_SalVenAttnA_SPL_1,-8,-20,40
161,17networks_LH_SalVenAttnA_SPL_2,-12,-36,42
162,17networks_LH_SalVenAttnA_SPL_3,-12,-26,42
163,17networks_LH_SalVenAttnA_SPL_4,-8,-40,58
164,17networks_LH_SalVenAttnA_SPL_5,-12,-34,48
165,17networks_LH_SalVenAttnA_SPL_6,-10,-48,60
166,17networks_LH_SalVenAttnA_SPL_7,-4,-50,54
167,17networks_LH_SalVenAttnB_IFG_1,-56,8,12
168,17networks_LH_SalVenAttnB_IFG_2,-50,10,14
169,17networks_LH_SalVenAttnB_IPL_1,-58,-44,42
170,17networks_LH_SalVenAttnB_IPL_2,-56,-40,50
171,17networks_LH_SalVenAttnB_IPL_3,-62,-36,36
172,17networks_LH_SalVenAttnB_Ins_1,-42,18,6
173,17networks_LH_SalVenAttnB_Ins_2,-44,10,2
174,17networks_LH_SalVenAttnB_Ins_3,-32,20,8
175,17networks_LH_SalVenAttnB_OFC_1,-28,50,-14
176,17networks_LH_SalVenAttnB_OFC_2,-24,14,-22
177,17networks_LH_SalVenAttnB_OFC_3,-24,28,-18
178,17networks_LH_SalVenAttnB_PFCl_1,-34,32,38
179,17networks_LH_SalVenAttnB_PFCl_2,-30,46,28
180,17networks_LH_SalVenAttnB_PFCl_3,-26,38,36
181,17networks_LH_SalVenAttnB_PFCl_4,-42,36,30
182,17networks_LH_SalVenAttnB_PFCl_5,-40,40,18
183,17networks_LH_SalVenAttnB_PFCmp_1,-6,18,32
184,17networks_LH_SalVenAttnB_PFCmp_2,-4,32,34
185,17networks_LH_SalVenAttnB_SPL_1,-12,-44,52
186,17networks_LH_SalVenAttnB_Temp_1,-64,-50,4
187,17networks_LH_SalVenAttnB_Temp_2,-56,-56,14
188,17networks_LH_SalVenAttnB_Temp_3,-46,-50,14
189,17networks_LH_DorsAttnA_IPL_1,-62,-22,32
190,17networks_LH_DorsAttnA_IPL_2,-56,-32,46
191,17networks_LH_DorsAttnA_IPS_1,-36,-44,40
192,17networks_LH_DorsAttnA_IPS_2,-30,-52,42
193,17networks_LH_DorsAttnA_IPS_3,-28,-58,54
194,17networks_LH_DorsAttnA_IPS_4,-22,-66,52
195,17networks_LH_DorsAttnA_IPS_5,-26,-66,42
196,17networks_LH_DorsAttnA_IPS_6,-32,-84,24
197,17networks_LH_DorsAttnA_PFCd_1,-16,4,70
198,17networks_LH_DorsAttnA_PFCd_2,-22,6,64
199,17networks_LH_DorsAttnA_PrCd_1,-30,-10,56
200,17networks_LH_DorsAttnA_PrCv_1,-58,8,32
201,17networks_LH_DorsAttnA_PrCv_2,-58,6,20
202,17networks_LH_DorsAttnA_PrCv_3,-48,6,22
203,17networks_LH_DorsAttnA_PrCv_4,-42,6,28
204,17networks_LH_DorsAttnA_SPL_1,-6,-58,64
205,17networks_LH_DorsAttnA_SPL_2,-16,-74,50
206,17networks_LH_DorsAttnA_SPL_3,-18,-70,60
207,17networks_LH_DorsAttnA_SPL_4,-10,-66,60
208,17networks_LH_DorsAttnA_TempOcc_1,-50,-66,2
209,17networks_LH_DorsAttnA_TempOcc_2,-58,-62,6
210,17networks_LH_DorsAttnA_TempOcc_3,-56,-60,-6
211,17networks_LH_DorsAttnA_TempOcc_4,-44,-62,-16
212,17networks_LH_DorsAttnA_TempOcc_5,-52,-54,-16
213,17networks_LH_DorsAttnA_TempOcc_6,-44,-46,-20
214,17networks_LH_DorsAttnA_TempPole_1,-28,-8,-34
215,17networks_LH_DorsAttnA_TempPole_2,-18,-2,-30
216,17networks_LH_DorsAttnB_FrMed_1,-4,-8,60
217,17networks_LH_DorsAttnB_ParOper_1,-60,-14,14
218,17networks_LH_DorsAttnB_ParOper_2,-62,-18,22
219,17networks_LH_DorsAttnB_PostC_1,-56,-18,42
220,17networks_LH_DorsAttnB_PostC_2,-54,-24,38
221,17networks_LH_DorsAttnB_PostC_3,-50,-28,42
222,17networks_LH_DorsAttnB_PostC_4,-44,-32,44
223,17networks_LH_DorsAttnB_PostC_5,-36,-36,46
224,17networks_LH_DorsAttnB_PostC_6,-40,-40,56
225,17networks_LH_DorsAttnB_PrCd_1,-12,-6,70
226,17networks_LH_DorsAttnB_PrCd_2,-16,-14,74
227,17networks_LH_DorsAttnB_PrCd_3,-24,-12,68
228,17networks_LH_DorsAttnB_PrCd_4,-16,-6,64
229,17networks_LH_DorsAttnB_PrCv_1,-48,2,38
230,17networks_LH_DorsAttnB_SPL_1,-34,-54,58
231,17networks_LH_DorsAttnB_SPL_2,-36,-46,52
232,17networks_LH_DorsAttnB_SPL_3,-32,-42,56
233,17networks_LH_DorsAttnB_SPL_4,-30,-48,64
234,17networks_LH_DorsAttnB_SPL_5,-20,-58,66
235,17networks_LH_DorsAttnB_SPL_6,-14,-50,72
236,17networks_LH_Aud_Ins_1,-34,-26,12
237,17networks_LH_Aud_ParOcc_1,-48,-64,10
238,17networks_LH_Aud_ParOcc_2,-50,-72,16
239,17networks_LH_Aud_ParOcc_3,-44,-64,16
240,17networks_LH_Aud_ST_1,-42,-36,14
241,17networks_LH_Aud_ST_2,-58,-36,16
242,17networks_LH_Aud_ST_3,-56,-16,6
243,17networks_LH_Aud_ST_4,-60,-26,10
244,17networks_LH_Aud_ST_5,-46,-26,8
245,17networks_LH_Aud_ST_6,-56,-4,0
246,17networks_LH_Aud_ST_7,-44,-20,4
247,17networks_LH_Aud_ST_8,-58,-50,16
248,17networks_LH_Aud_ST_9,-62,-26,2
249,17networks_LH_Aud_ST_10,-64,-36,8
250,17networks_LH_Aud_ST_11,-58,-14,-4
251,17networks_LH_Aud_TempPole_1,-38,8,-24
252,17networks_LH_Aud_TempPole_2,-44,6,-16
253,17networks_LH_SomMotA_ParOper_1,-48,-24,18
254,17networks_LH_SomMotA_1,-12,-26,74
255,17networks_LH_SomMotA_2,-42,-8,60
256,17networks_LH_SomMotA_3,-38,-18,56
257,17networks_LH_SomMotA_4,-34,-18,68
258,17networks_LH_SomMotA_5,-28,-24,62
259,17networks_LH_SomMotA_6,-38,-28,58
260,17networks_LH_SomMotA_7,-30,-30,66
261,17networks_LH_SomMotA_8,-40,-20,48
262,17networks_LH_SomMotA_9,-52,-16,52
263,17networks_LH_SomMotA_10,-18,-46,66
264,17networks_LH_SomMotA_11,-22,-36,74
265,17networks_LH_SomMotA_12,-16,-38,78
266,17networks_LH_SomMotA_13,-30,-38,66
267,17networks_LH_SomMotA_14,-52,-24,48
