ROI Index,Label Name,R,A,S
459,17Networks_LH_DefaultB_PFCv_1,-28,16,-16
460,17Networks_LH_DefaultB_PFCv_2,-36,36,-12
461,17Networks_LH_DefaultB_PFCv_3,-38,24,-14
462,17Networks_LH_DefaultB_PFCv_4,-46,30,-10
463,17Networks_LH_DefaultB_PFCv_5,-50,40,-6
464,17Networks_LH_DefaultB_PFCv_6,-44,28,-2
465,17Networks_LH_DefaultB_PFCv_7,-52,28,2
466,17Networks_LH_DefaultB_PFCv_8,-44,20,6
467,17Networks_LH_DefaultB_PFCv_9,-54,18,12
468,17Networks_LH_DefaultC_IPL_1,-42,-72,22
469,17Networks_LH_DefaultC_IPL_2,-44,-78,28
470,17Networks_LH_DefaultC_IPL_3,-36,-84,34
471,17Networks_LH_DefaultC_Rsp_1,-12,-46,2
472,17Networks_LH_DefaultC_Rsp_2,-14,-50,4
473,17Networks_LH_DefaultC_Rsp_3,-6,-46,8
474,17Networks_LH_DefaultC_Rsp_4,-16,-58,8
475,17Networks_LH_DefaultC_Rsp_5,-8,-54,8
476,17Networks_LH_DefaultC_Rsp_6,-18,-60,16
477,17Networks_LH_DefaultC_Rsp_7,-10,-58,16
478,17Networks_LH_DefaultC_Rsp_8,-16,-64,22
479,17Networks_LH_DefaultC_PHC_1,-32,-24,-26
480,17Networks_LH_DefaultC_PHC_2,-30,-32,-18
481,17Networks_LH_DefaultC_PHC_3,-20,-24,-22
482,17Networks_LH_DefaultC_PHC_4,-32,-42,-10
483,17Networks_LH_DefaultC_PHC_5,-20,-36,-14
484,17Networks_LH_DefaultC_PHC_6,-16,-38,-10
485,17Networks_LH_TempPar_1,-52,6,-16
486,17Networks_LH_TempPar_2,-54,-4,-10
487,17Networks_LH_TempPar_3,-58,-14,-4
488,17Networks_LH_TempPar_4,-58,-24,0
489,17Networks_LH_TempPar_5,-54,-42,2
490,17Networks_LH_TempPar_6,-60,-50,6
491,17Networks_LH_TempPar_7,-54,-34,4
492,17Networks_LH_TempPar_8,-66,-30,6
493,17Networks_LH_TempPar_9,-50,-44,8
494,17Networks_LH_TempPar_10,-56,-58,14
495,17Networks_LH_TempPar_11,-62,-40,10
496,17Networks_LH_TempPar_12,-48,-50,12
497,17Networks_LH_TempPar_13,-54,-46,14
498,17Networks_LH_TempPar_14,-64,-46,14
499,17Networks_LH_TempPar_15,-60,-52,18
500,17Networks_LH_TempPar_16,-58,-44,22
501,17Networks_RH_VisCent_ExStr_1,36,-52,-18
502,17Networks_RH_VisCent_ExStr_2,26,-48,-14
503,17Networks_RH_VisCent_ExStr_3,46,-56,-18
504,17Networks_RH_VisCent_ExStr_4,36,-66,-16
505,17Networks_RH_VisCent_ExStr_5,26,-72,-10
506,17Networks_RH_VisCent_ExStr_6,28,-60,-8
507,17Networks_RH_VisCent_ExStr_7,38,-78,-16
508,17Networks_RH_VisCent_ExStr_8,26,-82,-12
509,17Networks_RH_VisCent_ExStr_9,20,-70,-10
510,17Networks_RH_VisCent_ExStr_10,46,-78,-14
511,17Networks_RH_VisCent_ExStr_11,20,-88,-12
512,17Networks_RH_VisCent_ExStr_12,14,-80,-14
513,17Networks_RH_VisCent_ExStr_13,34,-90,-16
514,17Networks_RH_VisCent_ExStr_14,6,-90,-12
515,17Networks_RH_VisCent_ExStr_15,48,-76,-8
516,17Networks_RH_VisCent_ExStr_16,22,-98,-14
517,17Networks_RH_VisCent_ExStr_17,4,-82,-4
518,17Networks_RH_VisCent_ExStr_18,12,-96,-8
519,17Networks_RH_VisCent_ExStr_19,34,-94,-6
520,17Networks_RH_VisCent_ExStr_20,46,-66,0
521,17Networks_RH_VisCent_ExStr_21,42,-86,-4
522,17Networks_RH_VisCent_ExStr_22,22,-100,-6
523,17Networks_RH_VisCent_ExStr_23,8,-92,0
524,17Networks_RH_VisCent_ExStr_24,52,-74,0
525,17Networks_RH_VisCent_ExStr_25,14,-104,2
526,17Networks_RH_VisCent_ExStr_26,26,-98,4
527,17Networks_RH_VisCent_ExStr_27,10,-98,4
528,17Networks_RH_VisCent_ExStr_28,34,-90,4
529,17Networks_RH_VisCent_ExStr_29,44,-80,4
530,17Networks_RH_VisCent_ExStr_30,14,-100,12
531,17Networks_RH_VisCent_ExStr_31,26,-96,14
532,17Networks_RH_VisCent_ExStr_32,6,-94,16
533,17Networks_RH_VisCent_ExStr_33,38,-84,10
534,17Networks_RH_VisCent_ExStr_34,14,-94,20
535,17Networks_RH_VisCent_ExStr_35,30,-88,12
536,17Networks_RH_VisCent_ExStr_36,26,-90,20
537,17Networks_RH_VisCent_ExStr_37,34,-84,18
538,17Networks_RH_VisCent_ExStr_38,28,-82,28
539,17Networks_RH_VisCent_ExStr_39,24,-86,38
540,17Networks_RH_VisPeri_ExStrSup_1,30,-46,-8
541,17Networks_RH_VisPeri_ExStrSup_2,22,-44,-10
542,17Networks_RH_VisPeri_ExStrSup_3,20,-60,-6
543,17Networks_RH_VisPeri_ExStrSup_4,16,-36,-12
544,17Networks_RH_VisPeri_ExStrSup_5,14,-50,-6
545,17Networks_RH_VisPeri_ExStrSup_6,12,-62,-2
546,17Networks_RH_VisPeri_ExStrSup_7,8,-72,-4
547,17Networks_RH_VisPeri_ExStrSup_8,18,-44,-2
548,17Networks_RH_VisPeri_ExStrSup_9,14,-56,2
549,17Networks_RH_VisPeri_ExStrSup_10,4,-62,6
550,17Networks_RH_VisPeri_ExStrSup_11,4,-72,6
551,17Networks_RH_VisPeri_ExStrSup_12,12,-64,6
552,17Networks_RH_VisPeri_ExStrSup_13,26,-52,4
553,17Networks_RH_VisPeri_ExStrSup_14,8,-82,6
554,17Networks_RH_VisPeri_ExStrSup_15,24,-62,6
555,17Networks_RH_VisPeri_ExStrSup_16,20,-54,8
556,17Networks_RH_VisPeri_ExStrSup_17,12,-72,10
557,17Networks_RH_VisPeri_ExStrSup_18,4,-86,10
558,17Networks_RH_VisPeri_ExStrSup_19,4,-76,14
559,17Networks_RH_VisPeri_ExStrSup_20,22,-60,12
560,17Networks_RH_VisPeri_ExStrSup_21,8,-66,18
561,17Networks_RH_VisPeri_ExStrSup_22,6,-80,22
562,17Networks_RH_VisPeri_ExStrSup_23,18,-64,18
563,17Networks_RH_VisPeri_ExStrSup_24,8,-90,28
564,17Networks_RH_VisPeri_ExStrSup_25,8,-74,28
565,17Networks_RH_VisPeri_ExStrSup_26,18,-72,24
566,17Networks_RH_VisPeri_ExStrSup_27,18,-88,28
567,17Networks_RH_VisPeri_ExStrSup_28,10,-86,40
568,17Networks_RH_VisPeri_ExStrSup_29,16,-80,36
569,17Networks_RH_SomMotA_1,52,-18,42
570,17Networks_RH_SomMotA_2,12,-16,42
571,17Networks_RH_SomMotA_3,50,-22,46
572,17Networks_RH_SomMotA_4,50,-14,50
573,17Networks_RH_SomMotA_5,54,-18,54
574,17Networks_RH_SomMotA_6,10,-10,48
575,17Networks_RH_SomMotA_7,40,-14,48
576,17Networks_RH_SomMotA_8,48,-28,56
577,17Networks_RH_SomMotA_9,40,-20,48
578,17Networks_RH_SomMotA_10,46,-20,60
579,17Networks_RH_SomMotA_11,44,-8,60
580,17Networks_RH_SomMotA_12,6,-16,52
581,17Networks_RH_SomMotA_13,8,-30,50
582,17Networks_RH_SomMotA_14,40,-18,56
583,17Networks_RH_SomMotA_15,30,-38,56
584,17Networks_RH_SomMotA_16,40,-34,60
585,17Networks_RH_SomMotA_17,38,-24,52
586,17Networks_RH_SomMotA_18,42,-28,66
587,17Networks_RH_SomMotA_19,6,-36,56
588,17Networks_RH_SomMotA_20,38,-16,66
589,17Networks_RH_SomMotA_21,32,-40,66
590,17Networks_RH_SomMotA_22,4,-24,58
591,17Networks_RH_SomMotA_23,32,-28,60
592,17Networks_RH_SomMotA_24,30,-34,66
593,17Networks_RH_SomMotA_25,30,-24,60
594,17Networks_RH_SomMotA_26,28,-12,66
595,17Networks_RH_SomMotA_27,8,-40,62
596,17Networks_RH_SomMotA_28,4,-10,66
597,17Networks_RH_SomMotA_29,28,-18,72
598,17Networks_RH_SomMotA_30,2,-34,64
599,17Networks_RH_SomMotA_31,24,-28,66
600,17Networks_RH_SomMotA_32,24,-42,66
601,17Networks_RH_SomMotA_33,18,-4,68
602,17Networks_RH_SomMotA_34,22,-34,70
603,17Networks_RH_SomMotA_35,14,-42,68
604,17Networks_RH_SomMotA_36,20,-24,66
605,17Networks_RH_SomMotA_37,20,-14,72
606,17Networks_RH_SomMotA_38,6,-40,70
607,17Networks_RH_SomMotA_39,14,-44,76
608,17Networks_RH_SomMotA_40,6,-20,74
609,17Networks_RH_SomMotA_41,12,-14,72
610,17Networks_RH_SomMotA_42,22,-38,74
611,17Networks_RH_SomMotA_43,16,-30,70
612,17Networks_RH_SomMotA_44,20,-30,76
613,17Networks_RH_SomMotA_45,4,-32,74
614,17Networks_RH_SomMotA_46,12,-38,78
615,17Networks_RH_SomMotA_47,14,-26,72
616,17Networks_RH_SomMotA_48,12,-32,76
617,17Networks_RH_SomMotB_S2_1,46,6,-14
618,17Networks_RH_SomMotB_S2_2,52,12,-10
619,17Networks_RH_SomMotB_S2_3,54,2,-4
620,17Networks_RH_SomMotB_S2_4,46,-10,-6
621,17Networks_RH_SomMotB_S2_5,66,-8,-2
622,17Networks_RH_SomMotB_S2_6,48,-12,0
623,17Networks_RH_SomMotB_S2_7,40,-4,6
624,17Networks_RH_SomMotB_S2_8,54,-12,4
625,17Networks_RH_SomMotB_S2_9,68,-16,4
626,17Networks_RH_SomMotB_S2_10,42,-20,2
627,17Networks_RH_SomMotB_S2_11,38,-10,12
628,17Networks_RH_SomMotB_S2_12,38,-22,10
629,17Networks_RH_SomMotB_S2_13,34,-18,12
630,17Networks_RH_SomMotB_S2_14,60,-22,10
631,17Networks_RH_SomMotB_S2_15,36,-10,18
632,17Networks_RH_SomMotB_S2_16,42,-28,12
633,17Networks_RH_SomMotB_S2_17,44,-2,14
634,17Networks_RH_SomMotB_S2_18,34,-22,18
635,17Networks_RH_SomMotB_S2_19,64,-28,14
636,17Networks_RH_SomMotB_S2_20,42,-12,18
637,17Networks_RH_SomMotB_S2_21,38,-26,20
638,17Networks_RH_SomMotB_S2_22,48,-32,16
639,17Networks_RH_SomMotB_S2_23,50,-8,12
640,17Networks_RH_SomMotB_S2_24,48,-18,18
641,17Networks_RH_SomMotB_S2_25,60,-2,10
642,17Networks_RH_SomMotB_S2_26,44,-28,20
643,17Networks_RH_SomMotB_S2_27,58,-12,14
644,17Networks_RH_SomMotB_S2_28,52,-22,18
645,17Networks_RH_SomMotB_S2_29,66,-8,14
646,17Networks_RH_SomMotB_S2_30,62,2,22
647,17Networks_RH_SomMotB_S2_31,64,-6,24
648,17Networks_RH_SomMotB_S2_32,64,-12,26
649,17Networks_RH_SomMotB_S2_33,56,-4,24
650,17Networks_RH_SomMotB_S2_34,58,0,34
651,17Networks_RH_SomMotB_S2_35,62,-10,40
652,17Networks_RH_SomMotB_S2_36,56,-8,34
653,17Networks_RH_SomMotB_S2_37,50,-6,32
654,17Networks_RH_SomMotB_S2_38,60,-12,46
655,17Networks_RH_SomMotB_S2_39,56,-4,44
656,17Networks_RH_SomMotB_S2_40,50,-14,40
657,17Networks_RH_SomMotB_S2_41,44,-12,38
658,17Networks_RH_SomMotB_S2_42,40,-16,42
659,17Networks_RH_DorsAttnA_SPL_1,48,-34,-22
660,17Networks_RH_DorsAttnA_SPL_2,32,-36,-22
661,17Networks_RH_DorsAttnA_SPL_3,46,-46,-20
662,17Networks_RH_DorsAttnA_SPL_4,52,-46,-18
663,17Networks_RH_DorsAttnA_SPL_5,50,-60,-12
664,17Networks_RH_DorsAttnA_SPL_6,50,-62,-6
665,17Networks_RH_DorsAttnA_SPL_7,56,-56,-4
666,17Networks_RH_DorsAttnA_SPL_8,50,-60,4
667,17Networks_RH_DorsAttnA_SPL_9,50,-66,8
668,17Networks_RH_DorsAttnA_SPL_10,52,-60,14
669,17Networks_RH_DorsAttnA_SPL_11,48,-72,12
670,17Networks_RH_DorsAttnA_SPL_12,48,-58,20
671,17Networks_RH_DorsAttnA_SPL_13,46,-68,18
672,17Networks_RH_DorsAttnA_SPL_14,44,-80,16
673,17Networks_RH_DorsAttnA_SPL_15,40,-84,26
674,17Networks_RH_DorsAttnA_SPL_16,34,-76,22
675,17Networks_RH_DorsAttnA_SPL_17,38,-78,32
676,17Networks_RH_DorsAttnA_SPL_18,30,-66,34
677,17Networks_RH_DorsAttnA_SPL_19,30,-76,40
678,17Networks_RH_DorsAttnA_SPL_20,22,-82,48
679,17Networks_RH_DorsAttnA_SPL_21,24,-74,52
680,17Networks_RH_DorsAttnA_SPL_22,24,-66,46
681,17Networks_RH_DorsAttnA_SPL_23,30,-64,52
682,17Networks_RH_DorsAttnA_SPL_24,14,-78,52
683,17Networks_RH_DorsAttnA_SPL_25,36,-46,52
684,17Networks_RH_DorsAttnA_SPL_26,32,-58,58
685,17Networks_RH_DorsAttnA_SPL_27,30,-50,52
686,17Networks_RH_DorsAttnA_SPL_28,18,-70,54
687,17Networks_RH_DorsAttnA_SPL_29,24,-66,56
688,17Networks_RH_DorsAttnA_SPL_30,10,-72,54
689,17Networks_RH_DorsAttnA_SPL_31,30,-54,62
690,17Networks_RH_DorsAttnA_SPL_32,24,-60,62
691,17Networks_RH_DorsAttnA_SPL_33,20,-66,64
692,17Networks_RH_DorsAttnA_SPL_34,10,-64,62
693,17Networks_RH_DorsAttnB_TempOcc_1,62,-54,2
694,17Networks_RH_DorsAttnB_TempOcc_2,58,-54,8
695,17Networks_RH_DorsAttnB_PostC_1,60,-12,32
696,17Networks_RH_DorsAttnB_PostC_2,64,-22,40
697,17Networks_RH_DorsAttnB_PostC_3,58,-18,34
698,17Networks_RH_DorsAttnB_PostC_4,56,-16,38
699,17Networks_RH_DorsAttnB_PostC_5,56,-22,44
700,17Networks_RH_DorsAttnB_PostC_6,54,-28,52
701,17Networks_RH_DorsAttnB_PostC_7,48,-28,42
702,17Networks_RH_DorsAttnB_PostC_8,42,-38,56
703,17Networks_RH_DorsAttnB_PostC_9,40,-32,44
704,17Networks_RH_DorsAttnB_PostC_10,42,-28,44
705,17Networks_RH_DorsAttnB_PostC_11,34,-34,48
706,17Networks_RH_DorsAttnB_PostC_12,38,-40,58
707,17Networks_RH_DorsAttnB_PostC_13,38,-48,62
708,17Networks_RH_DorsAttnB_PostC_14,6,-54,60
709,17Networks_RH_DorsAttnB_PostC_15,30,-48,70
710,17Networks_RH_DorsAttnB_PostC_16,10,-46,64
711,17Networks_RH_DorsAttnB_PostC_17,22,-56,70
712,17Networks_RH_DorsAttnB_PostC_18,16,-56,68
713,17Networks_RH_DorsAttnB_PostC_19,8,-52,70
714,17Networks_RH_DorsAttnB_PostC_20,20,-48,70
715,17Networks_RH_DorsAttnB_FEF_1,42,-2,52
716,17Networks_RH_DorsAttnB_FEF_2,32,-2,52
717,17Networks_RH_DorsAttnB_FEF_3,26,4,52
718,17Networks_RH_DorsAttnB_FEF_4,34,-8,58
719,17Networks_RH_DorsAttnB_FEF_5,26,-8,52
720,17Networks_RH_DorsAttnB_FEF_6,24,-4,62
721,17Networks_RH_DorsAttnB_PrCv_1,54,10,30
722,17Networks_RH_SalVentAttnA_ParOper_1,64,-32,20
723,17Networks_RH_SalVentAttnA_ParOper_2,54,-32,24
724,17Networks_RH_SalVentAttnA_ParOper_3,64,-40,20
725,17Networks_RH_SalVentAttnA_ParOper_4,50,-28,26
726,17Networks_RH_SalVentAttnA_ParOper_5,64,-32,28
727,17Networks_RH_SalVentAttnA_ParOper_6,60,-20,20
728,17Networks_RH_SalVentAttnA_ParOper_7,56,-30,34
729,17Networks_RH_SalVentAttnA_ParOper_8,60,-24,28
730,17Networks_RH_SalVentAttnA_ParOper_9,62,-28,38
731,17Networks_RH_SalVentAttnA_ParOper_10,64,-18,28
732,17Networks_RH_SalVentAttnA_PrC_1,50,-2,48
733,17Networks_RH_SalVentAttnA_PrC_2,48,-8,52
734,17Networks_RH_SalVentAttnA_Ins_1,38,8,-20
735,17Networks_RH_SalVentAttnA_Ins_2,38,10,-12
736,17Networks_RH_SalVentAttnA_Ins_3,40,0,-12
737,17Networks_RH_SalVentAttnA_Ins_4,40,10,-2
738,17Networks_RH_SalVentAttnA_Ins_5,40,-6,-6
739,17Networks_RH_SalVentAttnA_Ins_6,38,6,4
740,17Networks_RH_SalVentAttnA_Ins_7,40,-14,2
741,17Networks_RH_SalVentAttnA_Ins_8,34,20,10
742,17Networks_RH_SalVentAttnA_Ins_9,34,6,10
743,17Networks_RH_SalVentAttnA_Ins_10,38,12,10
744,17Networks_RH_SalVentAttnA_Ins_11,44,12,4
745,17Networks_RH_SalVentAttnA_Ins_12,40,2,14
746,17Networks_RH_SalVentAttnA_Ins_13,50,8,0
747,17Networks_RH_SalVentAttnA_Ins_14,48,0,6
748,17Networks_RH_SalVentAttnA_Ins_15,58,4,6
749,17Networks_RH_SalVentAttnA_Ins_16,56,8,12
750,17Networks_RH_SalVentAttnA_Ins_17,60,10,20
751,17Networks_RH_SalVentAttnA_FrMed_1,4,10,34
752,17Networks_RH_SalVentAttnA_FrMed_2,4,-6,36
753,17Networks_RH_SalVentAttnA_FrMed_3,8,14,40
754,17Networks_RH_SalVentAttnA_FrMed_4,6,-2,42
755,17Networks_RH_SalVentAttnA_FrMed_5,8,-26,40
756,17Networks_RH_SalVentAttnA_FrMed_6,8,-14,40
757,17Networks_RH_SalVentAttnA_FrMed_7,10,-34,42
758,17Networks_RH_SalVentAttnA_FrMed_8,14,-24,38
759,17Networks_RH_SalVentAttnA_FrMed_9,10,2,46
760,17Networks_RH_SalVentAttnA_FrMed_10,12,-40,44
761,17Networks_RH_SalVentAttnA_FrMed_11,8,14,50
762,17Networks_RH_SalVentAttnA_FrMed_12,16,-30,44
763,17Networks_RH_SalVentAttnA_FrMed_13,12,-22,46
764,17Networks_RH_SalVentAttnA_FrMed_14,8,-42,50
765,17Networks_RH_SalVentAttnA_FrMed_15,14,-36,52
766,17Networks_RH_SalVentAttnA_FrMed_16,6,0,54
767,17Networks_RH_SalVentAttnA_FrMed_17,6,-46,58
768,17Networks_RH_SalVentAttnA_FrMed_18,14,-44,58
769,17Networks_RH_SalVentAttnA_FrMed_19,6,0,66
770,17Networks_RH_SalVentAttnA_FrMed_20,16,6,70
771,17Networks_RH_SalVentAttnA_FrMed_21,12,-4,72
772,17Networks_RH_SalVentAttnB_IPL_1,64,-40,28
773,17Networks_RH_SalVentAttnB_IPL_2,64,-34,40
774,17Networks_RH_SalVentAttnB_IPL_3,58,-38,38
775,17Networks_RH_SalVentAttnB_PFCl_1,50,40,4
776,17Networks_RH_SalVentAttnB_PFCl_2,40,50,6
777,17Networks_RH_SalVentAttnB_PFCl_3,42,48,18
778,17Networks_RH_SalVentAttnB_PFCl_4,32,48,20
779,17Networks_RH_SalVentAttnB_PFCl_5,24,56,26
780,17Networks_RH_SalVentAttnB_PFCl_6,38,42,30
781,17Networks_RH_SalVentAttnB_PFCl_7,28,44,32
782,17Networks_RH_SalVentAttnB_PFCl_8,36,36,40
783,17Networks_RH_SalVentAttnB_PFCv_1,32,20,-12
784,17Networks_RH_SalVentAttnB_PFCv_2,34,20,-6
785,17Networks_RH_SalVentAttnB_PFCv_3,34,26,-8
786,17Networks_RH_SalVentAttnB_PFCv_4,42,26,-6
787,17Networks_RH_SalVentAttnB_PFCv_5,34,24,2
788,17Networks_RH_SalVentAttnB_PFCv_6,38,30,2
789,17Networks_RH_SalVentAttnB_PFCv_7,42,24,6
790,17Networks_RH_SalVentAttnB_PFCv_8,48,20,2
791,17Networks_RH_SalVentAttnB_PFCv_9,52,14,8
792,17Networks_RH_SalVentAttnB_PFCmp_1,8,36,20
793,17Networks_RH_SalVentAttnB_PFCmp_2,6,20,22
794,17Networks_RH_SalVentAttnB_PFCmp_3,4,24,26
795,17Networks_RH_SalVentAttnB_PFCmp_4,10,28,28
796,17Networks_RH_SalVentAttnB_PFCmp_5,8,24,38
797,17Networks_RH_SalVentAttnB_PFCmp_6,4,10,60
798,17Networks_RH_Limbic_OFC_1,20,14,-22
799,17Networks_RH_Limbic_OFC_2,14,16,-16
800,17Networks_RH_Limbic_OFC_3,16,26,-24
801,17Networks_RH_Limbic_OFC_4,10,28,-20
802,17Networks_RH_Limbic_OFC_5,10,40,-24
803,17Networks_RH_Limbic_OFC_6,24,28,-18
804,17Networks_RH_Limbic_OFC_7,28,18,-20
805,17Networks_RH_Limbic_OFC_8,16,48,-20
806,17Networks_RH_Limbic_OFC_9,24,40,-16
807,17Networks_RH_Limbic_OFC_10,4,20,-20
808,17Networks_RH_Limbic_OFC_11,4,40,-26
809,17Networks_RH_Limbic_OFC_12,6,54,-22
810,17Networks_RH_Limbic_OFC_13,14,60,-18
811,17Networks_RH_Limbic_OFC_14,4,26,-12
812,17Networks_RH_Limbic_OFC_15,6,64,-12
813,17Networks_RH_Limbic_OFC_16,22,62,-10
814,17Networks_RH_Limbic_TempPole_1,28,2,-44
815,17Networks_RH_Limbic_TempPole_2,34,10,-40
816,17Networks_RH_Limbic_TempPole_3,48,-6,-40
817,17Networks_RH_Limbic_TempPole_4,40,-10,-34
818,17Networks_RH_Limbic_TempPole_5,32,-10,-36
819,17Networks_RH_Limbic_TempPole_6,20,0,-32
820,17Networks_RH_Limbic_TempPole_7,24,8,-32
821,17Networks_RH_Limbic_TempPole_8,50,-20,-30
822,17Networks_RH_Limbic_TempPole_9,42,-20,-26
823,17Networks_RH_Limbic_TempPole_10,38,20,-32
824,17Networks_RH_Limbic_TempPole_11,60,-20,-30
825,17Networks_RH_Limbic_TempPole_12,22,-12,-30
826,17Networks_RH_Limbic_TempPole_13,44,-30,-22
827,17Networks_RH_Limbic_TempPole_14,32,10,-28
828,17Networks_RH_Limbic_TempPole_15,42,12,-22
829,17Networks_RH_ContA_Temp_1,58,-54,-16
830,17Networks_RH_ContA_Temp_2,66,-46,-2
831,17Networks_RH_ContA_IPS_1,36,-72,40
832,17Networks_RH_ContA_IPS_2,60,-32,50
833,17Networks_RH_ContA_IPS_3,54,-34,50
834,17Networks_RH_ContA_IPS_4,48,-40,46
835,17Networks_RH_ContA_IPS_5,38,-68,50
836,17Networks_RH_ContA_IPS_6,32,-68,48
837,17Networks_RH_ContA_IPS_7,48,-36,56
838,17Networks_RH_ContA_IPS_8,44,-48,46
839,17Networks_RH_ContA_IPS_9,44,-40,44
840,17Networks_RH_ContA_IPS_10,38,-42,44
841,17Networks_RH_ContA_IPS_11,36,-52,42
842,17Networks_RH_ContA_IPS_12,36,-58,50
843,17Networks_RH_ContA_PFCd_1,24,8,62
844,17Networks_RH_ContA_PFCl_1,54,30,14
845,17Networks_RH_ContA_PFCl_2,42,38,12
846,17Networks_RH_ContA_PFCl_3,54,18,20
847,17Networks_RH_ContA_PFCl_4,50,12,22
848,17Networks_RH_ContA_PFCl_5,46,28,22
849,17Networks_RH_ContA_PFCl_6,44,18,24
850,17Networks_RH_ContA_PFCl_7,46,36,26
851,17Networks_RH_ContA_PFCl_8,44,8,26
852,17Networks_RH_ContA_PFCl_9,42,18,30
853,17Networks_RH_ContA_PFCl_10,36,8,34
854,17Networks_RH_ContA_PFCl_11,50,4,40
855,17Networks_RH_ContA_Cinga_1,6,8,28
856,17Networks_RH_ContA_Cinga_2,6,0,30
857,17Networks_RH_ContB_Temp_1,60,-28,-24
858,17Networks_RH_ContB_Temp_2,64,-24,-16
859,17Networks_RH_ContB_Temp_3,60,-38,-18
860,17Networks_RH_ContB_Temp_4,68,-30,-12
861,17Networks_RH_ContB_Temp_5,64,-40,-10
862,17Networks_RH_ContB_IPL_1,54,-46,32
863,17Networks_RH_ContB_IPL_2,60,-46,32
864,17Networks_RH_ContB_IPL_3,58,-46,40
865,17Networks_RH_ContB_IPL_4,40,-76,42
866,17Networks_RH_ContB_IPL_5,52,-58,44
867,17Networks_RH_ContB_IPL_6,56,-50,46
868,17Networks_RH_ContB_IPL_7,56,-42,48
869,17Networks_RH_ContB_IPL_8,44,-68,48
870,17Networks_RH_ContB_IPL_9,48,-58,54
871,17Networks_RH_ContB_IPL_10,50,-44,50
872,17Networks_RH_ContB_IPL_11,48,-50,54
873,17Networks_RH_ContB_IPL_12,42,-58,50
874,17Networks_RH_ContB_PFCld_1,50,24,32
875,17Networks_RH_ContB_PFCld_2,44,30,36
876,17Networks_RH_ContB_PFCld_3,48,16,40
877,17Networks_RH_ContB_PFCld_4,40,10,46
878,17Networks_RH_ContB_PFCld_5,42,24,48
879,17Networks_RH_ContB_PFCld_6,32,30,46
880,17Networks_RH_ContB_PFCld_7,44,6,50
881,17Networks_RH_ContB_PFCld_8,38,10,58
882,17Networks_RH_ContB_PFCld_9,30,16,54
883,17Networks_RH_ContB_PFCld_10,24,16,46
884,17Networks_RH_ContB_PFCld_11,20,18,62
885,17Networks_RH_ContB_PFClv_1,36,38,-12
886,17Networks_RH_ContB_PFClv_2,28,52,-14
887,17Networks_RH_ContB_PFClv_3,40,52,-12
888,17Networks_RH_ContB_PFClv_4,32,58,-2
889,17Networks_RH_ContB_PFClv_5,44,50,-4
890,17Networks_RH_ContB_PFClv_6,24,62,2
891,17Networks_RH_ContB_PFClv_7,32,56,10
892,17Networks_RH_ContB_PFClv_8,26,60,14
893,17Networks_RH_ContB_PFCmp_1,6,36,32
894,17Networks_RH_ContB_PFCmp_2,4,38,48
895,17Networks_RH_ContB_PFCmp_3,6,26,48
896,17Networks_RH_ContC_pCun_1,18,-64,26
897,17Networks_RH_ContC_pCun_2,14,-68,36
898,17Networks_RH_ContC_pCun_3,6,-38,40
899,17Networks_RH_ContC_pCun_4,14,-76,44
900,17Networks_RH_ContC_pCun_5,8,-44,40
901,17Networks_RH_ContC_pCun_6,8,-50,44
902,17Networks_RH_ContC_pCun_7,6,-74,46
903,17Networks_RH_ContC_pCun_8,6,-62,44
904,17Networks_RH_ContC_pCun_9,6,-52,50
905,17Networks_RH_ContC_pCun_10,4,-66,52
906,17Networks_RH_ContC_pCun_11,8,-56,54
907,17Networks_RH_ContC_Cingp_1,8,-42,22
908,17Networks_RH_ContC_Cingp_2,6,-22,26
909,17Networks_RH_ContC_Cingp_3,6,-32,26
910,17Networks_RH_ContC_Cingp_4,6,-16,30
911,17Networks_RH_DefaultA_Temp_1,58,-4,-18
912,17Networks_RH_DefaultA_Temp_2,66,-12,-12
913,17Networks_RH_DefaultA_IPL_1,50,-50,18
914,17Networks_RH_DefaultA_IPL_2,56,-46,22
915,17Networks_RH_DefaultA_IPL_3,46,-54,28
916,17Networks_RH_DefaultA_IPL_4,58,-52,24
917,17Networks_RH_DefaultA_IPL_5,48,-60,34
918,17Networks_RH_DefaultA_IPL_6,48,-68,36
919,17Networks_RH_DefaultA_IPL_7,56,-54,34
920,17Networks_RH_DefaultA_IPL_8,48,-62,42
921,17Networks_RH_DefaultA_PFCd_1,20,46,36
922,17Networks_RH_DefaultA_PFCd_2,26,34,34
923,17Networks_RH_DefaultA_PFCd_3,22,40,46
924,17Networks_RH_DefaultA_PFCd_4,26,28,42
925,17Networks_RH_DefaultA_PFCd_5,24,26,54
926,17Networks_RH_DefaultA_PCC_1,6,-46,14
927,17Networks_RH_DefaultA_PCC_2,6,-52,20
928,17Networks_RH_DefaultA_PCC_3,4,-62,22
929,17Networks_RH_DefaultA_PCC_4,4,-46,28
930,17Networks_RH_DefaultA_PCC_5,6,-66,28
931,17Networks_RH_DefaultA_PCC_6,8,-54,28
932,17Networks_RH_DefaultA_PCC_7,6,-38,32
933,17Networks_RH_DefaultA_PCC_8,4,-30,36
934,17Networks_RH_DefaultA_PCC_9,12,-44,34
935,17Networks_RH_DefaultA_PCC_10,4,-16,38
936,17Networks_RH_DefaultA_PCC_11,4,-66,36
