ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-14,68,1
2,17networks_LH_DefaultA_FPole_2,-19,65,11
3,17networks_LH_DefaultA_IPL_1,-38,-76,43
4,17networks_LH_DefaultA_IPL_2,-44,-66,46
5,17networks_LH_DefaultA_IPL_3,-48,-69,32
6,17networks_LH_DefaultA_IPL_4,-47,-60,33
7,17networks_LH_DefaultA_PCC_1,-4,-53,20
8,17networks_LH_DefaultA_PFCd_1,-20,42,42
9,17networks_LH_DefaultA_PFCd_2,-19,33,51
10,17networks_LH_DefaultA_PFCm_1,-6,59,7
11,17networks_LH_DefaultA_PFCm_2,-5,55,-11
12,17networks_LH_DefaultA_PFCm_3,-5,23,-12
13,17networks_LH_DefaultA_PFCm_4,-6,38,-8
14,17networks_LH_DefaultA_PFCm_5,-4,24,-5
15,17networks_LH_DefaultA_PFCm_6,-4,23,-21
16,17networks_LH_DefaultA_PHC_1,-21,-15,-29
17,17networks_LH_DefaultA_PHC_2,-20,-24,-22
18,17networks_LH_DefaultA_Temp_1,-59,-9,-14
19,17networks_LH_DefaultA_Temp_2,-53,-3,-11
20,17networks_LH_DefaultA_Temp_3,-38,-16,-31
21,17networks_LH_DefaultA_Temp_4,-47,-29,-25
22,17networks_LH_DefaultA_TempPole_1,-27,7,-29
23,17networks_LH_DefaultA_pCun_1,-4,-66,24
24,17networks_LH_DefaultA_pCun_2,-7,-56,27
25,17networks_LH_DefaultA_pCun_3,-4,-62,33
26,17networks_LH_DefaultB_FPole_1,-16,63,-10
27,17networks_LH_DefaultB_IPL_1,-60,-53,29
28,17networks_LH_DefaultB_IPL_2,-55,-56,34
29,17networks_LH_DefaultB_IPL_3,-45,-62,22
30,17networks_LH_DefaultB_IPL_4,-48,-53,24
31,17networks_LH_DefaultB_PCC_1,-2,-17,36
32,17networks_LH_DefaultB_PCC_2,-5,-43,30
33,17networks_LH_DefaultB_PCC_3,-12,-50,35
34,17networks_LH_DefaultB_PCC_4,-6,-41,39
35,17networks_LH_DefaultB_PFCd_1,-10,27,60
36,17networks_LH_DefaultB_PFCd_2,-17,17,64
37,17networks_LH_DefaultB_PFCd_3,-8,43,52
38,17networks_LH_DefaultB_PFCd_4,-14,56,33
39,17networks_LH_DefaultB_PFCd_5,-6,65,19
40,17networks_LH_DefaultB_PFCd_6,-5,51,22
41,17networks_LH_DefaultB_PFCd_7,-4,50,37
42,17networks_LH_DefaultB_PFCl_1,-41,22,46
43,17networks_LH_DefaultB_PFCl_2,-37,12,57
44,17networks_LH_DefaultB_PFCv_1,-44,37,-17
45,17networks_LH_DefaultB_PFCv_2,-47,32,-8
46,17networks_LH_DefaultB_PFCv_3,-28,17,-16
47,17networks_LH_DefaultB_PFCv_4,-38,24,-15
48,17networks_LH_DefaultB_Temp_1,-65,-26,-9
49,17networks_LH_DefaultB_Temp_2,-61,-35,-2
50,17networks_LH_DefaultB_Temp_3,-51,-35,0
51,17networks_LH_DefaultB_Temp_4,-49,-11,-39
52,17networks_LH_DefaultB_Temp_5,-59,-23,-27
53,17networks_LH_DefaultB_TempPole_1,-49,2,-35
54,17networks_LH_DefaultB_TempPole_2,-29,11,-40
55,17networks_LH_DefaultB_TempPole_3,-42,18,-29
56,17networks_LH_DefaultC_IPL_1,-43,-73,24
57,17networks_LH_DefaultC_IPL_2,-38,-82,32
58,17networks_LH_DefaultC_PFCd_1,-23,17,52
59,17networks_LH_DefaultC_PFCd_2,-28,29,47
60,17networks_LH_DefaultC_PFCd_3,-23,25,41
61,17networks_LH_DefaultC_PHC_1,-20,-36,-14
62,17networks_LH_DefaultC_PHC_2,-16,-38,-11
63,17networks_LH_DefaultC_PHC_3,-32,-24,-25
64,17networks_LH_DefaultC_PHC_4,-29,-35,-16
65,17networks_LH_DefaultC_RSC_1,-14,-58,16
66,17networks_LH_DefaultC_RSC_2,-5,-58,12
67,17networks_LH_DefaultC_RSC_3,-8,-62,19
68,17networks_LH_DefaultC_RSC_4,-16,-64,23
69,17networks_LH_DefaultC_RSC_5,-6,-47,15
70,17networks_LH_DefaultC_RSC_6,-10,-52,8
71,17networks_LH_DefaultC_RSC_7,-12,-46,3
72,17networks_LH_DefaultC_pCun_1,-4,-73,52
73,17networks_LH_DefaultC_pCun_2,-5,-62,52
74,17networks_LH_DefaultC_pCun_3,-3,-68,42
75,17networks_LH_DefaultC_pCun_4,-5,-57,43
76,17networks_LH_DefaultC_pCun_5,-7,-49,44
77,17networks_LH_Language_IFG_1,-54,19,11
78,17networks_LH_Language_IFG_2,-48,27,1
79,17networks_LH_Language_IPL_1,-53,-40,30
80,17networks_LH_Language_IPL_2,-61,-44,30
81,17networks_LH_Language_IPL_3,-59,-45,22
82,17networks_LH_Language_PFCd_1,-4,13,61
83,17networks_LH_Language_PFCd_2,-9,10,68
84,17networks_LH_Language_PFCd_3,-22,54,27
85,17networks_LH_Language_PFCl_1,-43,12,42
86,17networks_LH_Language_PFCl_2,-42,6,49
87,17networks_LH_Language_Temp_1,-52,-44,6
88,17networks_LH_Language_Temp_2,-52,-22,-7
89,17networks_LH_Language_Temp_3,-50,6,-8
90,17networks_LH_Language_Temp_4,-52,6,-22
91,17networks_LH_Language_TempPole_1,-31,-2,-44
92,17networks_LH_ContA_Cingm_1,-3,17,24
93,17networks_LH_ContA_Cingm_2,-3,3,30
94,17networks_LH_ContA_IPS_1,-45,-44,49
95,17networks_LH_ContA_IPS_2,-45,-38,41
96,17networks_LH_ContA_IPS_3,-40,-50,43
97,17networks_LH_ContA_IPS_4,-43,-54,52
98,17networks_LH_ContA_IPS_5,-29,-77,39
99,17networks_LH_ContA_Ins_1,-33,21,-1
100,17networks_LH_ContA_Ins_2,-35,30,-1
101,17networks_LH_ContA_OFC_1,-35,36,-12
