ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_IPL_1,-46,-66,38
2,17networks_LH_DefaultA_PFCm_1,-6,36,-10
3,17networks_LH_DefaultA_Temp_1,-56,-6,-12
4,17networks_LH_DefaultA_Temp_2,-44,-20,-30
5,17networks_LH_DefaultA_TempPole_1,-42,8,-18
6,17networks_LH_DefaultA_TempPole_2,-28,10,-34
7,17networks_LH_DefaultA_pCunPCC_1,-6,-54,28
8,17networks_LH_DefaultB_FPole_1,-12,64,-6
9,17networks_LH_DefaultB_IPL_1,-58,-54,28
10,17networks_LH_DefaultB_IPL_2,-48,-58,18
11,17networks_LH_DefaultB_PFCd_1,-10,16,64
12,17networks_LH_DefaultB_PFCd_2,-12,48,44
13,17networks_LH_DefaultB_PFCd_3,-8,60,20
14,17networks_LH_DefaultB_PFCl_1,-40,18,50
15,17networks_LH_DefaultB_PFCv_1,-34,20,-14
16,17networks_LH_DefaultB_TempPole_1,-46,8,-32
17,17networks_LH_DefaultC_IPL_1,-38,-80,32
18,17networks_LH_DefaultC_PFCd_1,-24,24,48
19,17networks_LH_DefaultC_PHC_1,-26,-32,-18
20,17networks_LH_DefaultC_RSC_1,-10,-56,12
21,17networks_LH_DefaultC_pCun_1,-6,-54,42
22,17networks_LH_Language_IFG_1,-52,22,8
23,17networks_LH_Language_IFG_2,-46,30,-8
24,17networks_LH_Language_PFCl_1,-42,6,44
25,17networks_LH_Language_Temp_1,-58,-30,-4
26,17networks_LH_ContA_Cingm_1,-4,4,30
27,17networks_LH_ContA_IPS_1,-46,-42,46
28,17networks_LH_ContA_IPS_2,-26,-70,38
29,17networks_LH_ContA_PFCl_1,-44,20,28
30,17networks_LH_ContA_PFCl_2,-42,40,16
31,17networks_LH_ContA_Temp_1,-60,-42,-14
32,17networks_LH_ContB_IPL_1,-54,-50,46
33,17networks_LH_ContB_IPS_1,-34,-62,48
34,17networks_LH_ContB_OFC_1,-42,50,-6
35,17networks_LH_ContB_OFC_2,-10,36,-20
36,17networks_LH_ContB_PCC_1,-4,-30,36
37,17networks_LH_ContB_PFCmp_1,-4,34,44
38,17networks_LH_ContB_Temp_1,-60,-18,-22
39,17networks_LH_ContC_Cingp_1,-4,-28,28
40,17networks_LH_ContC_FPole_1,-28,58,8
41,17networks_LH_ContC_PFCm_1,-6,30,24
42,17networks_LH_ContC_PFCm_2,-6,44,8
43,17networks_LH_ContC_PHC_1,-14,-44,-2
44,17networks_LH_ContC_pCun_1,-10,-74,38
45,17networks_LH_SalVenAttnA_FrMed_1,-6,-2,66
46,17networks_LH_SalVenAttnA_FrMed_2,-6,10,42
47,17networks_LH_SalVenAttnA_Ins_1,-40,-4,-4
48,17networks_LH_SalVenAttnA_Ins_2,-38,0,10
49,17networks_LH_SalVenAttnA_SPL_1,-12,-36,46
50,17networks_LH_SalVenAttnB_IFG_1,-52,8,10
51,17networks_LH_SalVenAttnB_IPL_1,-60,-40,36
52,17networks_LH_SalVenAttnB_Ins_1,-34,20,6
53,17networks_LH_SalVenAttnB_OFC_1,-24,22,-20
54,17networks_LH_SalVenAttnB_OFC_2,-32,42,-14
55,17networks_LH_SalVenAttnB_PFCl_1,-28,42,32
56,17networks_LH_DorsAttnA_IPL_1,-62,-26,28
57,17networks_LH_DorsAttnA_IPL_2,-54,-26,42
58,17networks_LH_DorsAttnA_IPS_1,-32,-48,46
59,17networks_LH_DorsAttnA_PFCd_1,-22,6,62
60,17networks_LH_DorsAttnA_PrCv_1,-48,6,28
61,17networks_LH_DorsAttnA_SPL_1,-16,-72,54
62,17networks_LH_DorsAttnA_SPL_2,-6,-60,56
63,17networks_LH_DorsAttnA_TempOcc_1,-56,-60,-2
64,17networks_LH_DorsAttnA_TempOcc_2,-44,-48,-20
65,17networks_LH_DorsAttnA_TempPole_1,-30,-6,-40
66,17networks_LH_DorsAttnB_PostC_1,-40,-36,48
67,17networks_LH_DorsAttnB_PrCd_1,-20,-10,68
68,17networks_LH_DorsAttnB_SPL_1,-30,-46,62
69,17networks_LH_DorsAttnB_SPL_2,-18,-54,68
70,17networks_LH_Aud_ST_1,-56,-40,20
71,17networks_LH_Aud_ST_2,-54,-24,10
72,17networks_LH_Aud_ST_3,-50,-4,-2
73,17networks_LH_Aud_ST_4,-58,-42,8
74,17networks_LH_SomMotA_ParOper_1,-52,-22,18
75,17networks_LH_SomMotA_1,-32,-22,64
76,17networks_LH_SomMotA_2,-40,-26,56
77,17networks_LH_SomMotA_3,-26,-38,68
78,17networks_LH_SomMotA_4,-48,-28,56
79,17networks_LH_SomMotA_5,-4,-32,66
80,17networks_LH_SomMotA_6,-8,-12,46
81,17networks_LH_SomMotB_Ins_1,-36,-22,16
82,17networks_LH_SomMotB_1,-20,-30,68
83,17networks_LH_SomMotB_2,-48,-8,46
84,17networks_LH_SomMotB_3,-56,-8,30
85,17networks_LH_SomMotB_4,-56,-4,10
86,17networks_LH_VisualA_ExStr_1,-24,-88,24
87,17networks_LH_VisualA_ExStr_2,-40,-84,10
88,17networks_LH_VisualA_ExStr_3,-48,-70,10
89,17networks_LH_VisualA_ExStr_4,-46,-70,-8
90,17networks_LH_VisualA_ExStr_5,-26,-78,-14
91,17networks_LH_VisualA_PrC_1,-32,-4,54
92,17networks_LH_VisualA_SPL_1,-30,-60,60
93,17networks_LH_VisualB_ExStrInf_1,-10,-68,-4
94,17networks_LH_VisualB_ExStrInf_2,-24,-54,-10
95,17networks_LH_VisualB_ExStrSup_1,-6,-88,28
96,17networks_LH_VisualB_ExStrSup_2,-12,-72,22
97,17networks_LH_VisualB_Striate_1,-12,-70,8
98,17networks_LH_VisualC_ExStr_1,-22,-96,6
99,17networks_LH_VisualC_ExStr_2,-26,-96,-12
100,17networks_LH_VisualC_Striate_1,-6,-92,-4
101,17networks_RH_DefaultA_IPL_1,54,-50,28
102,17networks_RH_DefaultA_PFCd_1,24,24,54
103,17networks_RH_DefaultA_PFCd_2,28,30,42
104,17networks_RH_DefaultA_PFCm_1,4,36,-14
105,17networks_RH_DefaultA_Temp_1,54,-6,-10
