ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-16,67,8
2,17networks_LH_DefaultA_IPL_1,-41,-72,43
3,17networks_LH_DefaultA_IPL_2,-47,-64,31
4,17networks_LH_DefaultA_PCC_1,-4,-53,20
5,17networks_LH_DefaultA_PFCd_1,-18,36,48
6,17networks_LH_DefaultA_PFCm_1,-6,59,7
7,17networks_LH_DefaultA_PFCm_2,-5,55,-10
8,17networks_LH_DefaultA_PFCm_3,-6,35,-9
9,17networks_LH_DefaultA_PFCm_4,-4,23,-19
10,17networks_LH_DefaultA_PHC_1,-21,-21,-26
11,17networks_LH_DefaultA_Temp_1,-57,-9,-14
12,17networks_LH_DefaultA_Temp_2,-40,-21,-27
13,17networks_LH_DefaultA_TempPole_1,-32,12,-29
14,17networks_LH_DefaultA_pCun_1,-5,-60,30
15,17networks_LH_DefaultB_FPole_1,-15,65,-8
16,17networks_LH_DefaultB_IPL_1,-57,-55,30
17,17networks_LH_DefaultB_IPL_2,-45,-58,21
18,17networks_LH_DefaultB_PCC_1,-3,-15,37
19,17networks_LH_DefaultB_PCC_2,-7,-44,32
20,17networks_LH_DefaultB_PFCd_1,-13,24,61
21,17networks_LH_DefaultB_PFCd_2,-8,43,51
22,17networks_LH_DefaultB_PFCd_3,-14,58,31
23,17networks_LH_DefaultB_PFCd_4,-4,51,28
24,17networks_LH_DefaultB_PFCl_1,-41,19,48
25,17networks_LH_DefaultB_PFCv_1,-46,32,-10
26,17networks_LH_DefaultB_PFCv_2,-36,22,-16
27,17networks_LH_DefaultB_Temp_1,-61,-35,-3
28,17networks_LH_DefaultB_Temp_2,-54,-21,-31
29,17networks_LH_DefaultB_TempPole_1,-54,-2,-30
30,17networks_LH_DefaultB_TempPole_2,-44,13,-34
31,17networks_LH_DefaultC_IPL_1,-40,-79,30
32,17networks_LH_DefaultC_PFCd_1,-22,20,52
33,17networks_LH_DefaultC_PFCd_2,-25,28,43
34,17networks_LH_DefaultC_PHC_1,-18,-37,-12
35,17networks_LH_DefaultC_PHC_2,-30,-33,-18
36,17networks_LH_DefaultC_RSC_1,-13,-61,19
37,17networks_LH_DefaultC_RSC_2,-8,-52,9
38,17networks_LH_DefaultC_RSC_3,-13,-49,4
39,17networks_LH_DefaultC_pCun_1,-5,-64,52
40,17networks_LH_DefaultC_pCun_2,-3,-68,41
41,17networks_LH_DefaultC_pCun_3,-7,-51,43
42,17networks_LH_Language_IFG_1,-53,19,11
43,17networks_LH_Language_IFG_2,-48,28,0
44,17networks_LH_Language_IPL_1,-58,-44,27
45,17networks_LH_Language_PFCd_1,-6,10,65
46,17networks_LH_Language_PFCd_2,-22,51,31
47,17networks_LH_Language_PFCl_1,-42,7,48
48,17networks_LH_Language_Temp_1,-52,-43,5
49,17networks_LH_Language_Temp_2,-52,-22,-6
50,17networks_LH_Language_Temp_3,-53,6,-11
51,17networks_LH_Language_TempPole_1,-37,-5,-42
52,17networks_LH_ContA_Cingm_1,-3,5,29
53,17networks_LH_ContA_IPS_1,-45,-41,47
54,17networks_LH_ContA_IPS_2,-42,-52,49
55,17networks_LH_ContA_IPS_3,-29,-74,42
56,17networks_LH_ContA_Ins_1,-33,25,-1
57,17networks_LH_ContA_OFC_1,-36,37,-13
58,17networks_LH_ContA_PFCd_1,-25,-1,55
59,17networks_LH_ContA_PFCl_1,-39,7,34
60,17networks_LH_ContA_PFCl_2,-45,20,27
61,17networks_LH_ContA_PFCl_3,-48,35,10
62,17networks_LH_ContA_PFCl_4,-38,49,11
63,17networks_LH_ContA_Temp_1,-60,-49,-10
64,17networks_LH_ContB_FPole_1,-28,58,-1
65,17networks_LH_ContB_IPL_1,-53,-50,45
66,17networks_LH_ContB_IPL_2,-49,-60,47
67,17networks_LH_ContB_IPS_1,-35,-62,48
68,17networks_LH_ContB_OFC_1,-42,49,-6
69,17networks_LH_ContB_OFC_2,-10,47,-21
70,17networks_LH_ContB_OFC_3,-12,25,-21
71,17networks_LH_ContB_PCC_1,-4,-34,38
72,17networks_LH_ContB_PFCd_1,-30,14,57
73,17networks_LH_ContB_PFCmp_1,-4,28,47
74,17networks_LH_ContB_Temp_1,-62,-18,-21
75,17networks_LH_ContB_Temp_2,-60,-36,-18
76,17networks_LH_ContC_Cingp_1,-6,-41,24
77,17networks_LH_ContC_Cingp_2,-4,-22,29
78,17networks_LH_ContC_FPole_1,-28,57,13
79,17networks_LH_ContC_Ins_1,-34,16,-8
80,17networks_LH_ContC_PFCm_1,-5,34,21
81,17networks_LH_ContC_PFCm_2,-6,45,6
82,17networks_LH_ContC_PHC_1,-13,-43,-5
83,17networks_LH_ContC_pCun_1,-9,-77,45
84,17networks_LH_ContC_pCun_2,-10,-70,32
85,17networks_LH_SalVenAttnA_FrMed_1,-5,9,48
86,17networks_LH_SalVenAttnA_FrMed_2,-7,0,41
87,17networks_LH_SalVenAttnA_FrOper_1,-50,1,5
88,17networks_LH_SalVenAttnA_IPL_1,-55,-32,22
89,17networks_LH_SalVenAttnA_Ins_1,-36,4,11
90,17networks_LH_SalVenAttnA_Ins_2,-39,2,-4
91,17networks_LH_SalVenAttnA_Ins_3,-40,-15,-2
92,17networks_LH_SalVenAttnA_PFCd_1,-8,-3,71
93,17networks_LH_SalVenAttnA_SPL_1,-11,-27,41
94,17networks_LH_SalVenAttnA_SPL_2,-9,-38,54
95,17networks_LH_SalVenAttnA_SPL_3,-6,-49,57
96,17networks_LH_SalVenAttnB_IFG_1,-52,9,13
97,17networks_LH_SalVenAttnB_IPL_1,-58,-42,45
98,17networks_LH_SalVenAttnB_IPL_2,-61,-36,33
99,17networks_LH_SalVenAttnB_Ins_1,-43,12,2
100,17networks_LH_SalVenAttnB_Ins_2,-33,19,8
101,17networks_LH_SalVenAttnB_OFC_1,-27,49,-14
102,17networks_LH_SalVenAttnB_OFC_2,-24,23,-20
103,17networks_LH_SalVenAttnB_PFCl_1,-36,32,38
104,17networks_LH_SalVenAttnB_PFCl_2,-29,43,30
105,17networks_LH_SalVenAttnB_PFCl_3,-42,38,22
106,17networks_LH_SalVenAttnB_PFCmp_1,-6,22,31
107,17networks_LH_SalVenAttnB_SPL_1,-13,-41,47
108,17networks_LH_SalVenAttnB_Temp_1,-57,-54,10
109,17networks_LH_DorsAttnA_IPL_1,-61,-23,33
110,17networks_LH_DorsAttnA_IPL_2,-55,-32,45
111,17networks_LH_DorsAttnA_IPS_1,-33,-46,41
112,17networks_LH_DorsAttnA_IPS_2,-29,-58,50
113,17networks_LH_DorsAttnA_IPS_3,-23,-65,46
114,17networks_LH_DorsAttnA_IPS_4,-32,-84,27
115,17networks_LH_DorsAttnA_PFCd_1,-21,5,65
116,17networks_LH_DorsAttnA_PrCd_1,-30,-8,52
117,17networks_LH_DorsAttnA_PrCv_1,-49,6,26
118,17networks_LH_DorsAttnA_SPL_1,-7,-59,63
119,17networks_LH_DorsAttnA_SPL_2,-15,-71,57
120,17networks_LH_DorsAttnA_TempOcc_1,-55,-62,-1
121,17networks_LH_DorsAttnA_TempOcc_2,-49,-56,-15
122,17networks_LH_DorsAttnA_TempOcc_3,-45,-42,-21
123,17networks_LH_DorsAttnA_TempPole_1,-25,6,-39
124,17networks_LH_DorsAttnA_TempPole_2,-26,-9,-33
125,17networks_LH_DorsAttnB_FrMed_1,-4,-9,59
126,17networks_LH_DorsAttnB_ParOper_1,-61,-18,19
127,17networks_LH_DorsAttnB_PostC_1,-55,-20,41
128,17networks_LH_DorsAttnB_PostC_2,-46,-29,44
129,17networks_LH_DorsAttnB_PostC_3,-39,-37,49
130,17networks_LH_DorsAttnB_PrCd_1,-14,-11,73
131,17networks_LH_DorsAttnB_PrCd_2,-23,-11,65
132,17networks_LH_DorsAttnB_PrCv_1,-50,3,38
133,17networks_LH_DorsAttnB_SPL_1,-36,-52,56
134,17networks_LH_DorsAttnB_SPL_2,-30,-46,63
135,17networks_LH_DorsAttnB_SPL_3,-20,-57,66
136,17networks_LH_DorsAttnB_SPL_4,-13,-50,72
137,17networks_LH_Aud_Ins_1,-36,-24,10
