ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-17,66,9
2,17networks_LH_DefaultA_IPL_1,-41,-72,44
3,17networks_LH_DefaultA_IPL_2,-47,-66,31
4,17networks_LH_DefaultA_PCC_1,-4,-54,20
5,17networks_LH_DefaultA_PFCd_1,-20,41,42
6,17networks_LH_DefaultA_PFCm_1,-6,60,7
7,17networks_LH_DefaultA_PFCm_2,-5,55,-10
8,17networks_LH_DefaultA_PFCm_3,-6,35,-9
9,17networks_LH_DefaultA_PFCm_4,-4,22,-19
10,17networks_LH_DefaultA_PHC_1,-21,-15,-29
11,17networks_LH_DefaultA_PHC_2,-20,-25,-22
12,17networks_LH_DefaultA_Temp_1,-59,-11,-13
13,17networks_LH_DefaultA_Temp_2,-53,-4,-11
14,17networks_LH_DefaultA_Temp_3,-39,-16,-31
15,17networks_LH_DefaultA_TempPole_1,-27,10,-33
16,17networks_LH_DefaultA_pCun_1,-5,-59,30
17,17networks_LH_DefaultB_FPole_1,-15,65,-8
18,17networks_LH_DefaultB_IPL_1,-59,-53,31
19,17networks_LH_DefaultB_IPL_2,-47,-56,24
20,17networks_LH_DefaultB_PCC_1,-2,-16,37
21,17networks_LH_DefaultB_PCC_2,-7,-44,32
22,17networks_LH_DefaultB_PFCd_1,-11,26,60
23,17networks_LH_DefaultB_PFCd_2,-13,41,50
24,17networks_LH_DefaultB_PFCd_3,-14,57,32
25,17networks_LH_DefaultB_PFCd_4,-7,46,19
26,17networks_LH_DefaultB_PFCd_5,-5,60,23
27,17networks_LH_DefaultB_PFCd_6,-3,45,40
28,17networks_LH_DefaultB_PFCl_1,-39,19,50
29,17networks_LH_DefaultB_PFCv_1,-45,37,-15
30,17networks_LH_DefaultB_PFCv_2,-43,28,-5
31,17networks_LH_DefaultB_PFCv_3,-29,17,-17
32,17networks_LH_DefaultB_PFCv_4,-38,24,-14
33,17networks_LH_DefaultB_Temp_1,-63,-34,-4
34,17networks_LH_DefaultB_Temp_2,-52,-24,-30
35,17networks_LH_DefaultB_TempPole_1,-54,0,-29
36,17networks_LH_DefaultB_TempPole_2,-43,14,-34
37,17networks_LH_DefaultC_IPL_1,-43,-69,22
38,17networks_LH_DefaultC_IPL_2,-39,-81,32
39,17networks_LH_DefaultC_PFCd_1,-21,25,52
40,17networks_LH_DefaultC_PFCd_2,-25,28,44
41,17networks_LH_DefaultC_PHC_1,-19,-35,-14
42,17networks_LH_DefaultC_PHC_2,-15,-38,-10
43,17networks_LH_DefaultC_PHC_3,-32,-24,-26
44,17networks_LH_DefaultC_PHC_4,-29,-37,-15
45,17networks_LH_DefaultC_RSC_1,-10,-59,17
46,17networks_LH_DefaultC_RSC_2,-17,-64,21
47,17networks_LH_DefaultC_RSC_3,-6,-47,13
48,17networks_LH_DefaultC_RSC_4,-10,-53,8
49,17networks_LH_DefaultC_RSC_5,-11,-46,3
