ROI Index,Label Name,R,A,S
40,17Networks_LH_SomMotA_2,-9,-8,42
41,17Networks_LH_SomMotA_3,-48,-17,52
42,17Networks_LH_SomMotA_4,-51,-26,55
43,17Networks_LH_SomMotA_5,-42,-13,49
44,17Networks_LH_SomMotA_6,-7,-14,49
45,17Networks_LH_SomMotA_7,-45,-24,63
46,17Networks_LH_SomMotA_8,-40,-24,53
47,17Networks_LH_SomMotA_9,-40,-36,63
48,17Networks_LH_SomMotA_10,-37,-19,63
49,17Networks_LH_SomMotA_11,-4,-9,61
50,17Networks_LH_SomMotA_12,-8,-40,58
51,17Networks_LH_SomMotA_13,-4,-26,57
52,17Networks_LH_SomMotA_14,-30,-11,63
53,17Networks_LH_SomMotA_15,-27,-40,59
54,17Networks_LH_SomMotA_16,-31,-29,62
55,17Networks_LH_SomMotA_17,-27,-48,65
56,17Networks_LH_SomMotA_18,-30,-35,70
57,17Networks_LH_SomMotA_19,-21,-12,71
58,17Networks_LH_SomMotA_20,-19,-24,68
59,17Networks_LH_SomMotA_21,-9,-43,71
60,17Networks_LH_SomMotA_22,-23,-38,71
61,17Networks_LH_SomMotA_23,-20,-31,67
62,17Networks_LH_SomMotA_24,-3,-31,68
63,17Networks_LH_SomMotA_25,-6,-17,73
64,17Networks_LH_SomMotA_26,-17,-46,72
65,17Networks_LH_SomMotA_27,-14,-13,73
66,17Networks_LH_SomMotA_28,-11,-27,73
67,17Networks_LH_SomMotA_29,-11,-34,74
68,17Networks_LH_SomMotB_Aud_1,-53,0,-3
69,17Networks_LH_SomMotB_Aud_2,-58,-15,6
70,17Networks_LH_SomMotB_Aud_3,-43,-19,4
71,17Networks_LH_SomMotB_Aud_4,-61,-25,10
72,17Networks_LH_SomMotB_Aud_5,-47,-25,8
73,17Networks_LH_SomMotB_Aud_6,-35,-12,14
74,17Networks_LH_SomMotB_Aud_7,-35,-25,13
75,17Networks_LH_SomMotB_Aud_8,-40,-13,18
76,17Networks_LH_SomMotB_Aud_9,-59,-37,15
77,17Networks_LH_SomMotB_Aud_10,-41,-35,14
78,17Networks_LH_SomMotB_Aud_11,-38,-26,20
79,17Networks_LH_SomMotB_Aud_12,-51,-13,14
80,17Networks_LH_SomMotB_Aud_13,-59,1,13
81,17Networks_LH_SomMotB_Aud_14,-62,-8,11
82,17Networks_LH_SomMotB_Aud_15,-48,-25,18
83,17Networks_LH_SomMotB_Aud_16,-61,-18,20
84,17Networks_LH_SomMotB_Aud_17,-59,-3,20
85,17Networks_LH_SomMotB_Aud_18,-64,-10,26
86,17Networks_LH_SomMotB_Aud_19,-55,-9,31
87,17Networks_LH_SomMotB_Aud_20,-54,-4,34
88,17Networks_LH_SomMotB_Aud_21,-58,-15,40
89,17Networks_LH_SomMotB_Aud_22,-50,-16,41
90,17Networks_LH_SomMotB_Aud_23,-52,-4,47
91,17Networks_LH_SomMotB_Aud_24,-42,-17,39
92,17Networks_LH_DorsAttnA_TempOcc_1,-46,-45,-20
93,17Networks_LH_DorsAttnA_TempOcc_2,-45,-62,-14
94,17Networks_LH_DorsAttnA_TempOcc_3,-46,-71,-7
95,17Networks_LH_DorsAttnA_TempOcc_4,-48,-64,-2
96,17Networks_LH_DorsAttnA_TempOcc_5,-51,-65,7
97,17Networks_LH_DorsAttnA_TempOcc_6,-49,-73,13
98,17Networks_LH_DorsAttnA_TempOcc_7,-43,-79,15
99,17Networks_LH_DorsAttnA_TempOcc_8,-46,-62,14
100,17Networks_LH_DorsAttnA_SPL_1,-31,-84,29
101,17Networks_LH_DorsAttnA_SPL_2,-28,-71,30
102,17Networks_LH_DorsAttnA_SPL_3,-22,-84,43
103,17Networks_LH_DorsAttnA_SPL_4,-22,-75,37
104,17Networks_LH_DorsAttnA_SPL_5,-25,-65,43
105,17Networks_LH_DorsAttnA_SPL_6,-19,-68,47
106,17Networks_LH_DorsAttnA_SPL_7,-15,-75,51
107,17Networks_LH_DorsAttnA_SPL_8,-28,-57,54
108,17Networks_LH_DorsAttnA_SPL_9,-26,-65,56
109,17Networks_LH_DorsAttnA_SPL_10,-35,-51,54
110,17Networks_LH_DorsAttnA_SPL_11,-17,-70,59
111,17Networks_LH_DorsAttnA_SPL_12,-30,-60,64
112,17Networks_LH_DorsAttnB_PostC_1,-63,-26,36
113,17Networks_LH_DorsAttnB_PostC_2,-54,-24,39
114,17Networks_LH_DorsAttnB_PostC_3,-54,-33,45
115,17Networks_LH_DorsAttnB_PostC_4,-48,-28,44
116,17Networks_LH_DorsAttnB_PostC_5,-41,-34,46
117,17Networks_LH_DorsAttnB_PostC_6,-37,-41,55
118,17Networks_LH_DorsAttnB_PostC_7,-35,-46,62
119,17Networks_LH_DorsAttnB_PostC_8,-7,-59,62
120,17Networks_LH_DorsAttnB_PostC_9,-20,-58,66
121,17Networks_LH_DorsAttnB_PostC_10,-9,-54,71
122,17Networks_LH_DorsAttnB_FEF_1,-38,-3,51
123,17Networks_LH_DorsAttnB_FEF_2,-25,-6,53
124,17Networks_LH_DorsAttnB_FEF_3,-19,-10,62
125,17Networks_LH_DorsAttnB_FEF_4,-19,-1,69
126,17Networks_LH_DorsAttnB_PrCv_1,-56,7,27
127,17Networks_LH_SalVentAttnA_ParOper_1,-47,-38,24
128,17Networks_LH_SalVentAttnA_ParOper_2,-58,-44,27
129,17Networks_LH_SalVentAttnA_ParOper_3,-59,-29,22
130,17Networks_LH_SalVentAttnA_ParOper_4,-58,-19,30
131,17Networks_LH_SalVentAttnA_ParOper_5,-61,-37,34
132,17Networks_LH_SalVentAttnA_Ins_1,-39,2,-11
133,17Networks_LH_SalVentAttnA_Ins_2,-39,-9,-9
134,17Networks_LH_SalVentAttnA_Ins_3,-39,2,0
135,17Networks_LH_SalVentAttnA_Ins_4,-40,-15,0
136,17Networks_LH_SalVentAttnA_Ins_5,-33,19,8
137,17Networks_LH_SalVentAttnA_Ins_6,-37,-3,9
138,17Networks_LH_SalVentAttnA_Ins_7,-38,3,12
139,17Networks_LH_SalVentAttnA_Ins_8,-43,-4,13
140,17Networks_LH_SalVentAttnA_Ins_9,-51,1,5
141,17Networks_LH_SalVentAttnA_Ins_10,-56,8,13
142,17Networks_LH_SalVentAttnA_ParMed_1,-8,-22,39
143,17Networks_LH_SalVentAttnA_ParMed_2,-12,-35,42
144,17Networks_LH_SalVentAttnA_ParMed_3,-13,-24,42
145,17Networks_LH_SalVentAttnA_ParMed_4,-12,-44,51
146,17Networks_LH_SalVentAttnA_ParMed_5,-11,-34,49
147,17Networks_LH_SalVentAttnA_ParMed_6,-8,-48,61
148,17Networks_LH_SalVentAttnA_FrMed_1,-6,16,36
149,17Networks_LH_SalVentAttnA_FrMed_2,-5,3,37
150,17Networks_LH_SalVentAttnA_FrMed_3,-6,4,48
151,17Networks_LH_SalVentAttnA_FrMed_4,-5,3,59
152,17Networks_LH_SalVentAttnA_FrMed_5,-8,-2,71
153,17Networks_LH_SalVentAttnB_PFCd_1,-14,9,67
154,17Networks_LH_SalVentAttnB_PFCl_1,-40,41,21
155,17Networks_LH_SalVentAttnB_PFCl_2,-30,46,27
156,17Networks_LH_SalVentAttnB_PFCl_3,-26,37,37
157,17Networks_LH_SalVentAttnB_PFCl_4,-35,32,38
158,17Networks_LH_SalVentAttnB_PFCv_1,-35,14,-8
159,17Networks_LH_SalVentAttnB_PFCv_2,-32,22,-1
160,17Networks_LH_SalVentAttnB_PFCv_3,-34,30,0
161,17Networks_LH_SalVentAttnB_PFCv_4,-44,11,2
162,17Networks_LH_SalVentAttnB_PFCmp_1,-4,15,25
163,17Networks_LH_SalVentAttnB_PFCmp_2,-7,27,29
164,17Networks_LH_SalVentAttnB_PFCmp_3,-5,14,52
165,17Networks_LH_Limbic_OFC_1,-23,14,-23
166,17Networks_LH_Limbic_OFC_2,-13,25,-21
167,17Networks_LH_Limbic_OFC_3,-23,30,-18
168,17Networks_LH_Limbic_OFC_4,-4,22,-20
169,17Networks_LH_Limbic_OFC_5,-10,50,-22
170,17Networks_LH_Limbic_OFC_6,-3,42,-22
171,17Networks_LH_Limbic_OFC_7,-25,48,-15
172,17Networks_LH_Limbic_OFC_8,-5,25,-11
173,17Networks_LH_Limbic_OFC_9,-10,64,-15
174,17Networks_LH_Limbic_OFC_10,-20,63,-7
175,17Networks_LH_Limbic_TempPole_1,-31,0,-43
176,17Networks_LH_Limbic_TempPole_2,-49,-11,-38
177,17Networks_LH_Limbic_TempPole_3,-25,-7,-34
178,17Networks_LH_Limbic_TempPole_4,-45,5,-39
179,17Networks_LH_Limbic_TempPole_5,-39,-16,-31
180,17Networks_LH_Limbic_TempPole_6,-25,8,-32
181,17Networks_LH_Limbic_TempPole_7,-30,-16,-30
182,17Networks_LH_Limbic_TempPole_8,-54,-31,-27
183,17Networks_LH_Limbic_TempPole_9,-39,17,-32
184,17Networks_LH_Limbic_TempPole_10,-37,-36,-23
185,17Networks_LH_Limbic_TempPole_11,-36,8,-25
186,17Networks_LH_Limbic_TempPole_12,-45,6,-16
187,17Networks_LH_ContA_Temp_1,-54,-55,-18
188,17Networks_LH_ContA_Temp_2,-58,-59,-2
189,17Networks_LH_ContA_IPS_1,-29,-75,44
190,17Networks_LH_ContA_IPS_2,-59,-42,45
191,17Networks_LH_ContA_IPS_3,-45,-42,47
192,17Networks_LH_ContA_IPS_4,-31,-60,46
193,17Networks_LH_ContA_IPS_5,-34,-50,40
194,17Networks_LH_ContA_IPS_6,-34,-43,41
195,17Networks_LH_ContA_PFCd_1,-30,3,59
196,17Networks_LH_ContA_PFCd_2,-22,8,60
197,17Networks_LH_ContA_PFCl_1,-39,49,7
198,17Networks_LH_ContA_PFCl_2,-46,35,13
199,17Networks_LH_ContA_PFCl_3,-49,10,14
200,17Networks_LH_ContA_PFCl_4,-48,18,24
201,17Networks_LH_ContA_PFCl_5,-44,6,25
202,17Networks_LH_ContA_PFCl_6,-44,25,27
203,17Networks_LH_ContA_PFCl_7,-37,9,32
204,17Networks_LH_ContA_PFCl_8,-46,2,37
205,17Networks_LH_ContA_Cinga_1,-4,1,30
206,17Networks_LH_ContB_Temp_1,-61,-36,-16
207,17Networks_LH_ContB_Temp_2,-61,-48,-11
208,17Networks_LH_ContB_IPL_1,-56,-51,38
209,17Networks_LH_ContB_IPL_2,-51,-53,49
210,17Networks_LH_ContB_IPL_3,-53,-46,53
211,17Networks_LH_ContB_IPL_4,-37,-62,51
212,17Networks_LH_ContB_IPL_5,-43,-53,49
213,17Networks_LH_ContB_PFCd_1,-29,16,55
214,17Networks_LH_ContB_PFCl_1,-45,20,36
215,17Networks_LH_ContB_PFCl_2,-45,12,40
216,17Networks_LH_ContB_PFClv_1,-41,50,-7
217,17Networks_LH_ContB_PFClv_2,-29,58,-1
218,17Networks_LH_ContB_PFClv_3,-30,56,11
219,17Networks_LH_ContB_PFCmp_1,-4,27,46
220,17Networks_LH_ContC_pCun_1,-10,-70,31
221,17Networks_LH_ContC_pCun_2,-9,-76,43
222,17Networks_LH_ContC_pCun_3,-3,-68,42
223,17Networks_LH_ContC_pCun_4,-5,-71,54
224,17Networks_LH_ContC_pCun_5,-6,-62,51
225,17Networks_LH_ContC_pCun_6,-4,-51,53
226,17Networks_LH_ContC_Cingp_1,-6,-40,24
227,17Networks_LH_ContC_Cingp_2,-4,-22,29
228,17Networks_LH_DefaultA_IPL_1,-45,-63,24
229,17Networks_LH_DefaultA_IPL_2,-48,-68,34
230,17Networks_LH_DefaultA_IPL_3,-39,-74,44
231,17Networks_LH_DefaultA_IPL_4,-45,-64,49
232,17Networks_LH_DefaultA_PFCd_1,-20,40,42
233,17Networks_LH_DefaultA_PFCd_2,-25,27,44
234,17Networks_LH_DefaultA_PFCd_3,-22,24,52
235,17Networks_LH_DefaultA_PCC_1,-6,-47,15
236,17Networks_LH_DefaultA_PCC_2,-4,-53,19
237,17Networks_LH_DefaultA_PCC_3,-4,-66,24
238,17Networks_LH_DefaultA_PCC_4,-7,-56,27
239,17Networks_LH_DefaultA_PCC_5,-4,-43,30
240,17Networks_LH_DefaultA_PCC_6,-5,-62,33
241,17Networks_LH_DefaultA_PCC_7,-4,-31,36
242,17Networks_LH_DefaultA_PCC_8,-2,-15,37
243,17Networks_LH_DefaultA_PCC_9,-12,-49,35
244,17Networks_LH_DefaultA_PCC_10,-5,-39,40
245,17Networks_LH_DefaultA_PCC_11,-5,-57,43
246,17Networks_LH_DefaultA_PCC_12,-7,-48,43
247,17Networks_LH_DefaultA_PFCm_1,-5,55,-10
248,17Networks_LH_DefaultA_PFCm_2,-6,39,-7
249,17Networks_LH_DefaultA_PFCm_3,-12,69,5
250,17Networks_LH_DefaultA_PFCm_4,-6,45,6
251,17Networks_LH_DefaultA_PFCm_5,-22,63,11
252,17Networks_LH_DefaultA_PFCm_6,-6,57,15
253,17Networks_LH_DefaultA_PFCm_7,-3,30,16
254,17Networks_LH_DefaultA_PFCm_8,-7,36,22
255,17Networks_LH_DefaultB_Temp_1,-55,0,-29
256,17Networks_LH_DefaultB_Temp_2,-60,-19,-23
257,17Networks_LH_DefaultB_Temp_3,-52,8,-19
258,17Networks_LH_DefaultB_Temp_4,-61,-10,-15
259,17Networks_LH_DefaultB_Temp_5,-63,-33,-4
260,17Networks_LH_DefaultB_Temp_6,-51,-22,-8
261,17Networks_LH_DefaultB_Temp_7,-51,-34,0
262,17Networks_LH_DefaultB_IPL_1,-45,-56,19
263,17Networks_LH_DefaultB_IPL_2,-49,-54,26
264,17Networks_LH_DefaultB_IPL_3,-61,-53,28
265,17Networks_LH_DefaultB_IPL_4,-49,-59,38
266,17Networks_LH_DefaultB_PFCd_1,-14,62,24
267,17Networks_LH_DefaultB_PFCd_2,-22,54,27
268,17Networks_LH_DefaultB_PFCd_3,-4,47,35
269,17Networks_LH_DefaultB_PFCd_4,-13,47,44
270,17Networks_LH_DefaultB_PFCd_5,-6,37,54
271,17Networks_LH_DefaultB_PFCd_6,-14,23,61
272,17Networks_LH_DefaultB_PFCd_7,-5,13,64
273,17Networks_LH_DefaultB_PFCl_1,-39,19,50
274,17Networks_LH_DefaultB_PFCl_2,-42,7,49
275,17Networks_LH_DefaultB_PFCv_1,-28,17,-16
276,17Networks_LH_DefaultB_PFCv_2,-36,37,-13
277,17Networks_LH_DefaultB_PFCv_3,-37,24,-15
278,17Networks_LH_DefaultB_PFCv_4,-47,32,-10
279,17Networks_LH_DefaultB_PFCv_5,-48,27,1
280,17Networks_LH_DefaultB_PFCv_6,-49,40,-1
281,17Networks_LH_DefaultB_PFCv_7,-53,19,10
282,17Networks_LH_DefaultC_IPL_1,-43,-72,24
283,17Networks_LH_DefaultC_IPL_2,-39,-81,33
284,17Networks_LH_DefaultC_Rsp_1,-12,-46,3
285,17Networks_LH_DefaultC_Rsp_2,-10,-53,8
286,17Networks_LH_DefaultC_Rsp_3,-12,-59,17
287,17Networks_LH_DefaultC_Rsp_4,-15,-65,24
288,17Networks_LH_DefaultC_PHC_1,-21,-19,-27
289,17Networks_LH_DefaultC_PHC_2,-31,-28,-22
290,17Networks_LH_DefaultC_PHC_3,-31,-41,-10
291,17Networks_LH_DefaultC_PHC_4,-21,-35,-15
292,17Networks_LH_DefaultC_PHC_5,-15,-37,-11
293,17Networks_LH_TempPar_1,-53,-4,-11
294,17Networks_LH_TempPar_2,-60,-18,-2
295,17Networks_LH_TempPar_3,-63,-50,4
296,17Networks_LH_TempPar_4,-52,-44,6
297,17Networks_LH_TempPar_5,-63,-35,7
298,17Networks_LH_TempPar_6,-56,-56,13
299,17Networks_LH_TempPar_7,-47,-49,14
300,17Networks_LH_TempPar_8,-60,-49,16
301,17Networks_RH_VisCent_ExStr_1,36,-51,-18
302,17Networks_RH_VisCent_ExStr_2,29,-50,-12
303,17Networks_RH_VisCent_ExStr_3,37,-73,-15
304,17Networks_RH_VisCent_ExStr_4,26,-75,-11
305,17Networks_RH_VisCent_ExStr_5,22,-66,-8
306,17Networks_RH_VisCent_ExStr_6,20,-88,-12
307,17Networks_RH_VisCent_ExStr_7,41,-84,-16
308,17Networks_RH_VisCent_ExStr_8,12,-80,-13
309,17Networks_RH_VisCent_ExStr_9,9,-92,-11
310,17Networks_RH_VisCent_ExStr_10,28,-95,-10
311,17Networks_RH_VisCent_ExStr_11,43,-85,-5
312,17Networks_RH_VisCent_ExStr_12,8,-89,3
313,17Networks_RH_VisCent_ExStr_13,12,-99,2
314,17Networks_RH_VisCent_ExStr_14,23,-100,2
315,17Networks_RH_VisCent_ExStr_15,33,-91,4
316,17Networks_RH_VisCent_ExStr_16,23,-97,14
317,17Networks_RH_VisCent_ExStr_17,43,-79,10
318,17Networks_RH_VisCent_ExStr_18,12,-94,19
319,17Networks_RH_VisCent_ExStr_19,29,-88,17
320,17Networks_RH_VisCent_ExStr_20,22,-87,30
321,17Networks_RH_VisCent_ExStr_21,30,-77,25
322,17Networks_RH_VisPeri_ExStrSup_1,24,-46,-8
323,17Networks_RH_VisPeri_ExStrSup_2,14,-58,-5
324,17Networks_RH_VisPeri_ExStrSup_3,9,-71,-4
325,17Networks_RH_VisPeri_ExStrSup_4,15,-39,-6
326,17Networks_RH_VisPeri_ExStrSup_5,4,-81,-3
327,17Networks_RH_VisPeri_ExStrSup_6,18,-50,0
328,17Networks_RH_VisPeri_ExStrSup_7,11,-60,5
329,17Networks_RH_VisPeri_ExStrSup_8,10,-73,9
330,17Networks_RH_VisPeri_ExStrSup_9,23,-59,7
331,17Networks_RH_VisPeri_ExStrSup_10,5,-85,12
332,17Networks_RH_VisPeri_ExStrSup_11,16,-66,19
333,17Networks_RH_VisPeri_ExStrSup_12,5,-79,24
334,17Networks_RH_VisPeri_ExStrSup_13,8,-87,34
335,17Networks_RH_VisPeri_ExStrSup_14,14,-77,31
336,17Networks_RH_VisPeri_ExStrSup_15,18,-83,42
337,17Networks_RH_SomMotA_1,53,-19,47
338,17Networks_RH_SomMotA_2,51,-13,50
339,17Networks_RH_SomMotA_3,46,-9,51
340,17Networks_RH_SomMotA_4,49,-26,57
341,17Networks_RH_SomMotA_5,7,-13,50
342,17Networks_RH_SomMotA_6,43,-21,54
343,17Networks_RH_SomMotA_7,41,-17,57
344,17Networks_RH_SomMotA_8,34,-34,60
345,17Networks_RH_SomMotA_9,5,-23,57
346,17Networks_RH_SomMotA_10,35,-27,61
347,17Networks_RH_SomMotA_11,36,-16,68
348,17Networks_RH_SomMotA_12,30,-41,65
349,17Networks_RH_SomMotA_13,31,-23,61
350,17Networks_RH_SomMotA_14,28,-11,65
351,17Networks_RH_SomMotA_15,9,-41,65
352,17Networks_RH_SomMotA_16,3,-32,63
353,17Networks_RH_SomMotA_17,25,-34,69
354,17Networks_RH_SomMotA_18,24,-28,68
355,17Networks_RH_SomMotA_19,19,-27,62
356,17Networks_RH_SomMotA_20,23,-22,71
357,17Networks_RH_SomMotA_21,19,-14,72
358,17Networks_RH_SomMotA_22,7,-16,73
359,17Networks_RH_SomMotA_23,21,-37,75
360,17Networks_RH_SomMotA_24,5,-31,73
361,17Networks_RH_SomMotA_25,11,-38,77
362,17Networks_RH_SomMotA_26,14,-26,72
363,17Networks_RH_SomMotA_27,14,-32,74
364,17Networks_RH_SomMotB_S2_1,54,4,-5
365,17Networks_RH_SomMotB_S2_2,56,-11,4
366,17Networks_RH_SomMotB_S2_3,40,-19,4
367,17Networks_RH_SomMotB_S2_4,37,-9,12
368,17Networks_RH_SomMotB_S2_5,47,-22,10
369,17Networks_RH_SomMotB_S2_6,35,-21,13
370,17Networks_RH_SomMotB_S2_7,61,-24,11
371,17Networks_RH_SomMotB_S2_8,41,-12,18
372,17Networks_RH_SomMotB_S2_9,41,-29,18
373,17Networks_RH_SomMotB_S2_10,50,-9,13
374,17Networks_RH_SomMotB_S2_11,60,0,11
375,17Networks_RH_SomMotB_S2_12,49,-20,18
376,17Networks_RH_SomMotB_S2_13,61,-12,15
377,17Networks_RH_SomMotB_S2_14,61,-4,24
378,17Networks_RH_SomMotB_S2_15,63,-12,28
379,17Networks_RH_SomMotB_S2_16,61,7,31
380,17Networks_RH_SomMotB_S2_17,53,-5,38
381,17Networks_RH_SomMotB_S2_18,52,-11,38
382,17Networks_RH_SomMotB_S2_19,39,-16,41
383,17Networks_RH_DorsAttnA_TempOcc_1,47,-37,-22
384,17Networks_RH_DorsAttnA_TempOcc_2,50,-53,-17
385,17Networks_RH_DorsAttnA_TempOcc_3,51,-65,-8
386,17Networks_RH_DorsAttnA_TempOcc_4,48,-67,4
387,17Networks_RH_DorsAttnA_TempOcc_5,51,-59,14
388,17Networks_RH_DorsAttnA_SPL_1,43,-81,20
389,17Networks_RH_DorsAttnA_SPL_2,36,-80,25
390,17Networks_RH_DorsAttnA_SPL_3,30,-66,34
391,17Networks_RH_DorsAttnA_SPL_4,29,-78,41
392,17Networks_RH_DorsAttnA_SPL_5,16,-79,52
393,17Networks_RH_DorsAttnA_SPL_6,28,-63,52
394,17Networks_RH_DorsAttnA_SPL_7,34,-56,52
395,17Networks_RH_DorsAttnA_SPL_8,21,-69,54
396,17Networks_RH_DorsAttnA_SPL_9,35,-46,54
397,17Networks_RH_DorsAttnA_SPL_10,11,-71,54
398,17Networks_RH_DorsAttnA_SPL_11,27,-56,60
399,17Networks_RH_DorsAttnA_SPL_12,8,-64,59
400,17Networks_RH_DorsAttnA_SPL_13,22,-63,65
401,17Networks_RH_DorsAttnA_SPL_14,14,-61,66
402,17Networks_RH_DorsAttnB_TempOcc_1,59,-55,-1
403,17Networks_RH_DorsAttnB_PostC_1,62,-18,32
404,17Networks_RH_DorsAttnB_PostC_2,63,-25,44
405,17Networks_RH_DorsAttnB_PostC_3,58,-14,39
406,17Networks_RH_DorsAttnB_PostC_4,56,-22,42
407,17Networks_RH_DorsAttnB_PostC_5,46,-28,43
408,17Networks_RH_DorsAttnB_PostC_6,39,-40,46
409,17Networks_RH_DorsAttnB_PostC_7,36,-33,47
410,17Networks_RH_DorsAttnB_PostC_8,36,-40,58
411,17Networks_RH_DorsAttnB_PostC_9,36,-49,66
412,17Networks_RH_DorsAttnB_PostC_10,8,-51,65
413,17Networks_RH_DorsAttnB_PostC_11,23,-49,69
414,17Networks_RH_DorsAttnB_PostC_12,15,-47,75
415,17Networks_RH_DorsAttnB_FEF_1,40,-3,51
416,17Networks_RH_DorsAttnB_FEF_2,30,-7,53
417,17Networks_RH_DorsAttnB_FEF_3,25,-1,59
418,17Networks_RH_DorsAttnB_FEF_4,19,-4,69
419,17Networks_RH_DorsAttnB_PrCv_1,52,8,30
420,17Networks_RH_SalVentAttnA_ParOper_1,64,-31,22
421,17Networks_RH_SalVentAttnA_ParOper_2,51,-30,25
422,17Networks_RH_SalVentAttnA_ParOper_3,60,-21,21
423,17Networks_RH_SalVentAttnA_ParOper_4,59,-27,33
424,17Networks_RH_SalVentAttnA_ParOper_5,65,-30,34
425,17Networks_RH_SalVentAttnA_PrC_1,50,3,41
426,17Networks_RH_SalVentAttnA_Ins_1,39,7,-16
427,17Networks_RH_SalVentAttnA_Ins_2,46,7,-15
428,17Networks_RH_SalVentAttnA_Ins_3,41,6,-5
429,17Networks_RH_SalVentAttnA_Ins_4,41,-10,-3
430,17Networks_RH_SalVentAttnA_Ins_5,38,2,5
431,17Networks_RH_SalVentAttnA_Ins_6,36,6,12
432,17Networks_RH_SalVentAttnA_Ins_7,43,13,5
433,17Networks_RH_SalVentAttnA_Ins_8,42,-1,14
434,17Networks_RH_SalVentAttnA_Ins_9,50,4,4
435,17Networks_RH_SalVentAttnA_Ins_10,53,11,13
436,17Networks_RH_SalVentAttnA_Ins_11,59,9,19
437,17Networks_RH_SalVentAttnA_FrMed_1,7,12,37
438,17Networks_RH_SalVentAttnA_FrMed_2,4,-8,37
439,17Networks_RH_SalVentAttnA_FrMed_3,10,-29,41
440,17Networks_RH_SalVentAttnA_FrMed_4,8,0,44
441,17Networks_RH_SalVentAttnA_FrMed_5,11,-16,41
442,17Networks_RH_SalVentAttnA_FrMed_6,8,14,48
443,17Networks_RH_SalVentAttnA_FrMed_7,12,-38,45
444,17Networks_RH_SalVentAttnA_FrMed_8,13,-26,45
445,17Networks_RH_SalVentAttnA_FrMed_9,10,-43,53
446,17Networks_RH_SalVentAttnA_FrMed_10,6,0,55
447,17Networks_RH_SalVentAttnA_FrMed_11,10,-34,52
448,17Networks_RH_SalVentAttnA_FrMed_12,7,-2,67
449,17Networks_RH_SalVentAttnA_FrMed_13,16,6,70
450,17Networks_RH_SalVentAttnB_IPL_1,63,-39,30
451,17Networks_RH_SalVentAttnB_IPL_2,61,-35,44
452,17Networks_RH_SalVentAttnB_PFCl_1,32,48,20
453,17Networks_RH_SalVentAttnB_PFCl_2,25,54,26
454,17Networks_RH_SalVentAttnB_PFCl_3,33,43,31
455,17Networks_RH_SalVentAttnB_PFCv_1,34,20,-8
456,17Networks_RH_SalVentAttnB_PFCv_2,34,26,1
457,17Networks_RH_SalVentAttnB_PFCv_3,50,32,-2
458,17Networks_RH_SalVentAttnB_PFCv_4,38,23,7
459,17Networks_RH_SalVentAttnB_PFCv_5,50,40,5
460,17Networks_RH_SalVentAttnB_PFCv_6,41,50,7
461,17Networks_RH_SalVentAttnB_PFCv_7,54,15,6
462,17Networks_RH_SalVentAttnB_PFCmp_1,5,21,24
