ROI Index,Label Name,R,A,S
463,17Networks_RH_SalVentAttnB_PFCmp_2,7,35,24
464,17Networks_RH_SalVentAttnB_PFCmp_3,9,25,32
465,17Networks_RH_SalVentAttnB_PFCmp_4,5,25,48
466,17Networks_RH_SalVentAttnB_PFCmp_5,5,12,61
467,17Networks_RH_SalVentAttnB_PFCmp_6,24,9,64
468,17Networks_RH_SalVentAttnB_PFCmp_7,14,16,64
469,17Networks_RH_Limbic_OFC_1,20,14,-22
470,17Networks_RH_Limbic_OFC_2,15,28,-24
471,17Networks_RH_Limbic_OFC_3,11,23,-18
472,17Networks_RH_Limbic_OFC_4,10,42,-23
473,17Networks_RH_Limbic_OFC_5,23,28,-19
474,17Networks_RH_Limbic_OFC_6,23,42,-17
475,17Networks_RH_Limbic_OFC_7,5,21,-21
476,17Networks_RH_Limbic_OFC_8,4,50,-23
477,17Networks_RH_Limbic_OFC_9,14,58,-19
478,17Networks_RH_Limbic_OFC_10,4,27,-11
479,17Networks_RH_Limbic_OFC_11,6,63,-11
480,17Networks_RH_Limbic_TempPole_1,37,0,-44
481,17Networks_RH_Limbic_TempPole_2,33,14,-40
482,17Networks_RH_Limbic_TempPole_3,28,-6,-36
483,17Networks_RH_Limbic_TempPole_4,39,-12,-34
484,17Networks_RH_Limbic_TempPole_5,24,6,-37
485,17Networks_RH_Limbic_TempPole_6,52,-18,-32
486,17Networks_RH_Limbic_TempPole_7,31,14,-30
487,17Networks_RH_Limbic_TempPole_8,37,-31,-24
488,17Networks_RH_Limbic_TempPole_9,44,19,-26
489,17Networks_RH_ContA_IPS_1,34,-72,41
490,17Networks_RH_ContA_IPS_2,54,-39,48
491,17Networks_RH_ContA_IPS_3,55,-30,52
492,17Networks_RH_ContA_IPS_4,48,-37,53
493,17Networks_RH_ContA_IPS_5,40,-62,49
494,17Networks_RH_ContA_IPS_6,44,-45,45
495,17Networks_RH_ContA_IPS_7,33,-66,50
496,17Networks_RH_ContA_IPS_8,37,-51,42
497,17Networks_RH_ContA_PFCd_1,29,2,53
498,17Networks_RH_ContA_PFCd_2,24,12,51
499,17Networks_RH_ContA_PFCl_1,50,30,18
500,17Networks_RH_ContA_PFCl_2,54,18,20
501,17Networks_RH_ContA_PFCl_3,42,43,16
502,17Networks_RH_ContA_PFCl_4,43,18,27
503,17Networks_RH_ContA_PFCl_5,47,30,28
504,17Networks_RH_ContA_PFCl_6,43,8,25
505,17Networks_RH_ContA_PFCl_7,38,10,35
506,17Networks_RH_ContA_Cinga_1,5,4,29
507,17Networks_RH_ContB_Temp_1,59,-30,-23
508,17Networks_RH_ContB_Temp_2,65,-24,-16
509,17Networks_RH_ContB_Temp_3,63,-41,-11
510,17Networks_RH_ContB_IPL_1,58,-45,35
511,17Networks_RH_ContB_IPL_2,42,-71,44
512,17Networks_RH_ContB_IPL_3,56,-52,43
513,17Networks_RH_ContB_IPL_4,47,-56,51
514,17Networks_RH_ContB_IPL_5,50,-45,51
515,17Networks_RH_ContB_PFCld_1,38,33,39
516,17Networks_RH_ContB_PFCld_2,47,18,39
517,17Networks_RH_ContB_PFCld_3,42,12,45
518,17Networks_RH_ContB_PFCld_4,40,23,50
519,17Networks_RH_ContB_PFCld_5,41,7,55
520,17Networks_RH_ContB_PFCld_6,31,16,53
521,17Networks_RH_ContB_PFCld_7,23,25,54
522,17Networks_RH_ContB_PFClv_1,35,37,-13
523,17Networks_RH_ContB_PFClv_2,28,56,-13
524,17Networks_RH_ContB_PFClv_3,42,51,-8
525,17Networks_RH_ContB_PFClv_4,30,58,-3
526,17Networks_RH_ContB_PFClv_5,19,65,-3
527,17Networks_RH_ContB_PFClv_6,30,57,9
528,17Networks_RH_ContB_PFCmp_1,5,37,48
529,17Networks_RH_ContC_pCun_1,17,-64,28
530,17Networks_RH_ContC_pCun_2,14,-72,40
531,17Networks_RH_ContC_pCun_3,8,-50,44
532,17Networks_RH_ContC_pCun_4,7,-61,45
533,17Networks_RH_ContC_pCun_5,5,-71,48
534,17Networks_RH_ContC_pCun_6,6,-54,53
535,17Networks_RH_ContC_Cingp_1,7,-38,25
536,17Networks_RH_ContC_Cingp_2,6,-23,29
537,17Networks_RH_ContC_Cingp_3,5,-10,31
538,17Networks_RH_DefaultA_Temp_1,60,-5,-16
539,17Networks_RH_DefaultA_IPL_1,50,-50,18
540,17Networks_RH_DefaultA_IPL_2,47,-59,25
541,17Networks_RH_DefaultA_IPL_3,55,-53,28
542,17Networks_RH_DefaultA_IPL_4,50,-62,37
543,17Networks_RH_DefaultA_PFCd_1,24,37,34
544,17Networks_RH_DefaultA_PFCd_2,22,41,45
545,17Networks_RH_DefaultA_PFCd_3,29,29,41
546,17Networks_RH_DefaultA_PCC_1,7,-46,15
547,17Networks_RH_DefaultA_PCC_2,5,-53,20
548,17Networks_RH_DefaultA_PCC_3,4,-45,29
549,17Networks_RH_DefaultA_PCC_4,5,-63,28
550,17Networks_RH_DefaultA_PCC_5,11,-49,29
551,17Networks_RH_DefaultA_PCC_6,6,-36,34
552,17Networks_RH_DefaultA_PCC_7,4,-24,37
553,17Networks_RH_DefaultA_PCC_8,5,-67,36
554,17Networks_RH_DefaultA_PCC_9,9,-54,35
555,17Networks_RH_DefaultA_PCC_10,10,-43,38
556,17Networks_RH_DefaultA_PFCm_1,6,46,-11
557,17Networks_RH_DefaultA_PFCm_2,8,53,-2
558,17Networks_RH_DefaultA_PFCm_3,6,39,-1
559,17Networks_RH_DefaultA_PFCm_4,8,67,3
560,17Networks_RH_DefaultA_PFCm_5,7,56,11
561,17Networks_RH_DefaultA_PFCm_6,9,43,10
562,17Networks_RH_DefaultA_PFCm_7,18,65,15
563,17Networks_RH_DefaultA_PFCm_8,6,30,13
564,17Networks_RH_DefaultB_Temp_1,63,-24,-7
565,17Networks_RH_DefaultB_Temp_2,63,-37,0
566,17Networks_RH_DefaultB_AntTemp_1,48,10,-35
567,17Networks_RH_DefaultB_AntTemp_2,58,-8,-27
568,17Networks_RH_DefaultB_AntTemp_3,52,8,-22
569,17Networks_RH_DefaultB_PFCd_1,7,61,27
570,17Networks_RH_DefaultB_PFCd_2,5,48,30
571,17Networks_RH_DefaultB_PFCd_3,16,54,34
572,17Networks_RH_DefaultB_PFCd_4,10,50,46
573,17Networks_RH_DefaultB_PFCd_5,15,37,53
574,17Networks_RH_DefaultB_PFCd_6,9,26,60
575,17Networks_RH_DefaultB_PFCv_1,29,19,-20
576,17Networks_RH_DefaultB_PFCv_2,39,25,-16
577,17Networks_RH_DefaultB_PFCv_3,47,31,-11
578,17Networks_RH_DefaultB_PFCv_4,54,23,7
579,17Networks_RH_DefaultC_IPL_1,47,-67,20
580,17Networks_RH_DefaultC_IPL_2,45,-77,27
581,17Networks_RH_DefaultC_IPL_3,50,-69,31
582,17Networks_RH_DefaultC_Rsp_1,13,-45,3
583,17Networks_RH_DefaultC_Rsp_2,10,-51,9
584,17Networks_RH_DefaultC_Rsp_3,15,-57,20
585,17Networks_RH_DefaultC_PHC_1,22,-17,-27
586,17Networks_RH_DefaultC_PHC_2,30,-30,-19
587,17Networks_RH_DefaultC_PHC_3,18,-31,-14
588,17Networks_RH_TempPar_1,55,-2,-11
589,17Networks_RH_TempPar_2,49,-17,-10
590,17Networks_RH_TempPar_3,49,-25,-5
591,17Networks_RH_TempPar_4,60,-14,-4
592,17Networks_RH_TempPar_5,50,-35,3
593,17Networks_RH_TempPar_6,61,-25,2
594,17Networks_RH_TempPar_7,60,-45,6
595,17Networks_RH_TempPar_8,56,-54,10
596,17Networks_RH_TempPar_9,51,-41,12
597,17Networks_RH_TempPar_10,57,-47,13
598,17Networks_RH_TempPar_11,64,-35,11
599,17Networks_RH_TempPar_12,62,-40,20
600,17Networks_RH_TempPar_13,54,-44,23
