ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-20,66,8
2,17networks_LH_DefaultA_IPL_1,-38,-74,44
3,17networks_LH_DefaultA_IPL_2,-48,-70,32
4,17networks_LH_DefaultA_IPL_3,-46,-62,34
5,17networks_LH_DefaultA_PCC_1,-4,-52,18
6,17networks_LH_DefaultA_PCC_2,-6,-52,24
7,17networks_LH_DefaultA_PFCd_1,-20,40,42
8,17networks_LH_DefaultA_PFCd_2,-20,32,50
9,17networks_LH_DefaultA_PFCm_1,-8,58,6
10,17networks_LH_DefaultA_PFCm_2,-4,54,-10
11,17networks_LH_DefaultA_PFCm_3,-6,34,-8
12,17networks_LH_DefaultA_PFCm_4,-4,20,-20
13,17networks_LH_DefaultA_PFCm_5,-4,14,-10
14,17networks_LH_DefaultA_PHC_1,-22,-18,-28
15,17networks_LH_DefaultA_PHC_2,-20,-26,-20
16,17networks_LH_DefaultA_Temp_1,-52,0,-20
17,17networks_LH_DefaultA_Temp_2,-62,-10,-16
18,17networks_LH_DefaultA_Temp_3,-50,-14,-10
19,17networks_LH_DefaultA_Temp_4,-40,-14,-32
20,17networks_LH_DefaultA_Temp_5,-38,-22,-28
21,17networks_LH_DefaultA_Temp_6,-44,-30,-22
22,17networks_LH_DefaultA_TempPole_1,-28,12,-32
23,17networks_LH_DefaultA_TempPole_2,-38,8,-24
24,17networks_LH_DefaultA_pCun_1,-4,-62,22
25,17networks_LH_DefaultA_pCun_2,-6,-58,28
26,17networks_LH_DefaultA_pCun_3,-4,-68,30
27,17networks_LH_DefaultA_pCun_4,-6,-58,34
28,17networks_LH_DefaultB_FPole_1,-8,66,-14
29,17networks_LH_DefaultB_FPole_2,-20,64,-8
30,17networks_LH_DefaultB_FPole_3,-8,68,2
31,17networks_LH_DefaultB_IPL_1,-50,-54,26
32,17networks_LH_DefaultB_IPL_2,-60,-52,30
33,17networks_LH_DefaultB_IPL_3,-52,-58,34
34,17networks_LH_DefaultB_IPL_4,-42,-66,24
35,17networks_LH_DefaultB_IPL_5,-48,-60,18
36,17networks_LH_DefaultB_IPL_6,-44,-56,24
37,17networks_LH_DefaultB_IPL_7,-46,-50,16
38,17networks_LH_DefaultB_PCC_1,-2,-16,36
39,17networks_LH_DefaultB_PCC_2,-4,-24,40
40,17networks_LH_DefaultB_PCC_3,-2,-44,28
41,17networks_LH_DefaultB_PCC_4,-12,-48,30
42,17networks_LH_DefaultB_PCC_5,-6,-38,34
43,17networks_LH_DefaultB_PCC_6,-8,-42,38
44,17networks_LH_DefaultB_PFCd_1,-20,16,64
45,17networks_LH_DefaultB_PFCd_2,-12,26,60
46,17networks_LH_DefaultB_PFCd_3,-12,42,52
47,17networks_LH_DefaultB_PFCd_4,-4,38,52
48,17networks_LH_DefaultB_PFCd_5,-14,60,24
49,17networks_LH_DefaultB_PFCd_6,-14,50,40
50,17networks_LH_DefaultB_PFCd_7,-4,60,20
51,17networks_LH_DefaultB_PFCd_8,-6,48,20
52,17networks_LH_DefaultB_PFCd_9,-4,54,38
53,17networks_LH_DefaultB_PFCd_10,-4,42,34
54,17networks_LH_DefaultB_PFCl_1,-40,24,46
55,17networks_LH_DefaultB_PFCl_2,-46,12,40
56,17networks_LH_DefaultB_PFCl_3,-38,14,56
57,17networks_LH_DefaultB_PFCv_1,-46,32,-10
58,17networks_LH_DefaultB_PFCv_2,-36,22,-14
59,17networks_LH_DefaultB_Temp_1,-64,-24,-8
60,17networks_LH_DefaultB_Temp_2,-62,-36,-2
61,17networks_LH_DefaultB_Temp_3,-52,-36,0
62,17networks_LH_DefaultB_Temp_4,-50,-18,-34
63,17networks_LH_DefaultB_Temp_5,-58,-16,-28
64,17networks_LH_DefaultB_TempPole_1,-50,2,-32
65,17networks_LH_DefaultB_TempPole_2,-34,10,-40
66,17networks_LH_DefaultB_TempPole_3,-42,18,-28
67,17networks_LH_DefaultC_IPL_1,-44,-74,24
68,17networks_LH_DefaultC_IPL_2,-38,-82,32
69,17networks_LH_DefaultC_PFCd_1,-22,16,52
70,17networks_LH_DefaultC_PFCd_2,-28,30,48
71,17networks_LH_DefaultC_PFCd_3,-24,26,42
72,17networks_LH_DefaultC_PHC_1,-18,-36,-12
73,17networks_LH_DefaultC_PHC_2,-32,-24,-24
74,17networks_LH_DefaultC_PHC_3,-28,-36,-14
75,17networks_LH_DefaultC_RSC_1,-10,-58,16
76,17networks_LH_DefaultC_RSC_2,-18,-62,22
77,17networks_LH_DefaultC_RSC_3,-6,-46,14
78,17networks_LH_DefaultC_RSC_4,-10,-54,8
79,17networks_LH_DefaultC_RSC_5,-10,-42,2
80,17networks_LH_DefaultC_RSC_6,-20,-54,6
81,17networks_LH_DefaultC_RSC_7,-12,-48,4
82,17networks_LH_DefaultC_pCun_1,-4,-58,50
83,17networks_LH_DefaultC_pCun_2,-4,-70,54
84,17networks_LH_DefaultC_pCun_3,-4,-60,54
85,17networks_LH_DefaultC_pCun_4,-2,-68,46
86,17networks_LH_DefaultC_pCun_5,-2,-66,38
87,17networks_LH_DefaultC_pCun_6,-6,-42,46
88,17networks_LH_DefaultC_pCun_7,-6,-50,46
89,17networks_LH_DefaultC_pCun_8,-10,-50,40
90,17networks_LH_DefaultC_pCun_9,-4,-58,42
91,17networks_LH_Language_IFG_1,-52,20,8
92,17networks_LH_Language_IFG_2,-42,26,2
93,17networks_LH_Language_IFG_3,-50,32,-2
94,17networks_LH_Language_IPL_1,-60,-40,30
95,17networks_LH_Language_IPL_2,-58,-46,22
96,17networks_LH_Language_PFCd_1,-4,6,64
97,17networks_LH_Language_PFCd_2,-4,20,62
98,17networks_LH_Language_PFCd_3,-12,12,66
99,17networks_LH_Language_PFCd_4,-22,48,32
100,17networks_LH_Language_PFCd_5,-24,58,20
101,17networks_LH_Language_PFCl_1,-42,8,48
102,17networks_LH_Language_Temp_1,-52,-46,6
103,17networks_LH_Language_Temp_2,-52,-24,-6
104,17networks_LH_Language_Temp_3,-52,8,-18
105,17networks_LH_Language_Temp_4,-54,-4,-10
106,17networks_LH_Language_TempPole_1,-30,-2,-44
107,17networks_LH_Language_TempPole_2,-44,-4,-42
108,17networks_LH_ContA_Cingm_1,-4,16,24
109,17networks_LH_ContA_Cingm_2,-4,2,30
110,17networks_LH_ContA_IPS_1,-52,-44,54
111,17networks_LH_ContA_IPS_2,-46,-40,46
112,17networks_LH_ContA_IPS_3,-40,-44,44
113,17networks_LH_ContA_IPS_4,-44,-48,52
114,17networks_LH_ContA_IPS_5,-42,-54,50
115,17networks_LH_ContA_IPS_6,-28,-78,38
116,17networks_LH_ContA_IPS_7,-28,-68,38
117,17networks_LH_ContA_Ins_1,-32,22,-2
118,17networks_LH_ContA_Ins_2,-36,30,0
119,17networks_LH_ContA_OFC_1,-36,36,-12
120,17networks_LH_ContA_PFCd_1,-24,-4,54
121,17networks_LH_ContA_PFCd_2,-30,2,60
122,17networks_LH_ContA_PFCd_3,-22,8,52
123,17networks_LH_ContA_PFCl_1,-36,8,28
124,17networks_LH_ContA_PFCl_2,-40,6,34
125,17networks_LH_ContA_PFCl_3,-46,18,24
126,17networks_LH_ContA_PFCl_4,-44,24,28
127,17networks_LH_ContA_PFCl_5,-44,20,36
128,17networks_LH_ContA_PFCl_6,-46,40,6
129,17networks_LH_ContA_PFCl_7,-50,32,14
130,17networks_LH_ContA_PFCl_8,-38,48,12
131,17networks_LH_ContA_Temp_1,-60,-46,-12
132,17networks_LH_ContA_Temp_2,-62,-48,-4
133,17networks_LH_ContB_FPole_1,-28,58,-2
134,17networks_LH_ContB_IPL_1,-54,-50,44
135,17networks_LH_ContB_IPL_2,-50,-58,48
136,17networks_LH_ContB_IPL_3,-44,-66,46
137,17networks_LH_ContB_IPS_1,-28,-64,48
138,17networks_LH_ContB_IPS_2,-32,-58,42
139,17networks_LH_ContB_IPS_3,-30,-72,50
140,17networks_LH_ContB_IPS_4,-38,-62,52
141,17networks_LH_ContB_OFC_1,-38,50,-14
142,17networks_LH_ContB_OFC_2,-42,50,-2
143,17networks_LH_ContB_OFC_3,-10,38,-22
144,17networks_LH_ContB_OFC_4,-18,38,-20
145,17networks_LH_ContB_OFC_5,-2,40,-22
146,17networks_LH_ContB_OFC_6,-10,54,-22
147,17networks_LH_ContB_OFC_7,-12,24,-20
148,17networks_LH_ContB_PCC_1,-4,-34,42
149,17networks_LH_ContB_PCC_2,-4,-36,28
150,17networks_LH_ContB_PCC_3,-4,-30,34
151,17networks_LH_ContB_PFCd_1,-28,16,56
152,17networks_LH_ContB_PFCmp_1,-6,14,54
