ROI Index,Label Name,R,A,S
462,17Networks_RH_SalVentAttnB_PFCmp_1,4,22,24
463,17Networks_RH_SalVentAttnB_PFCmp_2,8,36,24
464,17Networks_RH_SalVentAttnB_PFCmp_3,8,26,32
465,17Networks_RH_SalVentAttnB_PFCmp_4,6,24,48
466,17Networks_RH_SalVentAttnB_PFCmp_5,6,12,62
467,17Networks_RH_SalVentAttnB_PFCmp_6,24,10,64
468,17Networks_RH_SalVentAttnB_PFCmp_7,14,16,64
469,17Networks_RH_Limbic_OFC_1,20,14,-22
470,17Networks_RH_Limbic_OFC_2,16,28,-24
471,17Networks_RH_Limbic_OFC_3,12,24,-18
472,17Networks_RH_Limbic_OFC_4,10,42,-24
473,17Networks_RH_Limbic_OFC_5,24,28,-18
474,17Networks_RH_Limbic_OFC_6,24,42,-16
475,17Networks_RH_Limbic_OFC_7,4,20,-20
476,17Networks_RH_Limbic_OFC_8,4,50,-24
477,17Networks_RH_Limbic_OFC_9,14,58,-18
478,17Networks_RH_Limbic_OFC_10,4,28,-12
479,17Networks_RH_Limbic_OFC_11,6,62,-12
480,17Networks_RH_Limbic_TempPole_1,38,0,-44
481,17Networks_RH_Limbic_TempPole_2,34,14,-40
482,17Networks_RH_Limbic_TempPole_3,28,-6,-36
483,17Networks_RH_Limbic_TempPole_4,38,-12,-34
484,17Networks_RH_Limbic_TempPole_5,24,6,-38
485,17Networks_RH_Limbic_TempPole_6,52,-18,-32
486,17Networks_RH_Limbic_TempPole_7,30,14,-30
487,17Networks_RH_Limbic_TempPole_8,38,-30,-24
488,17Networks_RH_Limbic_TempPole_9,44,20,-26
489,17Networks_RH_ContA_IPS_1,34,-72,42
490,17Networks_RH_ContA_IPS_2,54,-38,48
491,17Networks_RH_ContA_IPS_3,54,-30,52
492,17Networks_RH_ContA_IPS_4,48,-38,54
493,17Networks_RH_ContA_IPS_5,40,-62,50
494,17Networks_RH_ContA_IPS_6,44,-46,46
495,17Networks_RH_ContA_IPS_7,32,-66,50
496,17Networks_RH_ContA_IPS_8,38,-50,42
497,17Networks_RH_ContA_PFCd_1,30,2,54
498,17Networks_RH_ContA_PFCd_2,24,12,52
499,17Networks_RH_ContA_PFCl_1,50,30,18
500,17Networks_RH_ContA_PFCl_2,54,18,20
501,17Networks_RH_ContA_PFCl_3,42,42,16
502,17Networks_RH_ContA_PFCl_4,42,18,26
503,17Networks_RH_ContA_PFCl_5,48,30,28
504,17Networks_RH_ContA_PFCl_6,44,8,24
505,17Networks_RH_ContA_PFCl_7,38,10,34
506,17Networks_RH_ContA_Cinga_1,6,4,30
507,17Networks_RH_ContB_Temp_1,60,-30,-22
508,17Networks_RH_ContB_Temp_2,66,-24,-16
509,17Networks_RH_ContB_Temp_3,64,-40,-12
510,17Networks_RH_ContB_IPL_1,58,-44,36
511,17Networks_RH_ContB_IPL_2,42,-72,44
512,17Networks_RH_ContB_IPL_3,56,-52,42
513,17Networks_RH_ContB_IPL_4,48,-56,52
514,17Networks_RH_ContB_IPL_5,50,-44,50
515,17Networks_RH_ContB_PFCld_1,38,34,38
516,17Networks_RH_ContB_PFCld_2,48,18,40
517,17Networks_RH_ContB_PFCld_3,42,12,44
518,17Networks_RH_ContB_PFCld_4,40,22,50
519,17Networks_RH_ContB_PFCld_5,42,6,54
520,17Networks_RH_ContB_PFCld_6,30,16,54
521,17Networks_RH_ContB_PFCld_7,24,24,54
522,17Networks_RH_ContB_PFClv_1,36,38,-12
523,17Networks_RH_ContB_PFClv_2,28,56,-14
524,17Networks_RH_ContB_PFClv_3,42,50,-8
525,17Networks_RH_ContB_PFClv_4,30,58,-4
526,17Networks_RH_ContB_PFClv_5,20,64,-4
527,17Networks_RH_ContB_PFClv_6,30,56,8
528,17Networks_RH_ContB_PFCmp_1,4,38,48
529,17Networks_RH_ContC_pCun_1,16,-64,28
530,17Networks_RH_ContC_pCun_2,14,-72,40
531,17Networks_RH_ContC_pCun_3,8,-50,44
532,17Networks_RH_ContC_pCun_4,6,-62,44
533,17Networks_RH_ContC_pCun_5,4,-72,48
534,17Networks_RH_ContC_pCun_6,6,-54,54
535,17Networks_RH_ContC_Cingp_1,8,-38,26
536,17Networks_RH_ContC_Cingp_2,6,-24,28
537,17Networks_RH_ContC_Cingp_3,6,-10,30
538,17Networks_RH_DefaultA_Temp_1,60,-6,-16
539,17Networks_RH_DefaultA_IPL_1,50,-50,18
540,17Networks_RH_DefaultA_IPL_2,48,-58,26
541,17Networks_RH_DefaultA_IPL_3,56,-52,28
542,17Networks_RH_DefaultA_IPL_4,50,-62,38
543,17Networks_RH_DefaultA_PFCd_1,24,38,34
544,17Networks_RH_DefaultA_PFCd_2,22,40,44
545,17Networks_RH_DefaultA_PFCd_3,28,30,42
546,17Networks_RH_DefaultA_PCC_1,6,-46,14
547,17Networks_RH_DefaultA_PCC_2,6,-52,20
548,17Networks_RH_DefaultA_PCC_3,4,-46,28
549,17Networks_RH_DefaultA_PCC_4,6,-62,28
550,17Networks_RH_DefaultA_PCC_5,10,-50,28
551,17Networks_RH_DefaultA_PCC_6,6,-36,34
552,17Networks_RH_DefaultA_PCC_7,4,-24,36
553,17Networks_RH_DefaultA_PCC_8,4,-68,36
554,17Networks_RH_DefaultA_PCC_9,8,-54,34
555,17Networks_RH_DefaultA_PCC_10,10,-44,38
556,17Networks_RH_DefaultA_PFCm_1,6,46,-10
557,17Networks_RH_DefaultA_PFCm_2,8,54,-2
558,17Networks_RH_DefaultA_PFCm_3,6,38,-2
559,17Networks_RH_DefaultA_PFCm_4,8,68,4
560,17Networks_RH_DefaultA_PFCm_5,8,56,10
561,17Networks_RH_DefaultA_PFCm_6,10,42,10
562,17Networks_RH_DefaultA_PFCm_7,18,66,14
563,17Networks_RH_DefaultA_PFCm_8,6,30,12
564,17Networks_RH_DefaultB_Temp_1,64,-24,-8
565,17Networks_RH_DefaultB_Temp_2,64,-38,0
566,17Networks_RH_DefaultB_AntTemp_1,48,10,-36
567,17Networks_RH_DefaultB_AntTemp_2,58,-8,-28
568,17Networks_RH_DefaultB_AntTemp_3,52,8,-22
569,17Networks_RH_DefaultB_PFCd_1,6,60,28
570,17Networks_RH_DefaultB_PFCd_2,6,48,30
571,17Networks_RH_DefaultB_PFCd_3,16,54,34
572,17Networks_RH_DefaultB_PFCd_4,10,50,46
573,17Networks_RH_DefaultB_PFCd_5,14,36,54
574,17Networks_RH_DefaultB_PFCd_6,10,26,60
575,17Networks_RH_DefaultB_PFCv_1,30,20,-20
576,17Networks_RH_DefaultB_PFCv_2,40,26,-16
577,17Networks_RH_DefaultB_PFCv_3,48,32,-10
578,17Networks_RH_DefaultB_PFCv_4,54,24,6
579,17Networks_RH_DefaultC_IPL_1,46,-66,20
580,17Networks_RH_DefaultC_IPL_2,46,-76,26
581,17Networks_RH_DefaultC_IPL_3,50,-68,32
582,17Networks_RH_DefaultC_Rsp_1,14,-44,4
583,17Networks_RH_DefaultC_Rsp_2,10,-52,10
584,17Networks_RH_DefaultC_Rsp_3,16,-58,20
585,17Networks_RH_DefaultC_PHC_1,22,-18,-28
586,17Networks_RH_DefaultC_PHC_2,30,-30,-18
587,17Networks_RH_DefaultC_PHC_3,18,-32,-14
588,17Networks_RH_TempPar_1,54,-2,-12
589,17Networks_RH_TempPar_2,50,-18,-10
590,17Networks_RH_TempPar_3,48,-26,-4
591,17Networks_RH_TempPar_4,60,-14,-4
592,17Networks_RH_TempPar_5,50,-36,2
593,17Networks_RH_TempPar_6,60,-24,2
594,17Networks_RH_TempPar_7,60,-46,6
595,17Networks_RH_TempPar_8,56,-54,10
596,17Networks_RH_TempPar_9,50,-40,12
597,17Networks_RH_TempPar_10,58,-48,14
598,17Networks_RH_TempPar_11,64,-36,10
599,17Networks_RH_TempPar_12,62,-40,20
600,17Networks_RH_TempPar_13,54,-44,22
