ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_FPole_1,-12,69,4
2,17networks_LH_DefaultA_FPole_2,-22,64,10
3,17networks_LH_DefaultA_IPL_1,-44,-72,40
4,17networks_LH_DefaultA_IPL_2,-35,-75,49
5,17networks_LH_DefaultA_IPL_3,-41,-67,50
6,17networks_LH_DefaultA_IPL_4,-47,-62,27
7,17networks_LH_DefaultA_IPL_5,-47,-69,29
8,17networks_LH_DefaultA_IPL_6,-47,-64,37
9,17networks_LH_DefaultA_IPL_7,-45,-57,30
10,17networks_LH_DefaultA_PCC_1,-5,-51,17
11,17networks_LH_DefaultA_PCC_2,-4,-57,19
12,17networks_LH_DefaultA_PCC_3,-3,-48,25
13,17networks_LH_DefaultA_PFCd_1,-20,38,41
14,17networks_LH_DefaultA_PFCd_2,-20,33,51
15,17networks_LH_DefaultA_PFCm_1,-6,59,7
16,17networks_LH_DefaultA_PFCm_2,-5,55,-10
17,17networks_LH_DefaultA_PFCm_3,-4,18,-9
18,17networks_LH_DefaultA_PFCm_4,-6,35,-9
19,17networks_LH_DefaultA_PFCm_5,-5,19,-19
20,17networks_LH_DefaultA_PHC_1,-20,-23,-23
21,17networks_LH_DefaultA_Temp_1,-58,-4,-16
22,17networks_LH_DefaultA_Temp_2,-54,-14,-12
23,17networks_LH_DefaultA_Temp_3,-53,-4,-11
24,17networks_LH_DefaultA_Temp_4,-38,-18,-29
25,17networks_LH_DefaultA_Temp_5,-43,-31,-22
26,17networks_LH_DefaultA_TempPole_1,-27,7,-29
27,17networks_LH_DefaultA_pCun_1,-4,-65,23
28,17networks_LH_DefaultA_pCun_2,-6,-57,26
29,17networks_LH_DefaultA_pCun_3,-3,-64,30
30,17networks_LH_DefaultA_pCun_4,-10,-53,32
31,17networks_LH_DefaultA_pCun_5,-6,-58,35
32,17networks_LH_DefaultB_FPole_1,-8,65,-13
33,17networks_LH_DefaultB_FPole_2,-20,63,-8
34,17networks_LH_DefaultB_IPL_1,-53,-57,29
35,17networks_LH_DefaultB_IPL_2,-60,-53,29
36,17networks_LH_DefaultB_IPL_3,-46,-60,20
37,17networks_LH_DefaultB_IPL_4,-46,-52,23
38,17networks_LH_DefaultB_PCC_1,-2,-15,37
39,17networks_LH_DefaultB_PCC_2,-3,-39,29
40,17networks_LH_DefaultB_PCC_3,-8,-47,30
41,17networks_LH_DefaultB_PCC_4,-6,-40,34
42,17networks_LH_DefaultB_PCC_5,-12,-45,35
43,17networks_LH_DefaultB_PFCd_1,-12,24,61
44,17networks_LH_DefaultB_PFCd_2,-8,42,52
45,17networks_LH_DefaultB_PFCd_3,-15,61,24
46,17networks_LH_DefaultB_PFCd_4,-14,50,41
47,17networks_LH_DefaultB_PFCd_5,-6,65,19
48,17networks_LH_DefaultB_PFCd_6,-5,53,21
49,17networks_LH_DefaultB_PFCd_7,-5,57,36
50,17networks_LH_DefaultB_PFCd_8,-3,42,35
51,17networks_LH_DefaultB_PFCl_1,-47,13,40
