ROI Label,ROI Name,R,A,S
1,17networks_LH_DefaultA_PFCm_1,-6,46,0
2,17networks_LH_DefaultA_TempPole_1,-32,2,-38
3,17networks_LH_DefaultA_pCunPCC_1,-6,-52,34
4,17networks_LH_DefaultB_FPole_1,-24,60,-2
5,17networks_LH_DefaultB_IPL_1,-48,-64,36
6,17networks_LH_DefaultB_Ins_1,-34,22,-10
7,17networks_LH_DefaultB_PFCd_1,-8,48,42
8,17networks_LH_DefaultB_PFCl_1,-40,14,48
9,17networks_LH_DefaultB_Temp_1,-56,-4,-20
10,17networks_LH_DefaultC_PFCd_1,-26,20,52
11,17networks_LH_DefaultC_PHC_1,-26,-34,-18
12,17networks_LH_DefaultC_RSC_1,-12,-56,12
13,17networks_LH_Language_IFG_1,-46,34,-4
14,17networks_LH_Language_Temp_1,-58,-32,-2
15,17networks_LH_ContA_IPS_1,-38,-52,46
16,17networks_LH_ContA_PFCl_1,-44,32,20
17,17networks_LH_ContB_OFC_1,-14,32,-20
18,17networks_LH_ContB_Temp_1,-58,-32,-22
19,17networks_LH_ContC_Cingp_1,-4,-26,34
20,17networks_LH_ContC_pCun_1,-10,-74,38
21,17networks_LH_SalVenAttnA_FrMed_1,-6,4,62
22,17networks_LH_SalVenAttnA_Ins_1,-42,-2,-6
23,17networks_LH_SalVenAttnA_PFCmp_1,-6,20,34
24,17networks_LH_SalVenAttnA_SPL_1,-12,-34,46
25,17networks_LH_SalVenAttnB_IPL_1,-58,-38,30
26,17networks_LH_SalVenAttnB_Ins_1,-38,12,6
27,17networks_LH_SalVenAttnB_PFCl_1,-30,44,30
28,17networks_LH_DorsAttnA_IPL_1,-58,-24,38
29,17networks_LH_DorsAttnA_PrCv_1,-48,6,28
30,17networks_LH_DorsAttnA_SPL_1,-24,-68,50
31,17networks_LH_DorsAttnA_SPL_2,-6,-60,56
32,17networks_LH_DorsAttnA_TempOcc_1,-46,-58,-12
33,17networks_LH_DorsAttnB_PostC_1,-42,-34,48
34,17networks_LH_DorsAttnB_PrCd_1,-26,-4,60
35,17networks_LH_DorsAttnB_SPL_1,-22,-50,66
36,17networks_LH_Aud_ST_1,-54,-22,8
37,17networks_LH_Aud_Temp_1,-58,-50,12
38,17networks_LH_SomMotA_1,-40,-22,58
39,17networks_LH_SomMotA_2,-6,-28,70
40,17networks_LH_SomMotB_Ins_1,-36,-22,16
41,17networks_LH_SomMotB_1,-54,-8,34
42,17networks_LH_SomMotB_2,-54,-12,14
43,17networks_LH_VisualA_ExStr_1,-26,-88,20
44,17networks_LH_VisualA_ExStr_2,-48,-70,10
45,17networks_LH_VisualA_ExStr_3,-26,-76,-14
46,17networks_LH_VisualB_ExStrInf_1,-18,-60,-6
47,17networks_LH_VisualB_ExStrSup_1,-6,-82,26
48,17networks_LH_VisualB_Striate_1,-12,-66,6
49,17networks_LH_VisualC_ExStr_1,-26,-96,-4
50,17networks_LH_VisualC_Striate_1,-6,-92,-2
51,17networks_RH_DefaultA_IPL_1,54,-50,30
52,17networks_RH_DefaultA_PFCd_1,26,24,50
53,17networks_RH_DefaultA_PFCm_1,6,48,0
54,17networks_RH_DefaultA_TempPole_1,50,6,-18
55,17networks_RH_DefaultA_pCunPCC_1,6,-52,30
56,17networks_RH_DefaultB_PFCd_1,12,50,40
57,17networks_RH_DefaultB_TempPole_1,38,0,-38
58,17networks_RH_DefaultC_PHC_1,32,-32,-22
59,17networks_RH_DefaultC_ParOcc_1,50,-62,16
60,17networks_RH_DefaultC_RSC_1,12,-54,14
61,17networks_RH_DefaultC_pCun_1,10,-66,42
62,17networks_RH_Language_IFG_1,50,28,0
63,17networks_RH_Language_Temp_1,58,-26,-2
64,17networks_RH_ContA_IPS_1,38,-46,50
65,17networks_RH_ContA_PFCl_1,46,38,16
66,17networks_RH_ContB_FPole_1,30,58,-2
67,17networks_RH_ContB_IPL_1,46,-62,46
68,17networks_RH_ContB_PFCl_1,44,16,44
