-331465392.1898465157	  inf
-326305919.5221031904	1.55656e-02
-326305815.7614239454	3.17986e-07
-326305643.9409424663	5.26563e-07
-326305355.6079229712	8.83629e-07
-326304867.5325728059	1.49576e-06
-326304034.2075123191	2.55382e-06
-326302598.7685644627	4.39908e-06
-326300104.6578961611	7.64355e-06
-326295737.9565626979	1.33825e-05
-326288051.8558314443	2.35556e-05
-326274508.0268456936	4.15088e-05
-326250789.8810791373	7.26938e-05
-326209986.3244507313	1.25068e-04
-326142182.3225192428	2.07854e-04
-326035696.6826915741	3.26501e-04
-325881403.4550286531	4.73240e-04
-325679748.0121188760	6.18800e-04
-325446442.6097596884	7.16364e-04
-325214108.7337417603	7.13893e-04
-325020368.5715811849	5.95731e-04
-324878815.1476505995	4.35522e-04
-324777173.0310297608	3.12862e-04
-324702188.7646480799	2.30879e-04
-324645452.4929466844	1.74733e-04
-324601516.4400644898	1.35335e-04
-324566806.4744814634	1.06931e-04
-324538912.0406240225	8.59436e-05
-324516165.8910198808	7.00876e-05
-324497429.5897634029	5.77361e-05
-324481883.5469688177	4.79081e-05
-324468945.2441282272	3.98737e-05
-324457984.3928930759	3.37809e-05
-324448537.4597056508	2.91160e-05
-324440322.6133697033	2.53194e-05
-324433133.5713596344	2.21583e-05
-324426809.2498401403	1.94935e-05
-324421215.9638890028	1.72405e-05
-324416245.3590807319	1.53215e-05
-324411801.8660097122	1.36969e-05
-324407807.3249343038	1.23132e-05
-324404199.6321836710	1.11209e-05
-324400928.2240461111	1.00844e-05
-324397951.2544979453	9.17682e-06
-324395232.9206952453	8.37963e-06
-324392742.7020041943	7.67650e-06
-324390448.7782608271	7.07144e-06
-324388329.8846401572	6.53192e-06
-324386368.6866720915	6.04583e-06
-324384550.6241896749	5.60462e-06
-324382860.7633114457	5.20944e-06
-324381287.5359885097	4.84991e-06
-324379823.4989252090	4.51332e-06
-324378458.0144371986	4.20952e-06
-324377173.9624846578	3.95850e-06
-324375952.9970000982	3.76403e-06
-324374790.1127180457	3.58499e-06
-324373693.5428062081	3.38056e-06
-324372670.2650834918	3.15463e-06
-324371719.0612608790	2.93244e-06
-324370830.7369008064	2.73860e-06
-324369990.7903934121	2.58946e-06
-324369188.4056363106	2.47367e-06
-324368427.8643972278	2.34468e-06
-324367720.0072200298	2.18226e-06
-324367066.3265554309	2.01525e-06
-324366458.9502196312	1.87250e-06
-324365886.8754462004	1.76367e-06
-324365340.0525496006	1.68582e-06
-324364819.0173733234	1.60632e-06
-324364327.2014171481	1.51624e-06
-324363889.1112130880	1.35061e-06
-324363527.0629301667	1.11618e-06
-324363208.1065086722	9.83330e-07
-324362911.6715899110	9.13898e-07
-324362635.5683288574	8.51217e-07
-324362378.2511830926	7.93301e-07
-324362138.0088539124	7.40660e-07
-324361913.0489900708	6.93545e-07
-324361701.8592885137	6.51093e-07
-324361503.0952602029	6.12785e-07
-324361315.2094678879	5.79248e-07
-324361136.3576588631	5.51397e-07
-324360964.7703152895	5.29001e-07
-324360800.0149906278	5.07938e-07
-324360642.4168731570	4.85873e-07
-324360491.0976527333	4.66515e-07
-324360344.9290366173	4.50636e-07
-324360203.3815482259	4.36390e-07
-324360066.7047848105	4.21373e-07
-324359935.3401655555	4.04996e-07
-324359809.0458606482	3.89365e-07
-324359687.2590328455	3.75468e-07
-324359569.6259061694	3.62663e-07
-324359456.3361274004	3.49272e-07
-324359348.0262122154	3.33919e-07
-324359244.5317072868	3.19074e-07
-324359144.9436421990	3.07030e-07
-324359048.4104120731	2.97612e-07
-324358955.1675254703	2.87468e-07
-324358866.1085399985	2.74569e-07
