-2675534441.4692029953	  inf
-2645398726.0550084114	1.12634e-02
-2645398397.7187004089	1.24116e-07
-2645397907.8944959641	1.85161e-07
-2645397118.8774619102	2.98260e-07
-2645395783.8612756729	5.04656e-07
-2645393427.3819484711	8.90785e-07
-2645389118.5860891342	1.62879e-06
-2645381018.0308156013	3.06214e-06
-2645365470.9083471298	5.87708e-06
-2645335210.3095645905	1.14391e-05
-2645275888.6657972336	2.24250e-05
-2645159794.8397898674	4.38872e-05
-2644936078.9888386726	8.45756e-05
-2644521133.3115434647	1.56883e-04
-2643806213.4267601967	2.70340e-04
-2642717409.2148127556	4.11832e-04
-2641319490.5097088814	5.28970e-04
-2639789955.7020740509	5.79080e-04
-2638271583.3375344276	5.75187e-04
-2636829749.8472323418	5.46507e-04
-2635464034.7947559357	5.17938e-04
-2634228458.8380007744	4.68827e-04
-2633215814.2443037033	3.84418e-04
-2632454304.1506838799	2.89194e-04
-2631906464.6516652107	2.08110e-04
-2631520263.9862527847	1.46738e-04
-2631248557.4682478905	1.03251e-04
-2631055972.4381427765	7.31915e-05
-2630917661.2738142014	5.25687e-05
-2630816774.0546436310	3.83468e-05
-2630742003.6957426071	2.84210e-05
-2630685721.3379964828	2.13941e-05
-2630642722.5707664490	1.63451e-05
-2630609397.7283301353	1.26679e-05
-2630583205.2604184151	9.95681e-06
-2630562334.5925931931	7.93386e-06
-2630545489.4082093239	6.40364e-06
-2630531727.5361618996	5.23157e-06
-2630520356.3047380447	4.32279e-06
-2630510860.5442466736	3.60984e-06
-2630502846.9037737846	3.04642e-06
-2630496022.9452147484	2.59417e-06
-2630490161.7063860893	2.22819e-06
-2630485088.5902161598	1.92858e-06
-2630480666.5406160355	1.68108e-06
-2630476787.2996783257	1.47473e-06
-2630473364.4908385277	1.30121e-06
-2630470328.4895606041	1.15417e-06
-2630467622.5952916145	1.02867e-06
-2630465200.2195801735	9.20892e-07
-2630463022.7659535408	8.27783e-07
-2630461058.0507688522	7.46908e-07
-2630459279.0720567703	6.76299e-07
-2630457663.0752906799	6.14340e-07
-2630456190.7891287804	5.59707e-07
-2630454845.8013005257	5.11314e-07
-2630453614.4264659882	4.68122e-07
-2630452483.5555658340	4.29915e-07
-2630451443.2868671417	3.95471e-07
-2630450484.4937014580	3.64498e-07
-2630449599.1791825294	3.36564e-07
-2630448780.3000040054	3.11308e-07
-2630448021.6363863945	2.88416e-07
-2630447317.6802787781	2.67618e-07
-2630446663.5348000526	2.48682e-07
-2630446054.8430161476	2.31402e-07
-2630445487.7078142166	2.15604e-07
-2630444958.6455254555	2.01130e-07
-2630444464.5264458656	1.87846e-07
-2630444002.5318784714	1.75634e-07
-2630443570.1168723106	1.64389e-07
-2630443164.9798417091	1.54019e-07
-2630442785.0343284607	1.44442e-07
-2630442428.3805627823	1.35587e-07
-2630442093.2905383110	1.27389e-07
-2630441778.1878151894	1.19791e-07
-2630441481.6308364868	1.12740e-07
-2630441202.3029727936	1.06190e-07
-2630440938.9944148064	1.00101e-07
-2630440690.5962667465	9.44321e-08
-2630440456.0902309418	8.91509e-08
-2630440234.5396232605	8.42257e-08
-2630440025.0790991783	7.96295e-08
-2630439826.9130387306	7.53357e-08
-2630439639.3059854507	7.13216e-08
-2630439461.5800395012	6.75651e-08
-2630439293.1063995361	6.40477e-08
-2630439133.3051962852	6.07508e-08
-2630438981.6361799240	5.76592e-08
-2630438837.6007151604	5.47572e-08
-2630438700.7357149124	5.20312e-08
-2630438570.6112251282	4.94687e-08
-2630438446.8262748718	4.70587e-08
-2630438329.0098228455	4.47897e-08
-2630438216.8139929771	4.26529e-08
-2630438109.9169473648	4.06385e-08
-2630438008.0171327591	3.87387e-08
-2630437910.8332114220	3.69459e-08
-2630437818.1025099754	3.52530e-08
-2630437729.5795502663	3.36533e-08
