4.423710220758383826e+00,4.374618525453001894e+00,3.649858568534796177e+00,4.255528687821087175e+00,4.894554666180667368e+00
-3.903650753396025186e-01,-3.376934217155060369e-01,6.015438751588431110e-01,3.803097737288574365e-01,-2.732669112515465071e-01
-2.813449820449436256e-01,-5.212776871746931384e-01,-1.610340767315147914e-01,-2.304469921392771070e-03,-4.018269354130199478e-01
2.156337350572663070e+00,2.337260908141876481e+00,2.185640130293363459e+00,2.360898443418382175e+00,2.398563754646454882e+00
6.793617333493720545e-02,-8.857323157795110591e-03,2.619481552761343535e-01,2.553481129371122371e-01,1.905765859317836153e-01
-4.897468963756205357e-02,-7.819468828426670570e-02,-3.720344855927086580e-04,1.596396432653241770e-01,8.294102155731716830e-02
1.574301975639444517e+00,1.753760064481835856e+00,1.754951017013763881e+00,1.608222127447304528e+00,1.600201338995857370e+00
6.025022275211931906e-03,6.154066007782756781e-03,5.952044050958276745e-03,6.052908999579796612e-03,6.040384805278809117e-03
-5.960233029566950995e-04,-4.194346240728991483e-04,-5.737352333132128470e-04,-4.171522198680330208e-04,-4.980323648515697782e-04
-4.786021175758070102e-05,5.143726325815128344e-05,1.574957430803593792e-04,1.701765151163257524e-04,-1.099057858372310613e-04
3.351328093672627517e-01,2.820753192670395482e-01,2.936611525436942927e-01,2.787986450122165172e-01,2.755698166934920090e-01
1.795615885691012603e-01,1.682255938050476463e-01,3.025730155084473405e-01,2.351492962243638685e-01,2.446522012266579837e-01
5.589492683411193541e-01,4.917695783011933330e-01,2.982468053484688686e-01,3.687945125183575978e-01,2.856088135386921634e-01
1.073643666277483533e+00,9.420704913732804719e-01,8.944809734006105018e-01,8.827424537549379835e-01,8.058308314588421561e-01
